contest_name,choice,votes
Costilla County Commissioner District 1 - DEM,Robert Espinoza,635
Costilla County Commissioner District 1 - DEM,"Lawrence ""Ted"" Rael",373
Costilla County Commissioner District 1 - DEM,"Joe ""Doro"" Sanchez",206
Costilla County Commissioner District 3 - DEM,Steven Romero,743
Costilla County Commissioner District 3 - DEM,Alonzo Lobato,470
Crowley County Commissioner - District 2 - Rep,Blaine Arbuthnot,517
Crowley County Commissioner - District 2 - Rep,Kelli Jo Brubaker,323
Crowley County Commissioner - District 3 - Rep,Terry McMillian,517
Crowley County Commissioner - District 3 - Rep,Tobe Allumbaugh,265
Crowley County Commissioner - District 3 - Rep,Robert K Petty,73
Custer County Commissioner - District 2 - REP,Kevin V. Day,1212
Custer County Commissioner - District 3 - REP,Tommy G. Flower,914
Delta County Commissioner - District 2 - REP,Don Suppes,5865
Delta County Commissioner - District 3 - REP,Wendell A. Koontz,5411
Delta County Commissioner - District 3 - REP,Kim Shay,239
District Attorney--10th Judicial District - DEM,Jeff Chostner,22392
District Attorney - 11th Judicial District - DEM,Kaitlin Turner,9635
District Attorney - 11th Judicial District - REP,Linda Stanley,6067
District Attorney - 11th Judicial District - REP,Thom K. LeDoux,5780
District Attorney - 11th Judicial District - REP - Chaffee,Linda Stanley,1399
District Attorney - 11th Judicial District - REP - Chaffee,Thom K. LeDoux,1311
District Attorney - 11th Judicial District - REP - Custer County,Linda Stanley,754
District Attorney - 11th Judicial District - REP - Custer County,Thom K. LeDoux,508
District Attorney - 12th Judicial District - DEM,Alonzo Christopher Payne,3905
District Attorney - 12th Judicial District - DEM,Robert S. Willett,2346
District Attorney - 12th Judicial District - DEM - Rio Grande County,Alonzo Christopher Payne,749
District Attorney - 12th Judicial District - DEM - Rio Grande County,Robert S. Willett,512
District Attorney - 13th Judicial District - REP,Travis Sides,13700
District Attorney - 15th Judicial District - REP,Joshua Vogel,3009
District Attorney--16th Judicial District - DEM,Rodney D. Fouracre,2217
District Attorney--16th Judicial District - REP,William Culver,3672
District Attorney - 17th Judicial District - DEM,Brian Mason,66850
District Attorney - 17th Judicial District - REP,Tim McCormack,36465
District Attorney--18th Judicial District - DEM,Amy L. Padden,76409
District Attorney--18th Judicial District - DEM,Matt Maillaro,30669
District Attorney--18th Judicial District - DEM - Douglas County,Amy L. Padden,33955
District Attorney--18th Judicial District - DEM - Douglas County,Matt Maillaro,12949
District Attorney--18th Judicial District - DEM - Elbert County,Amy L. Padden,1741
District Attorney--18th Judicial District - DEM - Elbert County,Matt Maillaro,611
District Attorney--18th Judicial District - DEM - Lincoln County,Amy L. Padden,162
District Attorney--18th Judicial District - DEM - Lincoln County,Matt Maillaro,80
District Attorney--18th Judicial District - REP,John Kellner,99009
District Attorney-19th Judicial District - REP,Michael J. Rourke,37502
District Attorney--1st Judicial District - DEM,Alexis King,722
District Attorney--1st Judicial District - DEM,Jake Lilly,402
District Attorney--1st Judicial District - DEM - Jefferson County,Alexis King,78250
District Attorney--1st Judicial District - DEM - Jefferson County,Jake Lilly,37472
District Attorney--1st Judicial District - REP,Matthew Durkin,56121
District Attorney-21st Judicial District - REP,Daniel Paul Rubinstein,25251
District Attorney--22nd Judicial District - REP,Matthew Gregory Margeson,4945
District Attorney - 2nd Judicial District - DEM,Beth McCann,154976
District Attorney - 3rd Judicial District - DEM,Henry L. Solano,2880
District Attorney - 4th Judicial District - REP,Michael Allen,3209
District Attorney - 4th Judicial District - REP,Mark Waller,2074
District Attorney - 4th Judicial District - REP - El Paso County,Michael Allen,47955
District Attorney - 4th Judicial District - REP - El Paso County,Mark Waller,40971
District Attorney - 5th Judicial District - DEM,Heidi McCollum,4773
District Attorney - 5th Judicial District - DEM,Braden Christopher Angel,2151
District Attorney - 5th Judicial District - DEM - Eagle County,Heidi McCollum,5607
District Attorney - 5th Judicial District - DEM - Eagle County,Braden Christopher Angel,2802
District Attorney - 5th Judicial District - DEM - Lake County,Heidi McCollum,735
District Attorney - 5th Judicial District - DEM - Lake County,Braden Christopher Angel,384
District Attorney--6th Judicial District - DEM,Christian Champagne,10214
District Attorney - 7th Judicial District - REP,Seth D. Ryan,2423
District Attorney--7th Judicial District - REP,Seth D. Ryan,13112
District Attorney - 8th Judicial District - DEM,Gordon McLaughlin,52595
District Attorney - 8th Judicial District - REP,Mitch Murray,36534
District Attorney--9th Judicial District - REP,Jefferson J. Cheney,8640
Dolores County Commissioner District 2 - REP,Steve Garchar,452
Dolores County Commissioner District 3 - REP,Floyd L. Cook,423
Douglas County Commissioner - District 2 - DEM,Lisa Neal-Graves,41785
Douglas County Commissioner - District 2 - REP,George Teal,24482
Douglas County Commissioner - District 2 - REP,Clint Dorris,21241
Douglas County Commissioner - District 3 - DEM,Darien Wilson,41353
Douglas County Commissioner - District 3 - REP,Lora Thomas,43869
Eagle County Commissioner - District 1 - DEM,Matt Scherr,7152
Eagle County Commissioner - District 1 - REP,Jennifer Woolley,2998
Eagle County Commissioner - District 2 - DEM,Kathy Chandler-Henry,7361
Eagle County Commissioner - District 2 - REP,Thomas Crisofulli,3010
Elbert County Commissioner District 1 - REP,Christopher A. Richardson,5427
Elbert County Commissioner District 3 - DEM,Kathleen J. Conway,2077
Elbert County Commissioner District 3 - REP,Grant E. Thayer,5431
El Paso County Commissioner - District 2 - DEM,Tracey Johnson,11067
El Paso County Commissioner - District 2 - REP,Carrie Geitner,19340
El Paso County Commissioner - District 3 - DEM,Ken Schauer,18597
El Paso County Commissioner - District 3 - REP,Stan Lee VanderWerf,17442
El Paso County Commissioner - District 4 - DEM,Andre Vigil,8715
El Paso County Commissioner - District 4 - REP,Longinos Gonzalez Jr,10472
Fremont County Commissioner - District 1 - REP,Kevin J. Grantham,4693
Fremont County Commissioner - District 1 - REP,Jim Moore,4238
Fremont County Commissioner - District 3 - REP,Dwayne McFall,8146
Garfield County Commissioner District 2 - DEM,Katrina Byars,5903
Garfield County Commissioner District 2 - REP,John Martin,6441
Garfield County Commissioner District 3 - DEM,Leslie Robinson,5914
Garfield County Commissioner District 3 - REP,Mike Samson,6388
Gilpin County Commissioner District 1 - DEM,Ronald E. Engels,1062
Gilpin County Commissioner District 1 - REP,Web Sill,561
Gilpin County Commissioner District 3 - DEM,Sandy Hollingsworth,1080
Gilpin County Commissioner District 3 - REP,Doug Lupo,574
Grand County Commissioner - District 1 - REP,Richard D. Cimino,1858
Grand County Commissioner - District 2 - DEM,Shanna Ganne,1873
Grand County Commissioner - District 2 - REP,Merrit Linke,1958
Gunnison County Commissioner District 1 - DEM,John Messner,2553
Gunnison County Commissioner District 1 - REP,Dave Taylor,985
Gunnison County Commissioner District 2 - DEM,Jonathan D. Houck,2807
Hinsdale County Commissioner District 1 - DEM,Henry E Woods,84
Hinsdale County Commissioner District 1 - REP,Daniel Scroggins,176
Hinsdale County Commissioner District 3 - REP,Robert R Hurd,216
Hinsdale County Sheriff - REP,Christopher Kambish,222
Huerfano County Commissioner - District 1 - DEM,Amos Mace,844
Huerfano County Commissioner - District 1 - DEM,Jose R. Baros,628
Huerfano County Commissioner - District 1 - REP,John Galusha,900
Huerfano County Commissioner - District 2 - DEM,Arica Andreatta,1114
Huerfano County Commissioner - District 2 - DEM,Bob Kennemer,478
Huerfano County Commissioner - District 2 - REP,"Michael ""Sandy"" White",755
Huerfano County Commissioner - District 2 - REP,David Tesitor,316
Jackson County Commissioner Dist 2 - REP,Daniel E. Manville,362
Jackson County Commissioner Dist 3 - REP,Jeff Benson,367
Jefferson County Commissioner - District 1 - DEM,Tracy Kraft-Tharp,104796
Jefferson County Commissioner - District 1 - REP,Libby Szabo,55818
Jefferson County Commissioner - District 2 - DEM,Andy Kerr,104715
Jefferson County Commissioner - District 2 - REP,Joni Inman,55326
Kiowa County Commissioner - District 1 - REP,Richard E. Scott,225
Kiowa County Commissioner - District 3 - REP,Donald E. Oswald,235
Kit Carson County Commissioner - District 1 - REP,Stan Hitchcock,1697
Kit Carson County Commissioner - District 3 - DEM,Carlin Stratton,268
Kit Carson County Commissioner - District 3 - REP,David L. Hornung,969
Kit Carson County Commissioner - District 3 - REP,Chris Michal,858
Lake County Commissioner District 2 - DEM,Sarah Mudge,907
Lake County Commissioner District 2 - REP,Ezekiah Lujan,393
Lake County Commissioner District 3 - DEM,Jeff Fiedler,969
La Plata County Commissioner District 2 - DEM,Marsha Porter-Norton,8762
La Plata County Commissioner District 3 - DEM,Matthew Salka,8503
Larimer County Commissioner - District 2 - DEM,Kristin Stephens,53582
Larimer County Commissioner - District 2 - REP,Bob McCluskey,22984
Larimer County Commissioner - District 2 - REP,Jeff Jensen,16097
Larimer County Commissioner - District 3 - DEM,Jody Shadduck-McNally,44724
Larimer County Commissioner - District 3 - DEM,Myles G. Baker,13672
Larimer County Commissioner - District 3 - REP,Ben Aste,24494
Larimer County Commissioner - District 3 - REP,Aislinn Kottwitz,15295
Las Animas County Commissioner District 1 - REP,Felix M. Lopez,1452
Las Animas County Commissioner District 2 - DEM,Luis A. Lopez II,2124
Lincoln County Commissioner District 2 - REP,Steve Burgess,881
Lincoln County Commissioner District 3 - REP,Doug Stone,949
Logan County Commissioner District 1 - REP,Byron H. Pelton,3605
Logan County Commissioner District 2 - REP,Joseph A. McBride,3637
Mesa County Commissioner - District 1 - DEM,Kathryn Bedell,13199
Mesa County Commissioner - District 1 - REP,Cody Davis,20929
Mesa County Commissioner - District 1 - REP,Ray Scott,8641
Mesa County Commissioner - District 3 - DEM,David William Edwards,12969
Mesa County Commissioner - District 3 - REP,Janet Rowland,23187
Mesa County Commissioner - District 3 - REP,J J Fletcher,2482
Mineral County Commissioner - District 2 - DEM,John Lawley,185
Mineral County Commissioner - District 2 - REP,Jesse Albright,177
Mineral County Commissioner - District 3 - REP,Ramona Weber,185
Moffat County Commissioner District 1 - REP,Tony Bohrer,2701
Moffat County Commissioner District 2 - REP,Melody Villard,1777
Moffat County Commissioner District 2 - REP,Chuck Grobe,1319
Montezuma County Commissioner District 2 - REP,Kent Lindsay,3192
Montezuma County Commissioner District 2 - REP,Danny Wilkin,2512
Montezuma County Commissioner District 3 - REP,Joel Stevenson,3043
Montezuma County Commissioner District 3 - REP,Monty Guiles,2657
Montrose County Commissioner - District 1 - REP,Keith Caddy,7604
Montrose County Commissioner - District 3 - REP,Roger D. Rash,7485
Morgan County Commissioner District 1 - REP,Mark A. Arndt,4019
Morgan County Commissioner District 3 - REP,Gordon Westhoff,2903
Morgan County Commissioner District 3 - REP,Tony L. Carlson,1377
Otero County Commissioner District 1 - DEM,Christopher E Moreno,1649
Otero County Commissioner District 1 - REP,Robert W Oquist,2539
Otero County Commissioner District 3 - REP,James K Baldwin,2472
Ouray County Commissioner - District 1 - DEM,Steve Hilbert,1101
Ouray County Commissioner - District 3 - DEM,Jake Niece,1185
Park County Commissioner District 1 - REP,Amy Mitchell,1109
Park County Commissioner District 1 - REP,Katie Spodyak,928
Park County Commissioner District 1 - REP,Steve Vincze,924
Park County Commissioner District 1 - REP,Garrison Genschorck,653
Park County Commissioner District 2 - REP,Richard Elsner,2151
Park County Commissioner District 2 - REP,"Cynthia ""Cyndie"" Sherriff",1311
Phillips County Commissioner - District 2 - REP,Garold E. Roberts,931
Phillips County Commissioner - District 3 - REP,Tom Lee Timm,913
Prowers County Commissioner District 1 - REP,Thomas Grasmick,1463
Prowers County Commissioner District 3 - REP,Wendy Buxton-Andrade,1357
Pueblo County Commissioner 1 - DEM,Eppie Griego,13818
Pueblo County Commissioner 1 - DEM,Tisha Mauro,12225
Pueblo County Commissioner 2 - DEM,Garrison Ortiz,16911
Pueblo County Commissioner 2 - DEM,Abel Tapia,9706
Regent of the University of Colorado - Congressional District 2 - DEM,Callie Rennison,52481
Regent of the University of Colorado - Congressional District 2 - DEM,Dave Gross,23274
Regent of the University of Colorado - Congressional District 2 - DEM,Aaron Harber,18559
Regent of the University of Colorado - Congressional District 2 - DEM - Clear Creek County,Callie Rennison,902
Regent of the University of Colorado - Congressional District 2 - DEM - Clear Creek County,Dave Gross,400
Regent of the University of Colorado - Congressional District 2 - DEM - Clear Creek County,Aaron Harber,364
Regent of the University of Colorado - Congressional District 2 - DEM - Gilpin County,Callie Rennison,564
Regent of the University of Colorado - Congressional District 2 - DEM - Gilpin County,Dave Gross,306
Regent of the University of Colorado - Congressional District 2 - DEM - Gilpin County,Aaron Harber,223
Regent of the University of Colorado - Congressional District 2 - DEM - Park County,Callie Rennison,615
Regent of the University of Colorado - Congressional District 2 - DEM - Park County,Dave Gross,284
Regent of the University of Colorado - Congressional District 2 - DEM - Park County,Aaron Harber,182
Regent of the University of Colorado - Congressional District 2 - REP,Dick R. Murphy,58829
Regent of the University of Colorado - Congressional District 6 - DEM,Ilana Spiegel,115568
Regent of the University of Colorado - Congressional District 6 - REP,Richard Murray,8131
Regent of the University of Colorado - Congressional District 6 - REP,Priscilla Rahn,4453
Regent of the University of Colorado - Congressional District 6 - REP - Adams County,Richard Murray,5919
Regent of the University of Colorado - Congressional District 6 - REP - Adams County,Priscilla Rahn,3541
Regent of the University of Colorado - Congressional District 6 - REP - Arapahoe County,Richard Murray,27926
Regent of the University of Colorado - Congressional District 6 - REP - Arapahoe County,Priscilla Rahn,14802
Regent of the University of Colorado - Congressional District 7 - DEM,Nolbert Chavez,117618
Representative to the 117th United States Congress-District 1 - DEM,Diana DeGette,187330
Representative to the 117th United States Congress-District 1 - REP,Shane Bolling,32175
Representative to the 117th United States Congress-District 2 - DEM,Joe Neguse,101845
Representative to the 117th United States Congress-District 2 - REP,Charlie Winn,57935
Representative to the 117th United States Congress-District 3 - DEM,Diane E. Mitsch Bush,33810
Representative to the 117th United States Congress-District 3 - DEM,James Iacino,21885
Representative to the 117th United States Congress-District 3 - DEM - Archuleta County,Diane E. Mitsch Bush,1133
Representative to the 117th United States Congress-District 3 - DEM - Archuleta County,James Iacino,711
Representative to the 117th United States Congress-District 3 - DEM - Custer County,Diane E. Mitsch Bush,397
Representative to the 117th United States Congress-District 3 - DEM - Custer County,James Iacino,231
Representative to the 117th United States Congress-District 3 - DEM - Delta County,Diane E. Mitsch Bush,2036
Representative to the 117th United States Congress-District 3 - DEM - Delta County,James Iacino,1352
Representative to the 117th United States Congress-District 3 - DEM - Gunnison County,Diane E. Mitsch Bush,2163
Representative to the 117th United States Congress-District 3 - DEM - Gunnison County,James Iacino,1092
Representative to the 117th United States Congress-District 3 - DEM - Hinsdale County,Diane E. Mitsch Bush,72
Representative to the 117th United States Congress-District 3 - DEM - Hinsdale County,James Iacino,34
Representative to the 117th United States Congress-District 3 - DEM - La Plata County,Diane E. Mitsch Bush,6266
Representative to the 117th United States Congress-District 3 - DEM - La Plata County,James Iacino,3940
Representative to the 117th United States Congress-District 3 - DEM - Mesa County,Diane E. Mitsch Bush,10439
Representative to the 117th United States Congress-District 3 - DEM - Mesa County,James Iacino,5486
Representative to the 117th United States Congress-District 3 - DEM - Mineral County,Diane E. Mitsch Bush,118
Representative to the 117th United States Congress-District 3 - DEM - Mineral County,James Iacino,82
Representative to the 117th United States Congress-District 3 - DEM - Moffat County,Diane E. Mitsch Bush,344
Representative to the 117th United States Congress-District 3 - DEM - Moffat County,James Iacino,171
Representative to the 117th United States Congress-District 3 - DEM - Montezuma County,Diane E. Mitsch Bush,1761
Representative to the 117th United States Congress-District 3 - DEM - Montezuma County,James Iacino,1086
Representative to the 117th United States Congress-District 3 - DEM - Montrose County,Diane E. Mitsch Bush,2470
Representative to the 117th United States Congress-District 3 - DEM - Montrose County,James Iacino,1740
Representative to the 117th United States Congress-District 3 - DEM - Ouray County,Diane E. Mitsch Bush,767
Representative to the 117th United States Congress-District 3 - DEM - Ouray County,James Iacino,699
Representative to the 117th United States Congress-District 3 - DEM - Pitkin County,Diane E. Mitsch Bush,2485
Representative to the 117th United States Congress-District 3 - DEM - Pitkin County,James Iacino,1790
Representative to the 117th United States Congress-District 3 - DEM - San Miguel County,Diane E. Mitsch Bush,1020
Representative to the 117th United States Congress-District 3 - DEM - San Miguel County,James Iacino,842
Representative to the 117th United States Congress-District 3 - REP,Lauren Boebert,46794
Representative to the 117th United States Congress-District 3 - REP,Scott R. Tipton,37739
Representative to the 117th United States Congress-District 3 - REP - Dolores County,Lauren Boebert,304
Representative to the 117th United States Congress-District 3 - REP - Dolores County,Scott R. Tipton,236
Representative to the 117th United States Congress-District 3 - REP - Eagle County,Scott R. Tipton,1658
Representative to the 117th United States Congress-District 3 - REP - Eagle County,Lauren Boebert,1190
Representative to the 117th United States Congress-District 3 - REP - Gunnison County,Scott R. Tipton,983
Representative to the 117th United States Congress-District 3 - REP - Gunnison County,Lauren Boebert,787
Representative to the 117th United States Congress-District 3 - REP - Jackson County,Scott R. Tipton,248
Representative to the 117th United States Congress-District 3 - REP - Jackson County,Lauren Boebert,192
Representative to the 117th United States Congress-District 3 - REP - Lake County,Scott R. Tipton,258
Representative to the 117th United States Congress-District 3 - REP - Lake County,Lauren Boebert,192
Representative to the 117th United States Congress-District 3 - REP - La Plata County,Scott R. Tipton,3216
Representative to the 117th United States Congress-District 3 - REP - La Plata County,Lauren Boebert,2672
Representative to the 117th United States Congress-District 3 - REP - Mineral County,Scott R. Tipton,126
Representative to the 117th United States Congress-District 3 - REP - Mineral County,Lauren Boebert,87
Representative to the 117th United States Congress-District 3 - REP - Montrose County,Lauren Boebert,5639
Representative to the 117th United States Congress-District 3 - REP - Montrose County,Scott R. Tipton,3144
Representative to the 117th United States Congress-District 3 - REP - Ouray County,Scott R. Tipton,561
Representative to the 117th United States Congress-District 3 - REP - Ouray County,Lauren Boebert,463
Representative to the 117th United States Congress-District 3 - REP - Pitkin County,Scott R. Tipton,603
Representative to the 117th United States Congress-District 3 - REP - Pitkin County,Lauren Boebert,329
Representative to the 117th United States Congress-District 4 - DEM,Ike McCorkle,63036
Representative to the 117th United States Congress-District 4 - REP,Ken Buck,102227
Representative to the 117th United States Congress-District 5 - DEM,Jillian Freeland,75759
Representative to the 117th United States Congress-District 5 - REP,Doug Lamborn,104025
Representative to the 117th United States Congress-District 6 - DEM,Jason Crow,122987
Representative to the 117th United States Congress-District 6 - REP,Steve House,63669
Representative to the 117th United States Congress-District 7 - DEM,Ed Perlmutter,125866
Representative to the 117th United States Congress-District 7 - REP,"Charles ""Casper"" Stockham",52486
Rio Blanco County Commissioner District 2 - REP,Jeff C Rector,1696
Rio Blanco County Commissioner District 3 - REP,Ty K Gates,1319
Rio Blanco County Commissioner District 3 - REP,Mona I Avey,744
Rio Grande County Commissioner District 1 - REP,Scott Deacon,1369
Rio Grande County Commissioner District 1 - REP,Suzanne Bothell,833
Rio Grande County Commissioner District 3 - REP,Gene W. Glover,1409
Rio Grande County Commissioner District 3 - REP,"Fedele ""Phil"" Paccione Jr.",783
Routt County Commissioner - District 1 - DEM,Tim Corrigan,4490
Routt County Commissioner - District 2 - DEM,Tim Redmond,4204
Saguache County Commissioner District 1 - DEM,Thomas D. McCracken,551
Saguache County Commissioner District 1 - DEM,Lisa Cyriacks,379
Saguache County Commissioner District 1 - DEM,Justin van Wart,360
Saguache County Commissioner District 1 - REP,Richard Pascoe,484
Saguache County Commissioner District 2 - DEM,Lynne Thompson,940
Saguache County Commissioner District 2 - DEM,"Charles ""Bill"" McClure",322
San Miguel County Commissioner - District 1 - DEM,Hilary Cooper,1495
San Miguel County Commissioner- District 3 - DEM,Kris Holstrom,1690
Sedgwick County Commissioner - District 2 - REP,William Howard McCormick ,429
Sedgwick County Commissioner - District 3 - REP,Donald P Schneider,436
State Board of Education Member - Congressional District 1 - DEM,Lisa Escárcega,138576
State Board of Education Member - Congressional District 1 - DEM,Donna Morganstern,51708
State Board of Education Member - Congressional District 1 - REP,Sydnnia Wulff,33545
State Board of Education Member - Congressional District 3 - DEM,Mayling Simpson,86019
State Board of Education Member - Congressional District 3 - REP,Joyce Rankin,89306
State Board of Education Member - Congressional District 7 - DEM,Karla Esser,118142
State Board of Education Member - Congressional District 7 - REP,Nancy Pallozzi,52380
State Representative - District 13 - DEM,Judy Amabile,4473
State Representative - District 13 - REP,Kevin Sipple,3602
State Representative - District 14 - DEM,John Foley,8825
State Representative - District 14 - REP,Shane Sandridge,14322
State Representative - District 15 - DEM,John Pyne IV,7527
State Representative - District 15 - REP,Dave Williams,11155
State Representative - District 16 - DEM,Stephanie Vigil,8169
State Representative - District 16 - REP,Andres G. Pico,10500
State Representative - District 17 - DEM,"Thomas ""Tony"" Exum Sr.",5919
State Representative - District 17 - REP,Rob Blancken,4283
State Representative - District 18 - DEM,Marc Snyder,12229
State Representative - District 18 - REP,George M. Rapko,6935
State Representative - District 19 - DEM,Joe Thompson,7788
State Representative - District 19 - REP,Tim Geitner,19692
State Representative - District 1 - DEM,Susan Lontine,11644
State Representative - District 1 - REP,Samantha Koch,3777
State Representative - District 20 - DEM,Meg Fossinger,6326
State Representative - District 20 - DEM,Susan Crutchfield,3615
State Representative - District 20 - REP,Terri Carver,11717
State Representative - District 21 - DEM,Liz Rosenbaum,5318
State Representative - District 21 - REP,Mary Bradfield,6680
State Representative - District 22 - DEM,Mary Parker,12458
State Representative - District 22 - REP,Colin Larson,6759
State Representative - District 22 - REP,Justin Everett,5266
State Representative - District 23 - DEM,Chris Kennedy,15348
State Representative - District 23 - REP,Fred Clifford,6290
State Representative - District 24 - DEM,Monica Duran,16211
State Representative - District 24 - REP,Laurel Imer,6197
State Representative - District 25 - DEM,Lisa A. Cutter,15705
State Representative - District 25 - REP,Donald Rosier,9460
State Representative - District 26 - DEM,Dylan Roberts,11859
State Representative - District 27 - DEM,Brianna Titone,17468
State Representative - District 27 - REP,Vicki Pyne,10199
State Representative - District 28 - DEM,Kerry Tipper,13842
State Representative - District 28 - REP,Marijane Paulsen,6025
State Representative - District 29 - DEM,Lindsey N. Daugherty,13527
State Representative - District 29 - REP,Vanessa DeMott,6292
State Representative - District 2 - DEM,Alec Garnett,25708
State Representative - District 2 - REP,Victoria Partridge,2566
State Representative - District 30 - DEM,Dafna Michaelson Jenet,8892
State Representative - District 30 - REP,Kerrie Gutierrez,2643
State Representative - District 30 - REP,Cynthia M. Sarmiento,2321
State Representative - District 31 - DEM,Yadira Caraveo,9677
State Representative - District 31 - REP,David Elliott,5154
State Representative - District 32 - DEM,Adrienne Benavidez,7782
State Representative - District 32 - REP,Tony Caputo,2573
State Representative - District 33 - DEM,Matt Gray,14442
State Representative - District 33 - REP,Mindy Quiachon,6668
State Representative - District 34 - DEM,Kyle Mullica,8667
State Representative - District 34 - REP,Mark Bromley,2805
State Representative - District 34 - REP,Audrey Herman,2061
State Representative - District 35 - DEM,Shannon Bird,12011
State Representative - District 35 - REP,Roger Lehman,5260
State Representative - District 36 - DEM,Mike Weissman,11962
State Representative - District 36 - REP,Dustin Bishop,5154
State Representative - District 37 - DEM,Tom Sullivan,14163
State Representative - District 37 - REP,Caroline Cornell,7608
State Representative - District 38 - DEM,David Ortiz,12153
State Representative - District 38 - DEM,Candice Ferguson,6448
State Representative - District 38 - REP,Richard Champion,10064
State Representative - District 39 - DEM,Ian Chapman,9875
State Representative - District 39 - REP,Mark Baisley,15038
State Representative - District 3 - DEM,Meg Froelich,14512
State Representative - District 3 - REP,"William S. ""Bill"" Klocek",6052
State Representative - District 40 - DEM,Naquetta Ricks,7212
State Representative - District 40 - DEM,John Ronquillo,6815
State Representative - District 40 - REP,Richard A. Bassett,5946
State Representative - District 41 - DEM,Iman Jodeh,13247
State Representative - District 41 - REP,"Robert ""Bob"" Andrews",5083
State Representative - District 42 - DEM,Dominique Jackson,8935
State Representative - District 43 - DEM,Jennifer Mitkowski,11855
State Representative - District 43 - REP,Kevin Van Winkle,9366
State Representative - District 44 - DEM,Kyra D. Storojev,10805
State Representative - District 44 - REP,Kim Ransom,10408
State Representative - District 45 - DEM,Katie Barrett,11471
State Representative - District 45 - REP,Patrick Neville,14800
State Representative - District 46 - DEM,Daneya Esgar,12340
State Representative - District 46 - REP,Jonathan Ambler,5815
State Representative - District 46 - REP,Alexander Lucero-Mugatu,1948
State Representative - District 47 - DEM,Bri Buentello,9272
State Representative - District 47 - REP,Stephanie Luck,3812
State Representative - District 47 - REP,Ron Parker,3294
State Representative - District 47 - REP - Otero County,Ron Parker,1374
State Representative - District 47 - REP - Otero County,Stephanie Luck,1224
State Representative - District 48 - DEM,Holly A. Herson,7829
State Representative - District 48 - REP,Tonya Van Beber,8939
State Representative - District 48 - REP,Grady Nouis,7026
State Representative - District 49 - DEM,Yara Hanlin Zokaie,13606
State Representative - District 49 - REP,Mike Lynch,12606
State Representative - District 49 - REP,Vicki Marble,6202
State Representative - District 4 - DEM,Serena Gonzales-Gutierrez,18856
State Representative - District 4 - REP,Grant Price,1790
State Representative - District 50 - DEM,Mary Young,5398
State Representative - District 51 - REP,Hugh McKean,12050
State Representative - District 52 - DEM,Cathy Kipp,17276
State Representative - District 52 - REP,Donna Walter,7083
State Representative - District 53 - DEM,Jeni Arndt,13943
State Representative - District 54 - DEM,AliceMarie Slaven-Emond,5686
State Representative - District 54 - REP,Matt Soper,14270
