County,Tabulator ID,Batch,#of Ballot Cards,Location
Routt,102,144,50,5
Routt,102,145,44,5
Routt,102,146,50,5
Routt,102,147,50,5
Routt,102,148,50,5
Routt,102,149,50,5
Routt,102,150,48,5
Routt,102,151,46,6
Routt,102,152,46,6
Routt,102,153,50,6
Routt,102,154,48,6
Routt,102,155,46,6
Routt,102,156,48,6
Routt,102,157,50,6
Routt,102,158,50,6
Routt,102,159,48,6
Routt,102,160,50,6
Routt,102,161,48,6
Routt,102,162,50,6
Routt,102,163,50,6
Routt,102,164,50,6
Routt,102,165,48,6
Routt,102,166,50,6
Routt,102,167,50,6
Routt,102,168,48,6
Routt,102,169,50,6
Routt,102,170,48,6
Routt,102,171,48,6
Routt,102,172,48,6
Routt,102,173,50,6
Routt,102,174,48,6
Routt,102,175,50,6
Routt,102,176,50,6
Routt,102,177,50,6
Routt,102,178,48,6
Routt,102,179,48,6
Routt,102,180,50,6
Routt,102,181,36,7
Routt,102,182,48,7
Routt,102,183,50,7
Routt,102,184,48,7
Routt,102,185,48,7
Routt,102,186,50,7
Routt,102,187,46,7
Routt,102,188,50,7
Routt,102,189,50,7
Routt,102,190,50,7
Routt,102,191,50,7
Routt,102,192,50,7
Routt,102,193,50,7
Routt,102,194,50,7
Routt,102,195,48,7
Routt,102,196,18,7
Routt,102,197,48,7
Routt,102,198,47,7
Routt,102,199,56,7
Routt,102,200,56,7
Routt,102,201,78,7
Routt,102,202,48,8
Routt,102,203,48,8
Routt,102,204,48,8
Routt,102,205,50,8
Routt,102,206,48,8
Routt,102,207,50,8
Routt,102,208,48,8
Routt,102,209,50,8
Routt,102,210,50,8
Routt,102,211,50,8
Routt,102,212,50,8
Routt,102,213,50,8
Routt,102,214,50,8
Routt,102,215,46,8
Routt,102,216,48,8
Routt,102,217,50,8
Routt,102,218,50,8
Routt,102,219,50,8
Routt,102,220,50,8
Routt,102,221,50,8
Routt,102,222,48,8
Routt,102,223,50,8
Routt,102,224,48,8
Routt,102,225,50,8
Routt,102,226,50,8
Routt,102,227,50,8
Routt,102,228,50,8
Routt,102,229,50,8
Routt,102,230,50,8
Routt,102,231,48,9
Routt,102,232,50,9
Routt,102,233,50,9
Routt,102,234,49,9
Routt,102,235,50,9
Routt,102,236,49,9
Routt,102,237,48,9
Routt,102,238,46,9
Routt,102,239,50,9
Routt,102,240,50,9
Routt,102,241,50,9
Routt,102,242,50,9
Routt,102,243,48,9
Routt,102,244,50,9
Routt,102,245,50,9
Routt,102,246,50,9
Routt,102,247,50,9
Routt,102,248,50,9
Routt,102,249,50,9
Routt,102,250,50,9
Routt,102,251,46,9
Routt,102,252,50,9
Routt,102,253,47,9
Routt,102,254,50,9
Routt,102,255,48,9
Routt,102,256,50,9
Routt,102,257,48,9
Routt,102,258,50,9
Routt,102,259,48,9
Routt,102,260,48,9
Routt,102,261,48,10
Routt,102,262,50,10
Routt,102,263,50,10
Routt,102,264,46,10
Routt,102,265,46,10
Routt,102,266,50,10
Routt,102,267,50,10
Routt,102,268,50,10
Routt,102,269,50,10
Routt,102,270,50,10
Routt,102,271,50,10
Routt,102,272,48,10
Routt,102,273,50,10
Routt,102,274,50,10
Routt,102,275,50,10
Routt,102,276,50,10
Routt,102,277,50,10
Routt,102,278,50,10
Routt,102,279,50,10
Routt,102,280,50,10
Routt,102,281,50,10
Routt,102,282,50,10
Routt,102,283,49,10
Routt,102,284,50,10
Routt,102,285,50,10
Routt,102,286,50,10
Routt,102,287,50,10
Routt,102,288,34,10
Routt,102,289,50,10
Routt,102,290,46,10
Routt,102,291,50,11
Routt,102,292,50,11
Routt,102,293,48,11
Routt,102,294,50,11
Routt,102,295,50,11
Routt,102,296,24,11
Routt,102,297,50,11
Routt,102,298,50,11
Routt,102,299,50,11
Routt,102,300,37,11
Routt,102,301,49,11
Routt,102,302,49,11
Routt,102,303,47,11
Routt,102,304,48,11
Routt,102,305,58,11
Routt,102,306,48,11
Routt,102,307,48,11
Routt,102,308,48,11
Routt,102,309,49,11
Routt,102,310,46,11
Routt,102,311,48,11
Routt,102,312,48,11
Routt,102,313,32,11
Routt,102,314,48,11
Routt,102,315,48,11
Routt,102,316,48,11
Routt,102,317,48,11
Routt,102,318,48,11
Routt,102,319,50,11
Routt,102,320,28,11
Routt,102,321,50,11
Routt,102,322,50,11
Routt,102,323,50,11
Routt,102,324,50,11
Routt,102,325,92,11
Routt,102,326,50,12
Routt,102,327,50,12
Routt,102,328,48,12
Routt,102,329,50,12
Routt,102,330,50,12
Routt,102,331,50,12
Routt,102,332,50,12
Routt,102,333,50,12
Routt,102,334,49,12
Routt,102,335,46,12
Routt,102,336,50,12
Routt,102,337,48,12
Routt,102,338,50,12
Routt,102,339,48,12
Routt,102,340,50,12
Routt,102,341,48,12
Routt,102,342,50,12
Routt,102,343,50,12
Routt,102,344,50,12
Routt,102,345,44,12
Routt,102,346,50,12
Routt,102,347,50,12
Routt,102,348,50,12
Routt,102,349,50,12
Routt,102,350,50,12
Routt,102,351,50,12
Routt,102,352,50,12
Routt,102,353,50,12
Routt,102,354,50,12
Routt,102,355,50,12
Routt,102,356,50,12
Routt,102,357,50,12
Routt,102,358,48,12
Routt,102,359,46,12
Routt,102,360,48,12
Routt,102,361,46,13
Routt,102,362,46,13
Routt,102,363,48,13
Routt,102,364,48,13
Routt,102,365,50,13
Routt,102,366,62,13
Routt,102,367,122,13
Routt,102,368,49,13
Routt,102,369,70,13
Routt,102,370,46,13
Routt,102,371,48,13
Routt,102,372,47,13
Routt,102,373,50,13
Routt,102,374,50,13
Routt,102,375,50,13
Routt,102,376,48,13
Routt,102,377,50,13
Routt,102,378,50,13
Routt,102,379,50,13
Routt,102,380,50,13
Routt,102,381,50,13
Routt,102,382,46,13
Routt,102,383,50,13
Routt,102,384,50,13
Routt,102,385,50,13
Routt,102,386,50,13
Routt,102,387,48,13
Routt,102,388,50,13
Routt,102,389,46,13
Routt,102,390,49,13
Routt,102,391,50,14
Routt,102,392,48,14
Routt,102,393,66,14
Routt,102,394,48,14
Routt,102,395,48,14
Routt,102,396,48,14
Routt,102,397,47,14
Routt,102,398,48,14
Routt,102,399,49,14
Routt,102,400,50,14
Routt,102,401,46,14
Routt,102,402,50,14
Routt,102,403,46,14
Routt,102,404,50,14
Routt,102,405,49,14
Routt,102,406,48,14
Routt,102,407,48,14
Routt,102,408,50,14
Routt,102,409,49,14
Routt,102,410,48,14
Routt,102,411,50,14
Routt,102,412,44,14
Routt,102,413,50,14
Routt,102,414,44,14
Routt,102,415,50,14
Routt,102,416,50,14
Routt,102,417,48,14
Routt,102,418,50,14
Routt,102,419,48,14
Routt,102,420,47,14
Routt,102,421,90,14
Routt,102,422,48,15
Routt,102,423,50,15
Routt,102,424,46,15
Routt,102,425,50,15
Routt,102,426,50,15
Routt,102,427,50,15
Routt,102,428,48,15
Routt,102,429,50,15
Routt,102,430,48,15
Routt,102,431,46,15
Routt,102,432,48,15
Routt,102,433,48,15
Routt,102,434,50,15
Routt,102,435,46,15
Routt,102,436,46,15
Routt,102,437,50,15
Routt,102,438,50,15
Routt,102,439,48,15
Routt,102,440,48,15
Routt,102,441,42,15
Routt,102,442,50,15
Routt,102,443,46,15
Routt,102,444,50,15
Routt,102,445,48,15
Routt,102,446,48,15
Routt,102,447,48,15
Routt,102,448,50,15
Routt,102,449,50,15
Routt,102,450,50,15
Routt,102,451,44,16
Routt,102,452,48,16
Routt,102,453,48,16
Routt,102,454,48,16
Routt,102,455,38,16
Routt,102,456,48,16
Routt,102,457,30,16
Routt,102,458,48,16
Routt,102,459,50,16
Routt,102,460,50,16
Routt,102,461,48,16
Routt,102,462,46,16
Routt,102,463,50,16
Routt,102,464,48,16
Routt,102,465,46,16
Routt,102,466,48,16
Routt,102,467,50,16
Routt,102,468,50,16
Routt,102,469,50,16
Routt,102,470,78,16
Routt,102,471,50,16
Routt,102,472,50,16
Routt,102,473,44,16
Routt,102,474,50,16
Routt,102,475,46,16
Routt,102,476,50,16
Routt,102,477,50,16
Routt,102,478,50,16
Routt,102,479,50,16
Routt,102,480,50,16
Routt,102,481,66,16
Routt,102,482,50,17
Routt,102,483,48,17
Routt,102,484,50,17
Routt,102,485,50,17
Routt,102,486,48,17
Routt,102,487,48,17
Routt,102,488,48,17
Routt,102,489,50,17
Routt,102,490,50,17
Routt,102,491,50,17
Routt,102,492,47,17
Routt,102,493,48,17
Routt,102,494,39,17
Routt,102,495,50,17
Routt,102,496,50,17
Routt,102,497,46,17
Routt,102,498,50,17
Routt,102,499,50,17
Routt,102,500,46,17
Routt,102,501,38,17
Routt,102,502,48,17
Routt,102,503,50,17
Routt,102,504,50,17
Routt,102,505,50,17
Routt,102,506,50,17
Routt,102,507,50,17
Routt,102,508,50,17
Routt,102,509,48,17
Routt,102,510,46,17
Routt,102,511,48,18
Routt,102,512,50,18
Routt,102,513,46,18
Routt,102,514,50,18
Routt,102,515,50,18
Routt,102,516,48,18
Routt,102,517,50,18
Routt,102,518,48,18
Routt,102,519,50,18
Routt,102,520,42,18
Routt,102,521,48,18
Routt,102,522,48,18
Routt,102,523,50,18
Routt,102,524,50,18
Routt,102,525,45,18
Routt,102,526,48,18
Routt,102,527,48,18
Routt,102,528,72,18
Routt,102,529,50,18
Routt,102,530,48,18
Routt,102,531,48,18
Routt,102,532,50,18
Routt,102,533,48,18
Routt,102,534,48,18
Routt,102,535,46,18
Routt,102,536,48,18
Routt,102,537,50,18
Routt,102,538,50,18
Routt,102,539,50,18
Routt,102,540,48,18
Routt,102,541,44,19
Routt,102,542,48,19
Routt,102,543,48,19
Routt,102,544,48,19
Routt,102,545,48,19
Routt,102,546,50,19
Routt,102,547,48,19
Routt,102,548,48,19
Routt,102,549,50,19
Routt,102,550,48,19
Routt,102,551,50,19
Routt,102,552,72,19
Routt,102,553,48,19
Routt,102,554,50,19
Routt,102,555,46,19
Routt,102,556,50,19
Routt,102,557,50,19
Routt,102,558,50,19
Routt,102,559,46,19
Routt,102,560,34,19
Routt,102,561,50,19
Routt,102,562,50,19
Routt,102,563,47,19
Routt,102,564,36,19
Routt,102,565,48,19
Routt,102,566,48,19
Routt,102,567,50,19
Routt,102,568,50,19
Routt,102,569,46,19
Routt,102,570,48,19
Routt,102,571,48,20
Routt,102,572,48,20
Routt,102,573,48,20
Routt,102,574,48,20
Routt,102,575,50,20
Routt,102,576,50,20
Routt,102,577,49,20
Routt,102,578,48,20
Routt,102,579,45,20
Routt,102,580,62,20
Routt,102,581,50,20
Routt,102,582,50,20
Routt,102,583,48,20
Routt,102,584,48,20
Routt,102,585,48,20
Routt,102,586,50,20
Routt,102,587,50,20
Routt,102,588,48,20
Routt,102,589,50,20
Routt,102,590,47,20
Routt,102,591,49,20
Routt,102,592,53,20
Routt,102,593,50,20
Routt,102,594,46,20
Routt,102,595,50,20
Routt,102,596,84,20
Routt,102,597,50,20
Routt,102,598,46,20
Routt,102,599,50,20
Routt,102,600,50,20
Routt,102,601,50,21
Routt,102,602,50,21
Routt,102,603,50,21
Routt,102,604,40,21
Routt,102,605,46,21
Routt,102,606,48,21
Routt,102,607,49,21
Routt,102,608,50,21
Routt,102,609,49,21
Routt,102,610,22,21
Routt,102,611,46,21
Routt,102,612,50,21
Routt,102,613,46,21
Routt,102,614,48,21
Routt,102,615,50,21
Routt,102,616,48,21
Routt,102,617,50,21
Routt,102,618,50,21
Routt,102,619,50,21
Routt,102,620,50,21
Routt,102,621,50,21
Routt,102,622,42,21
Routt,102,623,44,21
Routt,102,624,48,21
Routt,102,625,50,21
Routt,102,626,46,21
Routt,102,627,50,21
Routt,102,628,50,21
Routt,102,629,48,21
Routt,102,630,65,21
Routt,102,631,50,22
Routt,102,632,50,22
Routt,102,633,50,22
Routt,102,634,50,22
Routt,102,635,50,22
Routt,102,636,50,22
Routt,102,637,50,22
Routt,102,638,50,22
Routt,102,639,50,22
Routt,102,640,50,22
Routt,102,641,50,22
Routt,102,642,50,22
Routt,102,643,50,22
Routt,102,644,50,22
Routt,102,645,50,22
Routt,102,646,30,22
Routt,102,647,50,22
Routt,102,648,50,22
Routt,102,649,50,22
Routt,102,650,50,22
Routt,102,651,50,22
Routt,102,652,50,22
Routt,102,653,50,22
Routt,102,654,50,22
Routt,102,655,50,22
Routt,102,656,50,22
Routt,102,657,38,22
Routt,102,658,36,22
Routt,102,659,48,22
Routt,102,660,50,22
Routt,102,661,40,22
Routt,102,662,50,22
Routt,102,663,28,22
Routt,102,664,49,22
Routt,102,665,48,22
Routt,102,666,50,22
Routt,102,667,50,22
Routt,102,668,50,22
Routt,102,669,44,22
Routt,102,670,50,22
Routt,102,671,48,22
Routt,102,672,48,22
Routt,102,673,45,22
Routt,102,674,45,22
Routt,102,675,130,22
Routt,102,676,83,22
Routt,102,677,78,22
