contest_name,choice,votes
Rio Grande - President of the United States - DEM,Gabriel Cornejo,10
Rio Grande - President of the United States - DEM,Stephen P Lyons,9
Rio Grande - President of the United States - DEM,Frankie Lozada,9
Rio Grande - President of the United States - DEM,Jason Michael Palmer,4
Routt - President of the United States - DEM,Joseph R Biden Jr,2588
Routt - President of the United States - DEM,Noncommitted delegate,196
Routt - President of the United States - DEM,Dean Phillips,109
Routt - President of the United States - DEM,Marianne Williamson,62
Routt - President of the United States - DEM,Jason Michael Palmer,15
Routt - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",5
Routt - President of the United States - DEM,Gabriel Cornejo,5
Routt - President of the United States - DEM,Stephen P Lyons,4
Routt - President of the United States - DEM,Frankie Lozada,3
Saguache - President of the United States - DEM,Joseph R Biden Jr,624
Saguache - President of the United States - DEM,Noncommitted delegate,80
Saguache - President of the United States - DEM,Marianne Williamson,35
Saguache - President of the United States - DEM,Dean Phillips,28
Saguache - President of the United States - DEM,Gabriel Cornejo,7
Saguache - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",5
Saguache - President of the United States - DEM,Jason Michael Palmer,4
Saguache - President of the United States - DEM,Stephen P Lyons,3
Saguache - President of the United States - DEM,Frankie Lozada,1
San Miguel - President of the United States - DEM,Joseph R Biden Jr,923
San Miguel - President of the United States - DEM,Noncommitted delegate,86
San Miguel - President of the United States - DEM,Dean Phillips,33
San Miguel - President of the United States - DEM,Marianne Williamson,23
San Miguel - President of the United States - DEM,Jason Michael Palmer,4
San Miguel - President of the United States - DEM,Gabriel Cornejo,3
San Miguel - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",3
San Miguel - President of the United States - DEM,Frankie Lozada,1
San Miguel - President of the United States - DEM,Stephen P Lyons,0
Sedgwick - President of the United States - DEM,Joseph R Biden Jr,110
Sedgwick - President of the United States - DEM,Noncommitted delegate,14
Sedgwick - President of the United States - DEM,Marianne Williamson,4
Sedgwick - President of the United States - DEM,Dean Phillips,2
Sedgwick - President of the United States - DEM,Jason Michael Palmer,1
Sedgwick - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",0
Sedgwick - President of the United States - DEM,Gabriel Cornejo,0
Sedgwick - President of the United States - DEM,Frankie Lozada,0
Sedgwick - President of the United States - DEM,Stephen P Lyons,0
Summit - President of the United States - DEM,Joseph R Biden Jr,2649
Summit - President of the United States - DEM,Noncommitted delegate,255
Summit - President of the United States - DEM,Dean Phillips,121
Summit - President of the United States - DEM,Marianne Williamson,59
Summit - President of the United States - DEM,Gabriel Cornejo,20
Summit - President of the United States - DEM,Jason Michael Palmer,12
Summit - President of the United States - DEM,Stephen P Lyons,9
Summit - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",7
Summit - President of the United States - DEM,Frankie Lozada,6
Teller - President of the United States - DEM,Joseph R Biden Jr,1635
Teller - President of the United States - DEM,Noncommitted delegate,142
Teller - President of the United States - DEM,Marianne Williamson,60
Teller - President of the United States - DEM,Dean Phillips,54
Teller - President of the United States - DEM,Jason Michael Palmer,15
Teller - President of the United States - DEM,Gabriel Cornejo,8
Teller - President of the United States - DEM,Stephen P Lyons,6
Teller - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",5
Teller - President of the United States - DEM,Frankie Lozada,4
Washington - President of the United States - DEM,Joseph R Biden Jr,95
Washington - President of the United States - DEM,Marianne Williamson,10
Washington - President of the United States - DEM,Noncommitted delegate,7
Washington - President of the United States - DEM,Dean Phillips,4
Washington - President of the United States - DEM,Jason Michael Palmer,3
Washington - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",2
Washington - President of the United States - DEM,Frankie Lozada,1
Washington - President of the United States - DEM,Stephen P Lyons,1
Washington - President of the United States - DEM,Gabriel Cornejo,0
Weld - President of the United States - DEM,Joseph R Biden Jr,15568
Weld - President of the United States - DEM,Noncommitted delegate,1578
Weld - President of the United States - DEM,Dean Phillips,688
Weld - President of the United States - DEM,Marianne Williamson,598
Weld - President of the United States - DEM,Gabriel Cornejo,210
Weld - President of the United States - DEM,Jason Michael Palmer,170
Weld - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",122
Weld - President of the United States - DEM,Frankie Lozada,105
Weld - President of the United States - DEM,Stephen P Lyons,92
Yuma - President of the United States - DEM,Joseph R Biden Jr,222
Yuma - President of the United States - DEM,Noncommitted delegate,44
Yuma - President of the United States - DEM,Marianne Williamson,20
Yuma - President of the United States - DEM,Dean Phillips,14
Yuma - President of the United States - DEM,Jason Michael Palmer,12
Yuma - President of the United States - DEM,Gabriel Cornejo,6
Yuma - President of the United States - DEM,Stephen P Lyons,4
Yuma - President of the United States - DEM,"Armando ""Mando"" Perez-Serrato",3
Yuma - President of the United States - DEM,Frankie Lozada,0
