contest_name,audit_reason,random_audit_status,ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
State Senator - District 13,opportunistic_benefits,in_progress,250568,"""John Cooke""",11573,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,135,135
State Senator - District 15,opportunistic_benefits,in_progress,184021,"""Rob Woodward""",5178,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,222,222
State Senator - District 16,opportunistic_benefits,in_progress,1875122,"""Tammy Story""",12248,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,954,954
State Senator - District 2,opportunistic_benefits,in_progress,607044,"""Dennis Hisey""",19961,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,190,190
State Senator - District 20,opportunistic_benefits,ended,610888,"""Jessie Danielson""",10867,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,350,350
State Senator - District 22,opportunistic_benefits,ended,610888,"""Brittany Pettersen""",12000,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,317,317
State Senator - District 24,opportunistic_benefits,ended,345797,"""Faith Winter""",8510,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,253,253
State Senator - District 30,opportunistic_benefits,in_progress,358525,"""Chris Holbert""",9343,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,239,239
State Senator - District 32,opportunistic_benefits,in_progress,907316,"""Robert Rodriguez""",36002,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,157,157
State Senator - District 34,opportunistic_benefits,in_progress,907316,"""Julie Gonzales""",43282,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,131,131
State Senator - District 5,opportunistic_benefits,in_progress,114644,"""Kerry Donovan""",14540,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,50,50
State Senator - District 6,opportunistic_benefits,in_progress,82348,"""Don Coram""",6985,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,74,74
State Senator - District 7,opportunistic_benefits,in_progress,68803,"""Ray Scott""",18122,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,24,24
State Senator - District 9,opportunistic_benefits,in_progress,556085,"""Paul Lundeen""",35445,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,98,98
State Treasurer,opportunistic_benefits,in_progress,4651905,"""Dave Young""",178204,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,163,163
Steamboat Springs Area Fire Protection Referendum 6G,opportunistic_benefits,in_progress,26748,"""Yes/for""",828,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,202,202
STRATTON FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,opportunistic_benefits,in_progress,3188,"""Yes/for""",150,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,133,133
Summit County Assessor,opportunistic_benefits,not_auditable,19767,"""Franklin Celico""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Summit County Clerk and Recorder,opportunistic_benefits,not_auditable,19767,"""Kathleen Neel""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Summit County Comissioner - District 1,opportunistic_benefits,not_auditable,19767,"""Dan Gibbs""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Summit County Coroner,opportunistic_benefits,not_auditable,19767,"""Regan Wood""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Summit County Referred Measure 1A,opportunistic_benefits,in_progress,19767,"""Yes/for""",3183,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,39,39
Summit County Sheriff,county_wide_contest,risk_limit_achieved,19767,"""Jaime Fitzsimons""",3245,0.05000000,39,0,0,0,0,0,0,1.03905000,0.00,38,38
Summit County Surveyor,opportunistic_benefits,not_auditable,19767,"""Gary Wilkinson""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Summit County Treasurer,opportunistic_benefits,not_auditable,19767,"""Ryne Scholl""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Summit School District RE-1 Question 3A,opportunistic_benefits,in_progress,19767,"""Yes/for""",7816,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,16,16
Tallyn's Reach Metro District No 2 Ballot Issue 6A,opportunistic_benefits,in_progress,532104,"""No""",356,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,9305,9305
Tallyn's Reach Metro District No 3 Ballot Issue 6B,opportunistic_benefits,in_progress,532104,"""No""",1072,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,3091,3091
Teller County Assessor,opportunistic_benefits,not_auditable,13041,"""David \""colt\"" Simmons""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Teller County Clerk and Recorder,opportunistic_benefits,not_auditable,13041,"""Krystal Brown""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Teller County Commissioner District 2,opportunistic_benefits,not_auditable,13041,"""Robert \""bob\"" Campbell""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Teller County Coroner,opportunistic_benefits,not_auditable,13041,"""Kayla Daugherty""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Teller County Sheriff,opportunistic_benefits,not_auditable,13041,"""Jason Mikesell""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Teller County Surveyor,opportunistic_benefits,not_auditable,13041,"""Eric R. Simonson""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Teller County Treasurer,county_wide_contest,risk_limit_achieved,13041,"""Mark G. Czelusta""",3933,0.05000000,22,0,0,0,0,0,0,1.03905000,0.00,21,21
TELLURIDE FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,opportunistic_benefits,in_progress,10767,"""Yes/for""",1341,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,50,50
TELLURIDE HOSPITAL DISTRICT BALLOT ISSUE 6B,opportunistic_benefits,in_progress,10767,"""Yes/for""",1379,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,49,49
TELLURIDE SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,opportunistic_benefits,in_progress,10767,"""Yes/for""",948,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,71,71
Thompson School District R2-J Ballot Issue 5A,opportunistic_benefits,in_progress,788082,"""Yes/for""",13081,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,376,376
Thompson School District R2-J Ballot Issue 5B,opportunistic_benefits,in_progress,788082,"""Yes/for""",11429,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,430,430
Timbers Water & Sanitation District Referendum 6A,opportunistic_benefits,in_progress,26748,"""Yes/for""",29,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,5742,5742
Town Council,opportunistic_benefits,not_auditable,19027,"""Bill Madsen"",""Bob Sirkus""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Town of Avon Ballot Issue 2B,opportunistic_benefits,in_progress,45201,"""Yes/for""",937,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,301,301
Town of Berthoud Ballot Issue 3I,opportunistic_benefits,in_progress,434589,"""Yes/for""",142,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19053,19053
Town of Berthoud Ballot Issue 3J,opportunistic_benefits,in_progress,434589,"""No/against""",334,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,8101,8101
Town of Berthoud Ballot Question 3K,opportunistic_benefits,in_progress,434589,"""Yes/for""",1874,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1444,1444
Town of Berthoud Ballot Question 3L,opportunistic_benefits,in_progress,434589,"""Yes/for""",1130,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2395,2395
Town of Blue River Ballot Question 2A,opportunistic_benefits,in_progress,19767,"""Yes/for""",381,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,323,323
Town of Castle Rock Ballot Question 2A,opportunistic_benefits,in_progress,358525,"""Yes/for""",19618,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,114,114
Town of Castle Rock Ballot Question 2B,opportunistic_benefits,in_progress,358525,"""Yes/for""",18524,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,121,121
Town of Castle Rock Ballot Question 2C,opportunistic_benefits,in_progress,358525,"""Yes/for""",10117,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,221,221
Town of Castle Rock Ballot Question 2D,opportunistic_benefits,in_progress,358525,"""Yes/for""",18281,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,123,123
Town of Castle Rock Ballot Question 2E,opportunistic_benefits,in_progress,358525,"""Yes/for""",17671,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,127,127
Town of Castle Rock Ballot Question 2F,opportunistic_benefits,in_progress,358525,"""Yes/for""",20987,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,107,107
Town of Castle Rock Ballot Question 2G,opportunistic_benefits,in_progress,358525,"""Yes/for""",18359,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,122,122
Town of Castle Rock Councilmember - District 3,opportunistic_benefits,in_progress,358525,"""Kevin  Bracken""",312,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,7154,7154
Town of Castle Rock Councilmember - District 5,opportunistic_benefits,in_progress,358525,"""Caryn  Johnson""",575,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,3882,3882
Town of Castle Rock Mayor,opportunistic_benefits,in_progress,358525,"""Jason E. Gray""",57,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,39158,39158
TOWN OF DEL NORTE BALLOT ISSUE 2A,opportunistic_benefits,in_progress,5038,"""No/against""",287,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,110,110
Town of Dinosaur Referred Measure 2A,opportunistic_benefits,in_progress,10685,"""Yes/for""",57,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1167,1167
Town of Erie Ballot Question 3D,opportunistic_benefits,in_progress,604061,"""Yes/for""",9542,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,395,395
TOWN OF FAIRPLAY BALLOT QUESTION 2A,opportunistic_benefits,in_progress,12435,"""Yes/for""",82,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,945,945
Town of Fleming Referred Ballot Issue 2D,opportunistic_benefits,in_progress,17546,"""Yes/for""",88,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1242,1242
Town of Fleming Referred Ballot Issue 2E,opportunistic_benefits,in_progress,17546,"""Yes/for""",3,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,36411,36411
Town of Frederick Ballot Issue 2A,opportunistic_benefits,in_progress,250568,"""No/against""",703,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2219,2219
TOWN OF GEORGETOWN BALLOT ISSUE 2A,opportunistic_benefits,in_progress,5523,"""Yes/for""",62,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,555,555
Town of Gilcrest Ballot Issue 2M,opportunistic_benefits,in_progress,250568,"""No/against""",113,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,13805,13805
Town of Gilcrest Trustee,opportunistic_benefits,not_auditable,250568,"""Steven J. Nothem"",""Jason Albert"",""Sylvia Esquivel"",""David Tapia""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Town of Granby Ballot Question 2A,opportunistic_benefits,in_progress,15931,"""Yes/for""",318,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,312,312
Town of Green Mountain Falls Ballot Issue 3A,opportunistic_benefits,in_progress,569126,"""Yes/for""",88,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,40262,40262
Town of Green Mountain Falls Ballot Question 3B,opportunistic_benefits,in_progress,569126,"""Yes/for""",91,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,38935,38935
Town of Green Mountain Falls Ballot Question 3C,opportunistic_benefits,in_progress,569126,"""Yes/for""",118,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,30026,30026
Town of Green Mountain Falls Ballot Question 3D,opportunistic_benefits,in_progress,569126,"""Yes/for""",19,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,186477,186477
Town of Hayden Councilmember,opportunistic_benefits,not_auditable,26748,"""Zach Wuestewald"",""Tammi Engle"",""Trevor Jordan Gann""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Town of Hayden Mayor,opportunistic_benefits,in_progress,26748,"""Joseph Timothy Redmond""",14,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,11895,11895
Town of Hotchkiss Ballot Question 2A,opportunistic_benefits,in_progress,26044,"""Yes/for""",250,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,649,649
Town of Hot Sulphur Springs Ballot Issue 2B,opportunistic_benefits,in_progress,15931,"""Yes/for""",35,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2834,2834
Town of Hot Sulphur Springs Ballot Issue 2C,opportunistic_benefits,in_progress,15931,"""Yes/for""",150,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,662,662
Town of Hudson Ballot Issue 2H,opportunistic_benefits,in_progress,250568,"""No/against""",33,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,47270,47270
Town of Hudson Ballot Issue 2I,opportunistic_benefits,in_progress,250568,"""No/against""",35,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,44569,44569
Town of Hudson Ballot Question 2J,opportunistic_benefits,in_progress,250568,"""No/against""",32,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,48747,48747
Town of Hudson Town Council,opportunistic_benefits,in_progress,250568,"""Candace Nolf"",""Sarah Stadler"",""Dwayne Haynes"",""Daniel Warren""",28,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,55711,55711
Town of Jamestown Ballot Question 2B,opportunistic_benefits,in_progress,353493,"""Yes/for""",119,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18493,18493
Town of Kersey Ballot Issue 2L,opportunistic_benefits,in_progress,250568,"""No/against""",156,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,10000,10000
Town of Kiowa Ballot Issue 2A,opportunistic_benefits,in_progress,14834,"""No/against""",60,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1540,1540
Town of Lochbuie Ballot Question 3R,opportunistic_benefits,in_progress,596365,"""Yes/for""",538,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,6901,6901
Town of Lochbuie Ballot Question 3S,opportunistic_benefits,in_progress,596365,"""Yes/for""",840,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,4420,4420
Town of Lochbuie Ballot Question 3T,opportunistic_benefits,in_progress,596365,"""No/against""",456,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,8142,8142
Town of Mead Ballot Issue 2B,opportunistic_benefits,in_progress,250568,"""No/against""",49,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,31835,31835
Town of Mead Mayor,opportunistic_benefits,in_progress,250568,"""Colleen G. Whitlow""",195,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,8000,8000
Town of Minturn Ballot Issue 2A,opportunistic_benefits,in_progress,45201,"""Yes/for""",195,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1444,1444
Town of Moffat Ballot Issue 2C Creation of a Specific 5% Marijuana Sales Tax Increase,opportunistic_benefits,ended,5843,"""Yes/for""",21,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1733,1733
Town of Monument - Trustee,opportunistic_benefits,in_progress,556085,"""Jim Romanello""",205,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,16888,16888
Town of Morrison Ballot Question 2C,opportunistic_benefits,ended,610888,"""No""",59,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,64459,64459
Town of Nunn Ballot Issue 2N,opportunistic_benefits,in_progress,250568,"""Yes/for""",124,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,12580,12580
Town of Olathe Ballot Issue 2A,opportunistic_benefits,in_progress,19314,"""Yes/for""",104,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1157,1157
Town of Olathe Ballot Question 2B,opportunistic_benefits,in_progress,19314,"""Yes/for""",242,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,497,497
Town of Palmer Lake - 2A,opportunistic_benefits,in_progress,556085,"""Yes/for""",371,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,9332,9332
Town of Palmer Lake - 2B,opportunistic_benefits,in_progress,556085,"""No/against""",177,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19559,19559
Town of Parker Councilmember,opportunistic_benefits,in_progress,358525,"""Cheryl  Poage"",""Jeff  Toborg"",""Renee  Williams""",429,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,5203,5203
Town of Pitkin Ballot Issue 2C,opportunistic_benefits,in_progress,9771,"""No/against""",31,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1963,1963
Town of Pitkin Ballot Question 2D,opportunistic_benefits,in_progress,9771,"""Yes/for""",1,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,60829,60829
TOWN OF ROCKVALE BALLOT ISSUE 2D,opportunistic_benefits,in_progress,19960,"""Yes/for""",16,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,7767,7767
TOWN OF ROCKVALE BALLOT ISSUE 2E,opportunistic_benefits,in_progress,19960,"""Yes/for""",84,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1480,1480
Town of Rockvale Ballot Question 2F,opportunistic_benefits,in_progress,19960,"""No/against""",37,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,3359,3359
Town of Saguache Ballot Issue 2A Allowance and Taxation of Retail (Recreational) Marijuana Stores,opportunistic_benefits,ended,5843,"""No/against""",64,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,569,569
Town of Saguache Ballot Question 2B Allowance of Medical Marijuana Stores,opportunistic_benefits,ended,5843,"""No/against""",55,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,662,662
Town of Snowmass Village Ballot Issue 2E,opportunistic_benefits,in_progress,19027,"""Yes/for""",589,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,202,202
Town of Superior - Mayor,opportunistic_benefits,in_progress,353493,"""Clint Folsom""",3298,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,668,668
Town of Superior - Trustee,opportunistic_benefits,in_progress,353493,"""Neal S. Shah"",""Laura Skladzinski"",""Ken Lish""",140,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,15719,15719
TOWN OF TELLURIDE BALLOT ISSUE 2A,opportunistic_benefits,in_progress,10767,"""Yes/for""",38,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1764,1764
TOWN OF TELLURIDE BALLOT ISSUE 2B,opportunistic_benefits,in_progress,10767,"""No/against""",12,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,5586,5586
TOWN OF TELLURIDE BALLOT ISSUE 2C,opportunistic_benefits,in_progress,10767,"""Yes/for""",71,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,945,945
Trinidad School District Number 1 Ballot Issue 4A Mill Levy Override,opportunistic_benefits,ended,6434,"""No/against""",9,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,4451,4451
Trinidad School District Number 1 Ballot Issue 4B General Obligation Bond,opportunistic_benefits,ended,6434,"""No/against""",63,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,636,636
Triview Metropolitan District - 6A,opportunistic_benefits,in_progress,556085,"""No/against""",70,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,49456,49456
Upper Pine River Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,35865,"""Yes/for""",838,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,267,267
Urban Drainage and Flood Control District Ballot Issue 7G,opportunistic_benefits,in_progress,3144797,"""Yes/for""",151868,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,129,129
Ute Pass Regional Health Service District Ballot Issue 7A,opportunistic_benefits,in_progress,384001,"""Yes/for""",2390,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1001,1001
Villages at Castle Rock Metro Dist No. 7 Ballot Question 6C,opportunistic_benefits,in_progress,358525,"""Yes/for""",449,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,4971,4971
Washington County Assessor,opportunistic_benefits,not_auditable,2460,"""Larry W. Griese""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Washington County Clerk and Recorder,opportunistic_benefits,not_auditable,2460,"""Annie I Kuntz""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Washington County Commissioner District 1,opportunistic_benefits,not_auditable,2460,"""Tony N Wells""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Washington County Coroner,opportunistic_benefits,not_auditable,2460,"""Dallas Bowin""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Washington County Sheriff,county_wide_contest,risk_limit_achieved,2460,"""Jon Stivers""",1027,0.05000000,16,0,0,0,0,0,0,1.03905000,0.00,15,15
Washington County Treasurer,opportunistic_benefits,not_auditable,2460,"""Debra A Cooper""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Weld County Assessor,opportunistic_benefits,not_auditable,250568,"""Brenda A. Dones""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Weld County Clerk and Recorder,county_wide_contest,risk_limit_achieved,250568,"""Carly S. Koppes""",29094,0.05000000,55,0,0,0,0,0,0,1.03905000,0.00,54,54
Weld County Commissioner At-Large,opportunistic_benefits,in_progress,250568,"""Steve Moreno""",38520,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,41,41
Weld County Commissioner District 2,opportunistic_benefits,in_progress,250568,"""Scott James""",13680,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,115,115
Weld County Council At-Large,opportunistic_benefits,in_progress,250568,"""Tonya Vanbeber""",2229,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,700,700
Weld County Council District 2,opportunistic_benefits,not_auditable,250568,"""Nancy Teksten""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Weld County Council District 3,opportunistic_benefits,in_progress,250568,"""James Welch""",2009,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,777,777
Weld County Referred Ballot Question 1A,opportunistic_benefits,in_progress,250568,"""Yes/for""",35641,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,44,44
Weld County Referred Ballot Question 1B,opportunistic_benefits,in_progress,250568,"""Yes/for""",1311,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1190,1190
Weld County Referred Ballot Question 1C,opportunistic_benefits,in_progress,250568,"""Yes/for""",8218,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,190,190
Weld County Referred Ballot Question 1D,opportunistic_benefits,in_progress,250568,"""Yes/for""",55425,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,29,29
Weld County Referred Ballot Question 1E,opportunistic_benefits,in_progress,250568,"""Yes/for""",46647,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,34,34
Weld County Referred Ballot Question 1F,opportunistic_benefits,in_progress,250568,"""Yes/for""",12006,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,130,130
Weld County Referred Ballot Question 1G,opportunistic_benefits,in_progress,250568,"""Yes/for""",48932,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,32,32
Weld County Referred Ballot Question 1H,opportunistic_benefits,in_progress,250568,"""Yes/for""",14522,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,108,108
Weld County Referred Ballot Question 1I,opportunistic_benefits,in_progress,250568,"""Yes/for""",56141,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,28,28
Weld County School District RE-2 Ballot Issue 4A,opportunistic_benefits,in_progress,250568,"""No/against""",710,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2198,2198
Weld County Sheriff,opportunistic_benefits,not_auditable,250568,"""Steve Reams""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Wellington Fire Protection District Ballot Issue 6C,opportunistic_benefits,in_progress,184021,"""Yes/for""",1948,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,589,589
West Metro Fire Protection District Ballot Issue 7C,opportunistic_benefits,in_progress,969413,"""Yes""",54550,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,111,111
WESTMINSTER PUBLIC SCHOOLS BALLOT ISSUE 4A,opportunistic_benefits,ended,345797,"""Yes/for""",1546,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1393,1393
West Routt Fire Protection District Referendum 6D,opportunistic_benefits,in_progress,26748,"""Yes/for""",100,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1666,1666
West Routt Fire Protection District Referendum 6E,opportunistic_benefits,in_progress,26748,"""No/against""",72,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,2313,2313
Wet Mountain Fire Protection District Ballot Issue 7A,opportunistic_benefits,in_progress,22883,"""Yes/for""",721,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,198,198
Williamsburg Town Trustees,opportunistic_benefits,in_progress,19960,"""Steve Ricotta"",""John Purvis"",""Donnita Hawkins"",""William R Esch""",17,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,7310,7310
Yampa Fire Protection District Referendum 6B,opportunistic_benefits,in_progress,26748,"""Yes/for""",87,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,1914,1914
Yampa Fire Protection District Referendum 6C,opportunistic_benefits,in_progress,26748,"""No/against""",8,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,20815,20815
Yuma County Assessor,opportunistic_benefits,not_auditable,4209,"""Cindy Taylor""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Yuma County Clerk and Recorder,opportunistic_benefits,not_auditable,4209,"""Beverly A Wenger""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Yuma County Commissioner - District 1,opportunistic_benefits,not_auditable,4209,"""Trent Bushner""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Yuma County Coroner,opportunistic_benefits,not_auditable,4209,"""Daniel Lee Baucke""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Yuma County Sheriff,opportunistic_benefits,not_auditable,4209,"""Todd Combs""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Yuma County Treasurer,opportunistic_benefits,not_auditable,4209,"""Dee Ann Stults""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0

Amendment 73 (Constitutional),opportunistic_benefits,ended,67548,"""No/against""",18191,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,24,24
Amendment 74 (Constitutional),opportunistic_benefits,ended,67548,"""No/against""",1106,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,381,381
Amendment 75 (Constitutional),opportunistic_benefits,ended,67548,"""No/against""",23453,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18,18
Amendment A (Constitutional),opportunistic_benefits,ended,67548,"""Yes/for""",8188,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,52,52
Amendment V (Constitutional),opportunistic_benefits,ended,67548,"""No/against""",23205,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19,19
Amendment W (Constitutional),opportunistic_benefits,ended,67548,"""No/against""",7112,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,60,60
Amendment X (Constitutional),opportunistic_benefits,ended,67548,"""Yes/for""",1702,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,248,248
