CountyName,ContestName,ContestChoices
Adams,City of Commerce City Councilmember - At Large,"Paul D. Solano, Ramon Alvarado, Jose Guardiola, Shenika Carter, Sean Ford, Kristi Douglas, Robyn Smith, Richard Thompson"
Adams,City of Commerce City Councilmember - Ward 1,"Oscar Madera, Gene Leffel, Luz E. ""Lucy"" Molina"
Adams,City of Commerce City Councilmember - Ward 3,"Cassie Ratliff, Rick Davis, Renee Millard-Chacon"
Adams,City of Northglenn Council Member - Ward 1,Nicholas Walker
Adams,City of Northglenn Council Member - Ward 2,"Gerald Montour, Everett E. Renberg, Jay Michael Jaramillo"
Adams,City of Northglenn Council Member - Ward 3,"Mark Bromley, Julie Duran Mullica"
Adams,City of Northglenn Council Member - Ward 4 - 2 Year Term,Shannon Lukeman-Hiromasa
Adams,City of Northglenn Council Member - Ward 4 - 4 Year Term,Jenny Willford
Adams,City of Thornton Council Member - Ward 1,Kathy Henson
Adams,City of Thornton Council Member - Ward 2,"Jessica Sandgren, Roberta Ayala"
Adams,City of Thornton Council Member - Ward 3,"Kate Miya, Tony Unrein"
Adams,City of Thornton Council Member - Ward 4,"Karen Bigelow, Angie Bedolla"
Adams,City of Westminster Ballot Issue 3L,"No/Against, Yes/For"
Adams,City of Westminster Ballot Issue 3M,"No/Against, Yes/For"
Adams,City of Westminster Ballot Issue 3N,"No/Against, Yes/For"
Adams,City of Westminster Ballot Question 3G,"Against, For"
Adams,City of Westminster Ballot Question 3H,"Against, For"
Adams,City of Westminster Ballot Question 3I,"Against, For"
Adams,City of Westminster Ballot Question 3J,"No/Against, Yes/For"
Adams,City of Westminster Ballot Question 3K,"No/Against, Yes/For"
Adams,City of Westminster Council Members,"Jon L. Voelz, Kathleen Dodaro, Kristine Ireland, Kathryn Skulley, Obi Ezeadi, Karen Kalavity, David DeMott, Sarah Nurmela, Bruce Baker"
Adams,City of Westminster Mayor,"Anita Seitz, Nancy McNally"
Adams,Commerce City Northern Infrastructure General Improvement District Ballot Issue 6A,"No/Against, Yes/For"
Adams,Commerce City Northern Infrastructure General Improvement District Ballot Issue 6B,"No/Against, Yes/For"
Adams,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Adams,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Adams,Strasburg Fire Protection District No. 8 Ballot Issue 7A,"No/Against, Yes/For"
Adams,Strasburg School District 31J School Board Director,"Daymon Johnson, Marilyn Diedrich, Ruth Gonzalez-Alvarado, Julie Winter"
Adams,Weld County School District RE-3J Director District A,Hollee Hayes
Adams,Weld County School District RE-3J Director District B,Fred Jensen
Adams,Weld County School District RE-3J Director District C,"Cindy Baumgartner, Matthew P. Cole"
Adams,Weld County School District RE-3J Director District D,Bryan Haffner
Adams,Wiggins RE-50J School Director,"Mike Miller, Val Loose, Derek Pope"
Adams,Wiggins School District RE-50J Ballot Issue 5W - General Obligation Bonds,"No/Against, Yes/For"
Alamosa,Alamosa School District RE-11J Director District 1,"Justin Rilling, Star Quintana"
Alamosa,Alamosa School District RE-11J Director District 3,Amanda Wilkinson
Alamosa,Alamosa School District RE-11J Director District 4,Gloria Solis
Alamosa,Alamosa School District RE-11J Director District 6,"Heidi Richardson, Brenda Almeida"
Alamosa,Alamosa School District RE-11J Director District 7,"Amy Raya, Patrick Alan Colvin"
Alamosa,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Alamosa,Center Consolidated School District 26 JT Director - District A,"Miquel Rios, G. Lyn Bogle"
Alamosa,Center Consolidated School District 26 JT Director - District B,Misty Palacios
Alamosa,City of Alamosa Councilor at Large,"Donnie H. Bautista, Jan Vigil"
Alamosa,City of Alamosa Councilor Ward 2,"Lori Smith, Kyle Woodward, Darrel L. Cooper"
Alamosa,City of Alamosa Councilor Ward 4,Michael Carson
Alamosa,City of Alamosa Mayor,Ty Coleman
Alamosa,North Conejos School District RE-1J Director District C,"Larry Zaragoza, Harman Hostetter"
Alamosa,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Alamosa,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Alamosa,Sangre de Cristo School District RE-22J Director - At-Large,"Stacey Lynn Eskew, Kristin Kerrick Lane, Lance D. Curtis"
Alamosa,Sargent School District RE-33J Director-Four Year Term,"Michele Peterson, Matthew Smartt, Lorena Price"
Alamosa,Sargent School District RE-33J Director-Two Year Term,"Nathan Burkhart, Clayton Mitchell"
Arapahoe,Adams-Arapahoe School District 28J Board of Directors,"Christy Cummings, Tramaine Duncan, Michael Carter, Marques Ivey, Danielle Tomwing, Debbie Gerkin, Anne Keke"
Arapahoe,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Arapahoe,Arapahoe County Ballot Issue 1A,"No/Against, Yes/For"
Arapahoe,Arapahoe County School District #6 Littleton Public Schools School Director - At Large,"Joan Anderssen, Andrew Graham, Angela Christensen, Dale Elliott, Jon Lisec"
Arapahoe,Arapahoe Park and Recreation District Ballot Issue 6A,"No/Against, Yes/For"
Arapahoe,Bennett School District 29J School Director at Large - 2 Year Term,James DuBois
Arapahoe,Bennett School District 29J School Director at Large - 4 Year Term,"Kyle Meyer, Andrew Thornton, Craig Reams"
Arapahoe,City of Aurora Council Member At-Large,"Dustin Zvonek, John Ronquillo, Danielle Jurinsky, Becky Hogan, Hanna Bogale, Candice Bailey"
Arapahoe,City of Aurora Council Member Ward I,"Crystal Murillo, Scott Liva, Bill Gondrez"
Arapahoe,City of Aurora Council Member Ward II,"Steve Sundberg, Bryan Lindstrom, Robert Hamilton III, Jessica Giammalvo"
Arapahoe,City of Aurora Council Member Ward III,"Jono Scott, Ruben L. Medina"
Arapahoe,City of Centennial Council Member District 1,"Robyn Carnes, Fernando Branch"
Arapahoe,City of Centennial Council Member District 2,Tammy Maurer
Arapahoe,City of Centennial Council Member District 3,Mike Sutherland
Arapahoe,City of Centennial Council Member District 4,"Neal Davidson, Marlo Alston"
Arapahoe,City of Centennial Mayor,Stephanie Piko
Arapahoe,City of Englewood Office of Council Member At-Large 2,"Mary Colecchi, Jim Woodward"
Arapahoe,City of Englewood Office of Council Member At-Large 4,Cheryl Wink
Arapahoe,City of Englewood Office of Council Member District 2,Chelsea Nunnenkamp
Arapahoe,City of Englewood Office of Council Member District 4,"Steve Ward, Belinda Belt Porter"
Arapahoe,City of Englewood Office of Municipal Judge,Joe Jefferson
Arapahoe,City of Greenwood Village Ballot Question 2B,"No/Against, Yes/For"
Arapahoe,City of Greenwood Village Councilmember District 1,"Paul Wiesner, Victoria T. Aguilar, Dave Bullock, Mathew Schulz"
Arapahoe,City of Greenwood Village Councilmember District 2,"Dave Kerber, Bob Doyle, Anne Ingebretsen"
Arapahoe,City of Greenwood Village Councilmember District 3,"Donna Johnston, Kendall Kappler, Libby Barnacle, Paul Baumann"
Arapahoe,City of Greenwood Village Councilmember District 4,"Tom Stahl, Judith M. Hilton, Jeff Leitner, Jeff Reiman"
Arapahoe,City of Littleton Ballot Issue 3A,"No/Against, Yes/For"
Arapahoe,City of Littleton Council Member At-Large,"Krista Kafer, Gretchen Rydin"
Arapahoe,City of Littleton Council Member District I,"Patrick Driscoll, Candice Ferguson"
Arapahoe,City of Littleton Council Member District III,"Stephen Barr, Paul Bingham"
Arapahoe,City of Littleton Mayor,"Jon Buck, Carol Fey, Kyle Schlachter"
Arapahoe,City of Sheridan City Council Member Ward 1 2,Desiree V. Stange
Arapahoe,City of Sheridan City Council Member Ward 1 4,Donald G. Smith
Arapahoe,City of Sheridan City Council Member Ward 2,"Shevieve Gallegos, Michael Moreno, Jay Whittaker"
Arapahoe,City of Sheridan Council Member Ward 3,"Ernie Camacho, Terrance Kelly"
Arapahoe,City of Sheridan Mayor,Tara Beiter-Fluhr
Arapahoe,Englewood Downtown Development Authority Ballot Issue 6D,"No/Against, Yes/For"
Arapahoe,Englewood School District School Board Director 2,Caty Husbands
Arapahoe,Englewood School District School Board Director 4,"Steven Leflar, Andy Szekeres, Duane Tucker, Julie Hoag, Derek Dye"
Arapahoe,Proposed Southmoor Hudson GID Ballot Issue 6C,"No/Against, Yes/For"
Arapahoe,Proposed Southmoor Hudson GID Ballot Question 6B,"No/Against, Yes/For"
Arapahoe,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Arapahoe,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Arapahoe,School Board Director - District D,"Schume Navarro, Jen Gibbons, Kelly M. Bates"
Arapahoe,School Board Director - District E,"Bill Leach, Jason H. Lester, Kristin Allan"
Arapahoe,Strasburg Fire Protection District No. 8 Ballot Issue 7A,"No/Against, Yes/For"
Arapahoe,Strasburg School District 31J School Board Director,"Daymon Johnson, Marilyn Diedrich, Ruth Gonzalez-Alvarado, Julie Winter"
Arapahoe,Town of Deer Trail Ballot Issue 2A,"No/Against, Yes/For"
Archuleta,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Archuleta,Bayfield School District 10 Jt-R Director,"Matt Turner, Jill M. Shocklee, Kira Charlotte Wennerstrom, Rebecca Parnell"
Archuleta,Colorado's Timber Ridge Metropolitan District Ballot Issue 6A (Road Maintenance Mill Levy),"No/Against, Yes/For"
Archuleta,Ignacio School District 11JT Director - 2 Year Term,Jay Dee Brunson
Archuleta,Ignacio School District 11JT Director - 4 Year Term,"James (Jim) Bulwan, Lee Petty, Leila C. Baker"
Archuleta,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Archuleta,Archuleta - Proposition 120 (STATUTORY),"No/Against, Yes/For"
Baca,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Baca,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Baca,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Baca,Springfield RE-4 School District,"Tyler Gibson, Larry Duncan, Larkin Smith"
Baca,Walsh RE-1 School District Ballot Issue 4A,"No/Against, Yes/For"
Bent,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Bent,City of Las Animas Ballot Issue 2A,"No/Against, Yes/For"
Bent,City of Las Animas Ballot Issue 2B,"No/Against, Yes/For"
Bent,City of Las Animas City Council Ward 1 - Precinct 10,Troy Abdulla
Bent,City of Las Animas City Council Ward 2 - Precinct 9,"Terry R Kim, Lynette Wolfe, David Armstrong"
Bent,City of Las Animas City Council Ward 3 - Precinct 8,"Kimberlie D King, Jacob Marlow, Joseph Frazier"
Bent,City of Las Animas Light & Power Board,Jerry Maupin
Bent,City of Las Animas Mayor,Scott Peterson
Bent,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Bent,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Bent,Wiley School District RE-13JT Director-At Large,"Neil Mauch, Joshua Weimer, Tandy Bitner, Lisa Schlotterhausen, Brad Lubbers, Joseph Wagner, Raul Pineda, Stacey Stewart, Jenna Davis"
Boulder,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Boulder,Boulder Valley School District RE-2 Director District B (4 Years),"Gala W. Orba, William Hamilton, Nicole Rajpal, Sky Van Horn"
Boulder,Boulder Valley School District RE-2 Director District E (4 Years),"Kara Awaitha Frost, Deann E. Bucher, Beth Niznik"
Boulder,Boulder Valley School District RE-2 Director District F (4 Years),Kitty Sargent
Boulder,CITY OF BOULDER BALLOT ISSUE 2I,"No/Against, Yes/For"
Boulder,CITY OF BOULDER BALLOT ISSUE 2J,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2K,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2L,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 2M,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 300,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 301,"No/Against, Yes/For"
Boulder,City of Boulder Ballot Question 302,"No/Against, Yes/For"
Boulder,City of Boulder Council Candidates,"Jacques Decalo, Steve Rosenblum, Dan Williams, Nicole Speer, Tara Winer, David Takahashi, Matt Benjamin, Lauren Folkerts, Mark Wallach, Michael Christy"
Boulder,CITY OF LAFAYETTE BALLOT ISSUE 2B,"No/Against, Yes/For"
Boulder,CITY OF LAFAYETTE BALLOT ISSUE 2C,"No/Against, Yes/For"
Boulder,City of Lafayette Ballot Question 2D,"No/Against, Yes/For"
Boulder,City of Lafayette Ballot Question 2E,"No/Against, Yes/For"
Boulder,City of Lafayette Ballot Question 2F,"No/Against, Yes/For"
Boulder,City of Lafayette City Council Candidates,"Brian Wong, Brandon Stites, Tonya Briggs, Enihs Medrano, Nicole Samson"
Boulder,City of Longmont - City Council Member At-Large,"Jeremy Dejuan Johnson, Shiquita Yarbrough, Aren Rodriguez, Sean P. McCoy, Diane Crist, Tallis Salamatian"
Boulder,City of Longmont - City Council Member Ward 2,Marcia Martin
Boulder,City of Longmont - Mayor,"Tim Waters, Gregory Harris, Joan Peck"
Boulder,City of Longmont Municipal Court Judge - Frick,"No/Against, Yes/For"
Boulder,CITY OF LOUISVILLE BALLOT ISSUE 2A,"No/Against, Yes/For"
Boulder,City of Louisville City Council Ward 1 (4-year term),"Chris Leh, Keith Keller"
Boulder,City of Louisville City Council Ward 2 (4-year term),Maxine Most
Boulder,City of Louisville City Council Ward 3 (4-year term),Kyle Brown
Boulder,Estes Park School District R-3 School Board Director At Large,"Danielle Wolf, Peggy Mauerman, Ava Kendall, Stacy Ferree, John Davis, Courtney Cabrera"
Boulder,HYGIENE FIRE PROTECTION DISTRICT BALLOT ISSUE 6A,"No/Against, Yes/For"
Boulder,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Boulder,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District B,Karen Ragland
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District D,"Meosha Brooks, Tyler Gearhart"
Boulder,St. Vrain Valley School District RE-1J Board of Education Director in Director District F,"Sarah Hurianek, Natalie Abshier"
Boulder,Thompson School District R2-J Board of Education Director District B,"Amy Doran, Deborah (Dee Dee) Vicino"
Boulder,Thompson School District R2-J Board of Education Director District C,"Jarrett Roberts, Nancy Rumfelt"
Boulder,Thompson School District R2-J Board of Education Director District E,"Alexandra Lessem, Blake ""No Mandates"" Law"
Boulder,Thompson School District R2-J Board of Education Director District F,"Lisa Winbourn, Barbara Kruse"
Boulder,Town Of Lyons Referred Ballot Question No. 2G,"No/Against, Yes/For"
Boulder,TOWN OF SUPERIOR BALLOT ISSUE 2H,"No/Against, Yes/For"
Broomfield,Adams 12 Five Star Schools School Director District No. 3,"Russell E. Farmer, Jackson Dreiling, Courtney Potter"
Broomfield,Adams 12 Five Star Schools School Director District No. 4,Amira Assad-Lucas
Broomfield,Aims College District Trustee District C,"Carl A. Alm, Ryan P. Smith, Marilyn Schock"
Broomfield,Aims College District Trustee District D,Gene O'Hara
Broomfield,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Broomfield,Boulder Valley School District RE-2 Director District B (4 Years),"Gala W. Orba, William Hamilton, Nicole Rajpal, Sky Van Horn"
Broomfield,Boulder Valley School District RE-2 Director District E (4 Years),"Kara Awaitha Frost, Deann E. Bucher, Beth Niznik"
Broomfield,Boulder Valley School District RE-2 Director District F (4 Years),Kitty Sargent
Broomfield,Brighton School District 27J Ballot Issue 5A,"No/Against, Yes/For"
Broomfield,Brighton School District 27J Ballot Issue 5B,"No/Against, Yes/For"
Broomfield,Brighton School District 27J Director - District 2,"Danielle Jayne, Leon Thornton"
Broomfield,Brighton School District 27J Director - District 4,"Ashley Conn, Blaine Nickeson"
Broomfield,Brighton School District 27J Director - District 5,"Mandy J Thomas, Rene Beach"
Broomfield,Broomfield Ballot Question 2A,"No/Against, Yes/For"
Broomfield,City and County of Broomfield - Mayor (2 Years),"Kimberly Groom, Guyleen Castriotta"
Broomfield,City and County of Broomfield Councilmember Ward 1 (4 Years),"James Marsh-Holschen, Chriss Hammerschmidt"
Broomfield,City and County of Broomfield Councilmember Ward 2 (4 Years),"Austin Ward, Brent Hultman"
Broomfield,City and County of Broomfield Councilmember Ward 3 (4 Years),"Brian Peotter, Deven Shaff"
Broomfield,City and County of Broomfield Councilmember Ward 4 (4 Years),"Mindy Quiachon, Bruce H. Leslie"
Broomfield,City and County of Broomfield Councilmember Ward 5 (4 Years),"Todd Cohen, Grayson Hofferber"
Broomfield,Jefferson County R-1 School District Director District 1,"Danielle Varda, Jeffrey Wilhite"
Broomfield,Jefferson County R-1 School District Director District 2,"Paula Reed, Theresa Shelton, David C. Johnson"
Broomfield,Jefferson County R-1 School District Director District 5,"Mary Parker, Kathy Miks"
Broomfield,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Broomfield,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Broomfield,St. Vrain Valley School District RE-1J Board of Education Director in Director District B,Karen Ragland
Broomfield,St. Vrain Valley School District RE-1J Board of Education Director in Director District D,"Meosha Brooks, Tyler Gearhart"
Broomfield,St. Vrain Valley School District RE-1J Board of Education Director in Director District F,"Sarah Hurianek, Natalie Abshier"
Chaffee,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Chaffee,Buena Vista School District Director - At Large,"Terri Gerstmeyer, Jessica Crites"
Chaffee,Buena Vista School District Director - District B,Lynn Montoya
Chaffee,Buena Vista School District Director - District D,"Erik Phillips, Nancy Best"
Chaffee,City of Salida Mayor - Two Year Term,Dan Shore
Chaffee,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Chaffee,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Chaffee,Salida City Council Ward 1 - Four Year Term,Dominique Naccarato
Chaffee,Salida City Council Ward 2 - Four Year Term,Justin Critelli
Chaffee,Salida City Council Ward 3 - Four Year Term,"Harald Kasper, Adam Martinez"
Chaffee,Salida School District Board of Education Director - At Large,Jeannie L. Peters
Chaffee,Salida School District Board of Education Director - District 1,Carrie Coscarella-Mattix
Chaffee,Salida School District Board of Education Director - District 2,"Jodi Breckenridge Petit, Abby Jefferson"
Chaffee,Salida School District Board of Education Director - District 3,"Mandy Paschall, Jennifer Adamson"
Chaffee,Salida School District Board of Education Director - District 4,"Catherine Rich, Joseph Smith"
Chaffee,Salida School District Board of Education Director - District 5,There are no candidates for this office.
Cheyenne,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Cheyenne,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Cheyenne,Cheyenne - Proposition 120 (STATUTORY),"No/Against, Yes/For"
Clear Creek,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Clear Creek,City of Idaho Springs Ballot Question 2A,"No/Against, Yes/For"
Clear Creek,City of Idaho Springs Ballot Question 2B,"No/Against, Yes/For"
Clear Creek,City of Idaho Springs City Clerk,"Phyllis Adams, Diane Breece"
Clear Creek,City of Idaho Springs Mayor,"Mike Kowalewski, Charles Lee Harmon"
Clear Creek,City of Idaho Springs Treasurer,"Phyllis Adams, Diane Breece"
Clear Creek,Clear Creek County Ballot Issue 1A,"No/Against, Yes/For"
Clear Creek,Clear Creek School District RE-1 Ballot Issue 4A,"No/Against, Yes/For"
Clear Creek,Clear Creek School District RE-1 Director District B,Jessica North
Clear Creek,Clear Creek School District RE-1 Director District C,Kelly Flenniken
Clear Creek,Clear Creek School District RE-1 Director District D,"Erica Haag, Yvette S. Putt"
Clear Creek,Idaho Springs City Council Ward I,Scott Pennell
Clear Creek,Idaho Springs City Council Ward II,Kate Collier
Clear Creek,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Clear Creek,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Conejos,Alamosa School District RE-11J Director District 1,"Justin Rilling, Star Quintana"
Conejos,Alamosa School District RE-11J Director District 3,Amanda Wilkinson
Conejos,Alamosa School District RE-11J Director District 4,Gloria Solis
Conejos,Alamosa School District RE-11J Director District 6,"Heidi Richardson, Brenda Almeida"
Conejos,Alamosa School District RE-11J Director District 7,"Amy Raya, Patrick Alan Colvin"
Conejos,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Conejos,Conejos County Ballot Issue 1A,"No/Against, Yes/For"
Conejos,North Conejos School District RE-1J Director District C,"Larry Zaragoza, Harman Hostetter"
Conejos,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Conejos,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Costilla,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Costilla,Centennial R-1 School District 2,"Michael D. Gallegos, Rebecca ""Becky"" Romero"
Costilla,Centennial R-1 School District 3,Lucas Casias
Costilla,Centennial R-1 School District 4,"Tanya Portillo, Gilbert S. Apodaca"
Costilla,Costilla County Ballot Measure 1A,"No/Against, Yes/For"
Costilla,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Costilla,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Costilla,Sierra Grande R-30 School District 1,Ramon Garcia
Costilla,Sierra Grande R-30 School District 2,"Walter Roybal, Mirella Molina"
Crowley,Crowley - Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Crowley,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Crowley,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Custer,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Custer,Custer County Justice Center Sales and Use Tax Ballot Issue 1A,"No/Against, Yes/For"
Custer,Custer County School District Director 1,Peggi Collins
Custer,Custer County School District Director 4,"Jordan Benson, Alma L. Golden"
Custer,Custer County School District Director 5,Tracy Marie Broll
Custer,Fremont School District RE-2 At Large,"Andy Franklin, David Wood, Karleigh Purcell, Andrew Dalton"
Custer,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Custer,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Delta,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Delta,City of Delta Ballot Question 2A,"No/Against, Yes/For"
Delta,City of Delta Ballot Question 2B,"No/Against, Yes/For"
Delta,Delta County Public Library Ballot Issue 7A,"No/Against, Yes/For"
Delta,Director for the Delta County Board of Education - District 1,"Shannon E. Crespin, Kristina Hines"
Delta,Delta - Director for the Delta County Board of Education - District 5,"Nicole Milner, Jennifer McGavin, Brian Kopko, Luke A. McCrain"
Delta,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Delta,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Denver,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Denver,Director At-Large,"Vernon Jones Jr., Nicky Yollick, Jane Shirley, Scott Esserman, Marla F. Benavides"
Denver,Director District 2,"Karolina Villagrana, Xochitl ""Sochi"" Gaytan"
Denver,Director District 3,"Mike DeGuire, Carrie A. Olson"
Denver,Director District 4,"Jose Silva, Gene Fashaw, Andrea Mosby, Michelle Quattlebaum"
Denver,Initiated Ordinance 300,"No/Against, Yes/For"
Denver,Initiated Ordinance 301,"No/Against, Yes/For"
Denver,Initiated Ordinance 302,"No/Against, Yes/For"
Denver,Initiated Ordinance 303,"No/Against, Yes/For"
Denver,Initiated Ordinance 304,"No/Against, Yes/For"
Denver,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Denver,Proposition 120 (STATUTORY),"No/Against, Yes/For"
Denver,Referred Question 2A,"No/Against, Yes/For"
Denver,Referred Question 2B,"No/Against, Yes/For"
Denver,Referred Question 2C,"No/Against, Yes/For"
Denver,Referred Question 2D,"No/Against, Yes/For"
Denver,Referred Question 2E,"No/Against, Yes/For"
Denver,Referred Question 2F,"No/Against, Yes/For"
Denver,Referred Question 2G,"No/Against, Yes/For"
Denver,Referred Question 2H,"No/Against, Yes/For"
Dolores,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Dolores,Dolores County School District RE-2J Ballot Issue 5A: General Fund Override Extension,"No/Against, Yes/For"
Dolores,Dolores County School District RE-2J Ballot Issue 5B: General Obligation Bonds,"No/Against, Yes/For"
Dolores,Dolores County School District RE-2J Director District D,Chase Davis
Dolores,Proposition 119 (STATUTORY),"No/Against, Yes/For"
Dolores, Dolores - Proposition 120 (STATUTORY),"No/Against, Yes/For"
Dolores,Town of Rico Board of Trustees,"Benn J Vernadakis, Chris Condon"
Dolores,Town of Rico Mayor,Nicole Pieterse
Dolores,Town of Rico Referred Ballot Issue 2A,"No/Against, Yes/For"
Dolores,Town of Rico Referred Ballot Issue 2B,"No/Against, Yes/For"
Douglas,Amendment 78 (CONSTITUTIONAL),"No/Against, Yes/For"
Douglas,City of Aurora Council Member At-Large,"Dustin Zvonek, John Ronquillo, Danielle Jurinsky, Becky Hogan, Hanna Bogale, Candice Bailey"
Douglas,City of Castle Pines - Council District 1,Chris Eubanks
Douglas,City of Castle Pines - Council District 2,"Ben Price, Chuck Lowen"
Douglas,City of Castle Pines - Council District 3,"Roger Hudson, Merri L. Sheh"
Douglas,City of Castle Pines Mayor,"Tracy Engerman, David McEntire, Tera Radloff"
Douglas,City of Littleton Ballot Issue 3A,"No/Against, Yes/For"
Douglas,City of Littleton Council Member At-Large,"Krista Kafer, Gretchen Rydin"
Douglas,City of Littleton Council Member District III,"Stephen Barr, Paul Bingham"
Douglas,City of Littleton Mayor,"Jon Buck, Carol Fey, Kyle Schlachter"
Douglas,City of Lone Tree Ballot Issue 2E,"No/Against, Yes/For"
Douglas,"Douglas County School Board Director, District B","Juli Watkins, Mike Peterson"
Douglas,"Douglas County School Board Director, District D","Becky Myers, Justin V Mathew, Ruby Martinez"
Douglas,"Douglas County School Board Director, District E","Christy Williams, Kevin Leung"
