contest_name,choice,votes
Arriba-Flagler C-20 School District Director,Alexander S. Flores,240
Arriba-Flagler C-20 School District Director,Randal Stone,234
Arriba-Flagler C-20 School District Director,Danny Lee David,102
Aspen School District - Board of Education School Directors,Stacey Weiss,2291
Aspen School District - Board of Education School Directors,Susan M. Zimet,2232
Aspen School District - Board of Education School Directors,Christa Gieszl,2092
Aspen School District - Board of Education School Directors,John Galambos,1333
Aspen School District - Board of Education School Directors,Lawrence Butler,1268
Aspen School District - Board of Education School Directors,Anna Zane,1258
Ballot Issue 4A General Obligation Bonds,No/Against,445
Ballot Issue 4A General Obligation Bonds,Yes/For,340
BALLOT ISSUE NO. 2A -  REVENUE FOR ROADS,Yes/For,15461
BALLOT ISSUE NO. 2A -  REVENUE FOR ROADS,No/Against,6295
Bayfield School District 10 Jt-R Director,Matt Turner,1373
Bayfield School District 10 Jt-R Director,Rebecca Parnell,1278
Bayfield School District 10 Jt-R Director,Jill M. Shocklee,1198
Bayfield School District 10 Jt-R Director,Kira Charlotte Wennerstrom,832
Bennett School District 29J School Director at Large - 2 Year Term,James DuBois,1308
Bennett School District 29J School Director at Large - 4 Year Term,Kyle Meyer,1002
Bennett School District 29J School Director at Large - 4 Year Term,Andrew Thornton,959
Bennett School District 29J School Director at Large - 4 Year Term,Craig Reams,757
Berthoud Community Library District Ballot Issue 6D,No/Against,3655
Berthoud Community Library District Ballot Issue 6D,Yes/For,2640
Big Sandy School District 100J Director,Chad Maranville,370
Big Sandy School District 100J Director,Greg Mitchell,324
Big Sandy School District 100J Director,Daniel Brown,134
Board Director,John Deering,839
Board Director,Terri Cooper,733
Board Director,Lindsey Galles,564
Board Director,Gannon Leifheit,541
Board Director,"James ""Jamie"" Unger",508
Board Director,Joseph Keith Daugherty,462
Board Director,Junice Ramirez,215
Board of Education Director - D70 - District I,Dr. Aaron (A.J.) Wilson,5995
Board of Education Director - D70 - District I,Paulette Frye,3890
Board of Education Director - D70 - District I,Marla Spinuzzi Reichert,2927
Board of Education Director - D70 - District II,Anne Ochs,5621
Board of Education Director - D70 - District II,Fredrick Quintana,3869
Board of Education Director - D70 - District II,Daniel Toussaint,2965
Board of Education Director - D70 - District III,Cathleen Culhane Howland,4490
Board of Education Director - D70 - District III,Staphanie Cordova-Catalano,4217
Board of Education Director - D70 - District III,Kayla Marler,3467
Board of Education Director - D70 - District IV,Christopher DeLuca,6525
Board of Education Director - D70 - District IV,Robert Boyd,5659
Board of Education Director - D70 - District V,John Christenson,7207
Board of Education Director - D70 - District V,Theresa (Terrie) Tafoya,5386
Boulder Valley School District RE-2 Director District B (4 Years),Nicole Rajpal,40217
Boulder Valley School District RE-2 Director District B (4 Years),William Hamilton,13315
Boulder Valley School District RE-2 Director District B (4 Years),Gala W. Orba,3521
Boulder Valley School District RE-2 Director District B (4 Years),Sky Van Horn,110
Boulder Valley School District RE-2 Director District E (4 Years),Beth Niznik,24194
Boulder Valley School District RE-2 Director District E (4 Years),Deann E. Bucher,21521
Boulder Valley School District RE-2 Director District E (4 Years),Kara Awaitha Frost,11360
Boulder Valley School District RE-2 Director District F (4 Years),Kitty Sargent,46827
Brighton School District 27J Ballot Issue 5A,No/Against,13479
Brighton School District 27J Ballot Issue 5A,Yes/For,12563
Brighton School District 27J Ballot Issue 5B,Yes/For,13532
Brighton School District 27J Ballot Issue 5B,No/Against,12401
Brighton School District 27J Director - District 2,Leon Thornton,11179
Brighton School District 27J Director - District 2,Danielle Jayne,10383
Brighton School District 27J Director - District 4,Ashley Conn,11701
Brighton School District 27J Director - District 4,Blaine Nickeson,9950
Brighton School District 27J Director - District 5,Mandy J Thomas,11528
Brighton School District 27J Director - District 5,Rene Beach,9852
Broomfield Ballot Question 2A,Yes/For,12069
Broomfield Ballot Question 2A,No/Against,11187
Brush RE-2J School Director,Bradley Mortensen,1448
Brush RE-2J School Director,Bryson Miller ,1324
Brush RE-2J School Director,Brandy Hansen,1283
Brush RE-2J School Director,Derek Windsheimer,1233
Brush RE-2J School Director,"Margaret ""Meg"" Pfau",840
Buena Vista School District Director - At Large,Jessica Crites,2168
Buena Vista School District Director - At Large,Terri Gerstmeyer,643
Buena Vista School District Director - District B,Lynn Montoya,2235
Buena Vista School District Director - District D,Nancy Best,1675
Buena Vista School District Director - District D,Erik Phillips,1213
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE 6A: OPERATING MILL LEVY,No/Against,5556
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE 6A: OPERATING MILL LEVY,Yes/For,3836
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE 6B: GENERAL OBLIGATION BONDS,No/Against,5405
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE 6B: GENERAL OBLIGATION BONDS,Yes/For,3984
Carbon Valley Parks and Recreation District Ballot Issue 6A Mill Levy Increase,No/Against,4760
Carbon Valley Parks and Recreation District Ballot Issue 6A Mill Levy Increase,Yes/For,3858
Centennial R-1 School District 2,"Rebecca ""Becky"" Romero",262
Centennial R-1 School District 2,Michael D. Gallegos,254
Centennial R-1 School District 3,Lucas Casias,454
Centennial R-1 School District 4,Gilbert S. Apodaca,409
Centennial R-1 School District 4,Tanya Portillo,138
Center Consolidated School District 26 JT Director - District A,G. Lyn Bogle,273
Center Consolidated School District 26 JT Director - District A,Miquel Rios,162
Center Consolidated School District 26 JT Director - District B,Misty Palacios,323
Cheraw School District 31,Kyle Lee Broce,213
Cheraw School District 31,Cassandra Wyckoff,168
Cheraw School District 31,Nicki Ehrlich,88
Cheraw School District 31,Jean Goheen,50
Cheyenne Mountain School District 12 Director - 4 Year Term,Randy Case,4576
Cheyenne Mountain School District 12 Director - 4 Year Term,Nissa Steinhour,3976
Cheyenne Mountain School District 12 Director - 4 Year Term,Rae Ann Weber,2290
Cheyenne Mountain School District 12 Director - 4 Year Term,Mary Louise Fiddler,2079
Cheyenne Mountain School District 12 Director - 4 Year Term,Mark Alanis,1123
Cheyenne Mountain School District 12 Director - 4 Year Term,Lynne Stadjuhar Platt,1095
Cheyenne - Proposition 120 (STATUTORY),No/Against,383
Cheyenne - Proposition 120 (STATUTORY),Yes/For,261
City and County of Broomfield Councilmember Ward 1 (4 Years),James Marsh-Holschen,2372
City and County of Broomfield Councilmember Ward 1 (4 Years),Chriss Hammerschmidt,1767
City and County of Broomfield Councilmember Ward 2 (4 Years),Austin Ward,1530
City and County of Broomfield Councilmember Ward 2 (4 Years),Brent Hultman,1135
City and County of Broomfield Councilmember Ward 3 (4 Years),Deven Shaff,3155
City and County of Broomfield Councilmember Ward 3 (4 Years),Brian Peotter,2631
City and County of Broomfield Councilmember Ward 4 (4 Years),Bruce H. Leslie,3357
City and County of Broomfield Councilmember Ward 4 (4 Years),Mindy Quiachon,2860
City and County of Broomfield Councilmember Ward 5 (4 Years),Todd Cohen,2334
City and County of Broomfield Councilmember Ward 5 (4 Years),Grayson Hofferber,1998
City and County of Broomfield - Mayor (2 Years),Guyleen Castriotta,12334
City and County of Broomfield - Mayor (2 Years),Kimberly Groom,11262
CITY COUNCIL WARD 1,Christian Luna-Leal,187
CITY COUNCIL WARD 1,Steven R Prestash,0
CITY COUNCIL WARD 2,Tim Hill,155
CITY COUNCIL WARD 2,"Francisco ""Cisco"" Tharp",141
CITY COUNCIL WARD 3,Justin 'Max'well Forgensi,156
City of Alamosa Councilor at Large,Jan Vigil,1227
City of Alamosa Councilor at Large,Donnie H. Bautista,659
City of Alamosa Councilor Ward 2,Kyle Woodward,262
City of Alamosa Councilor Ward 2,Lori Smith,237
City of Alamosa Councilor Ward 2,Darrel L. Cooper,129
City of Alamosa Councilor Ward 4,Michael Carson,252
City of Alamosa Mayor,Ty Coleman,1617
City of Arvada Ballot Question 3C,No/Against,25916
City of Arvada Ballot Question 3C,Yes/For,13051
City of Arvada Ballot Question 3D,Yes/For,26867
City of Arvada Ballot Question 3D,No/Against,11988
City of Arvada Ballot Question 3E,Yes/For,23683
City of Arvada Ballot Question 3E,No/Against,15203
City of Arvada Ballot Question 3F,Yes/For,23413
City of Arvada Ballot Question 3F,No/Against,15468
City of Arvada Council Member At-Large,Lisa Smith,20322
City of Arvada Council Member At-Large,Michael P. Griffith,16902
City of Arvada Council Member District 1,Randy Moorman,4962
City of Arvada Council Member District 1,Chelsea Canda,4635
City of Arvada Council Member District 3,John Marriott,4308
City of Arvada Council Member District 3,Suzie Schuckman,4112
City of Aspen Ballot Question 2A: Amendment to the Aspen Municipal Code regarding the Wheeler Real Estate Transfer Tax,Yes/For,1650
City of Aspen Ballot Question 2A: Amendment to the Aspen Municipal Code regarding the Wheeler Real Estate Transfer Tax,No/Against,666
City of Aspen Ballot Question 2B: Authorization to Exchange City Property for a Conservation Easement over the Pride of Aspen...,Yes/For,1649
City of Aspen Ballot Question 2B: Authorization to Exchange City Property for a Conservation Easement over the Pride of Aspen...,No/Against,574
City of Aurora Council Member At-Large,Dustin Zvonek,28744
City of Aurora Council Member At-Large,Danielle Jurinsky,26235
City of Aurora Council Member At-Large,John Ronquillo,23716
City of Aurora Council Member At-Large,Candice Bailey,22903
City of Aurora Council Member At-Large,Becky Hogan,15336
City of Aurora Council Member At-Large,Hanna Bogale,9010
City of Aurora Council Member Ward I,Crystal Murillo,2995
City of Aurora Council Member Ward I,Bill Gondrez,1936
City of Aurora Council Member Ward I,Scott Liva,434
City of Aurora Council Member Ward II,Steve Sundberg,4938
City of Aurora Council Member Ward II,Bryan Lindstrom,3766
City of Aurora Council Member Ward II,Jessica Giammalvo,1071
City of Aurora Council Member Ward II,Robert Hamilton III,569
City of Aurora Council Member Ward III,Ruben L. Medina,4180
City of Aurora Council Member Ward III,Jono Scott,4052
City of Black Hawk Issue 2A,Yes/For,48
City of Black Hawk Issue 2A,No/Against,7
City of Black Hawk Issue 2B,Yes/For,49
City of Black Hawk Issue 2B,No/Against,7
CITY OF BOULDER BALLOT ISSUE 2I,Yes/For,27904
CITY OF BOULDER BALLOT ISSUE 2I,No/Against,4421
CITY OF BOULDER BALLOT ISSUE 2J,Yes/For,25406
CITY OF BOULDER BALLOT ISSUE 2J,No/Against,6159
City of Boulder Ballot Question 2K,Yes/For,21154
City of Boulder Ballot Question 2K,No/Against,7036
City of Boulder Ballot Question 2L,Yes/For,26458
City of Boulder Ballot Question 2L,No/Against,3947
City of Boulder Ballot Question 2M,Yes/For,24484
City of Boulder Ballot Question 2M,No/Against,6196
City of Boulder Ballot Question 300,No/Against,17296
City of Boulder Ballot Question 300,Yes/For,15756
City of Boulder Ballot Question 301,Yes/For,16163
City of Boulder Ballot Question 301,No/Against,15523
City of Boulder Ballot Question 302,No/Against,18224
City of Boulder Ballot Question 302,Yes/For,13871
City of Boulder Council Candidates,Mark Wallach,17683
City of Boulder Council Candidates,Matt Benjamin,16501
City of Boulder Council Candidates,Nicole Speer,16287
City of Boulder Council Candidates,Lauren Folkerts,15763
City of Boulder Council Candidates,Tara Winer,15205
City of Boulder Council Candidates,Michael Christy,14558
City of Boulder Council Candidates,Dan Williams,13614
City of Boulder Council Candidates,Steve Rosenblum,13309
City of Boulder Council Candidates,David Takahashi,8429
City of Boulder Council Candidates,Jacques Decalo,3908
City of Brighton Ballot Issue 3B,No/Against,4190
City of Brighton Ballot Issue 3B,Yes/For,3759
City of Brighton Councilmember Ward 1,Matt Johnston,1461
City of Brighton Councilmember Ward 1,Norman R. Brown Jr.,699
City of Brighton Councilmember Ward 2,Ann Taddeo,979
City of Brighton Councilmember Ward 3,Jan Pawlowski,960
City of Brighton Councilmember Ward 4,Peter Padilla,1496
City of Brighton Mayor,Gregory Mills,3599
City of Brighton Mayor,Laurie D. Lozano Maier,2682
City of Brighton Mayor,Wayne Scott,1337
City of Brush Councilor Ward 1,Alison Gorrell,293
City of Brush Councilor Ward 2,Kevin Strauch,310
City of Brush Councilor Ward 2,Scott Klinkhammer,68
City of Brush Councilor Ward 3,Lawrence Lundstrom ,201
City of Brush Mayor,Dana Sherman,923
City of Brush Mayor,Krystal Gabel,186
City of Canon City Council Member - At-Large,Emily Tracy,3691
City of Canon City Council Member - District 1,Andrea Stein ,2252
City of Canon City Council Member - District 1,Frank Jaquez,2176
City of Canon City Council Member - District 3,John Hamrick ,3732
City of Canon City - Mayor,Ashley Smith ,4181
City of Castle Pines - Council District 1,Chris Eubanks,1054
City of Castle Pines - Council District 2,Ben Price,883
City of Castle Pines - Council District 2,Chuck Lowen,693
City of Castle Pines - Council District 3,Roger Hudson,1280
City of Castle Pines - Council District 3,Merri L. Sheh,521
City of Castle Pines Mayor,Tracy Engerman,1751
City of Castle Pines Mayor,Tera Radloff,1729
City of Castle Pines Mayor,David McEntire,1648
City of Centennial Council Member District 1,Robyn Carnes,4756
City of Centennial Council Member District 1,Fernando Branch,3842
City of Centennial Council Member District 2,Tammy Maurer,6365
City of Centennial Council Member District 3,Mike Sutherland,6788
City of Centennial Council Member District 4,Marlo Alston,3546
City of Centennial Council Member District 4,Neal Davidson,3373
City of Centennial Mayor,Stephanie Piko,26843
City of Colorado Springs Ballot Issue 2C,No/Against,59947
City of Colorado Springs Ballot Issue 2C,Yes/For,52189
City of Colorado Springs Ballot Issue 2D,Yes/For,64680
City of Colorado Springs Ballot Issue 2D,No/Against,47201
City of Commerce City Councilmember - At Large,Kristi Douglas,2064
City of Commerce City Councilmember - At Large,Sean Ford,2041
City of Commerce City Councilmember - At Large,Richard Thompson,2014
City of Commerce City Councilmember - At Large,Shenika Carter,1853
City of Commerce City Councilmember - At Large,Robyn Smith,1670
City of Commerce City Councilmember - At Large,Jose Guardiola,1575
City of Commerce City Councilmember - At Large,Ramon Alvarado,1515
City of Commerce City Councilmember - At Large,Paul D. Solano,1221
City of Commerce City Councilmember - Ward 1,Oscar Madera,577
City of Commerce City Councilmember - Ward 1,"Luz E. ""Lucy"" Molina",377
City of Commerce City Councilmember - Ward 1,Gene Leffel,286
City of Commerce City Councilmember - Ward 3,Rick Davis,878
City of Commerce City Councilmember - Ward 3,Cassie Ratliff,810
City of Commerce City Councilmember - Ward 3,Renee Millard-Chacon,705
City of Craig City Council,Chris Nichols,1444
City of Craig City Council,Jesse James Jackson,1044
City of Craig City Council,Sean Hovorka,967
City of Craig City Council,David Bruce Cummings,846
City of Craig City Council,Parrish Terry,845
City of Craig City Council,Katie Blankenbaker-Johnston,803
City of Craig City Council,Jeremiah Beaudin,629
City of Craig City Council,John A Alcedo,494
City of Craig Mayor,Ryan L Hess,1597
City of Cripple Creek Council - Ward 4,Mark E. Green,65
City of Cripple Creek Council - Ward 5,Melissa Trenary,80
City of Cripple Creek Council - Ward 5,Lester Batson,47
City of Dacono Council Members,Jackie Thomas,588
City of Dacono Council Members,Jim Turini,477
City of Dacono Council Members,John Wargo,443
City of Dacono Mayor,Adam Morehead,566
City of Dacono Mayor,Kathryn Wittman,468
City of Delta Ballot Question 2A,Yes/For,944
City of Delta Ballot Question 2A,No/Against,875
City of Delta Ballot Question 2B,No/Against,963
City of Delta Ballot Question 2B,Yes/For,820
City of Edgewater Council Members,Hannah Gay Keao,782
City of Edgewater Council Members,Lilly Steirer,756
City of Edgewater Council Members,Liam Donevan,600
City of Edgewater Council Members,Bill Berg,216
City of Edgewater Mayor,John Beltrone,884
City of Englewood Office of Council Member At-Large 2,Jim Woodward,4648
City of Englewood Office of Council Member At-Large 2,Mary Colecchi,2437
City of Englewood Office of Council Member At-Large 4,Cheryl Wink,5703
City of Englewood Office of Council Member District 2,Chelsea Nunnenkamp,1368
City of Englewood Office of Council Member District 4,Steve Ward,1093
City of Englewood Office of Council Member District 4,Belinda Belt Porter,809
City of Englewood Office of Municipal Judge,Joe Jefferson,5751
City of Evans Ballot Issue 2B,Yes/For,1619
City of Evans Ballot Issue 2B,No/Against,924
City of Fort Lupton Ballot Issue 2C,No/Against,710
City of Fort Lupton Ballot Issue 2C,Yes/For,685
City of Fort Lupton Mayor at Large,Zo A. Stieber,501
City of Fort Lupton Mayor at Large,Tommy Holton,488
City of Fort Lupton Mayor at Large,Shannon Rhoda,399
City of Fort Lupton Ward I Councilmember,Valerie Blackston,148
City of Fort Lupton Ward I Councilmember,Scott Tipton,129
City of Fort Lupton Ward II Councilmember,Claud Hanes,235
City of Fort Lupton Ward II Councilmember,Jimmy Dominguez,174
City of Fort Lupton Ward II Councilmember,Tommy Martinez,147
City of Fort Lupton Ward III Councilmember,Carlos Barron,273
City of Fort Lupton Ward III Councilmember,Bruce Fitzgerald,250
City of Fort Lupton Ward III Councilmember,Michael Sanchez,167
City of Fort Morgan Ballot Question 2G,Yes/For,1364
City of Fort Morgan Ballot Question 2G,No/Against,786
City of Fort Morgan Councilmember Ward 1,Douglas Schossow,566
City of Fort Morgan Councilmember Ward 2,R. Jon Kaper,242
City of Fort Morgan Councilmember Ward 2,William (Bill) Garcia,229
City of Fort Morgan Councilmember Ward 2,Tabitha Fainter,51
City of Fort Morgan Councilmember Ward 3,James Parks,379
City of Fort Morgan Councilmember Ward 3,Jim Avery,193
City of Fort Morgan Councilmember Ward 3,Andrew J. Stieb,182
City of Fort Morgan Councilmember Ward 3,Houefa Diane Akpamoli,132
City of Fort Morgan Mayor,Lyn Deal,1044
City of Fort Morgan Mayor,"Kevin ""Doc"" Lindell",808
City of Fort Morgan Mayor,Christine Castoe,362
City of Fountain Council Member At Large - 4 Year Term,Frederick Hinton,3204
City of Fountain Council Member Ward 1 - 4 Year Term,Gordon Rick,625
City of Fountain Council Member Ward 1 - 4 Year Term,Christopher Curl,511
City of Fountain Council Member Ward 3 - 4 Year Term,Cory Applegate,742
City of Fountain Council Member Ward 3 - 4 Year Term,Marcia Gieck,361
City of Fountain Mayor - 4 Year Term,Sharon Thompson,2066
City of Fountain Mayor - 4 Year Term,Detra Duncan,1853
City of Glenwood Springs Ballot Issue 2A,No/Against,2044
City of Glenwood Springs Ballot Issue 2A,Yes/For,483
City of Glenwood Springs Ballot Issue 2B,No/Against,2016
City of Glenwood Springs Ballot Issue 2B,Yes/For,515
City of Golden Ballot Issue 2B,Yes/For,3855
City of Golden Ballot Issue 2B,No/Against,2713
City of Golden Ballot Issue 2C,Yes/For,4120
City of Golden Ballot Issue 2C,No/Against,2444
City of Golden Ballot Question 2A,Yes/For,3323
City of Golden Ballot Question 2A,No/Against,3269
City of Golden Council Member Ward 1,Rob Reed,900
City of Golden Council Member Ward 2,Paul Haseman,1120
City of Golden Council Member Ward 3,Don Cameron,1413
City of Golden Council Member Ward 4,William BilFish Fisher,1094
City of Greeley At-Large Council Member,Brett Payton,6379
City of Greeley At-Large Council Member,Lavonna Longwell,5109
City of Greeley At-Large Council Member,Paul D. Wood,4461
City of Greeley Ballot Issue 2F,Yes/For,14846
City of Greeley Ballot Issue 2F,No/Against,3759
City of Greeley Ballot Question 2G,No/Against,14556
City of Greeley Ballot Question 2G,Yes/For,3882
City of Greeley Ballot Question 2H,No/Against,15016
City of Greeley Ballot Question 2H,Yes/For,3473
City of Greeley Mayor,John Gates,12605
City of Greeley Mayor,John G. Gauthiere,2812
City of Greeley Mayor,Jim Ethridge,2470
City of Greeley Ward II Council Member,Deborah DeBoutez,1079
City of Greeley Ward II Council Member,Louisa Andersen,689
City of Greeley Ward II Council Member,Sean Short,328
City of Greeley Ward III Council Member,Johnny Olson,4693
City of Greenwood Village Ballot Question 2B,Yes/For,4064
City of Greenwood Village Ballot Question 2B,No/Against,1601
City of Greenwood Village Councilmember District 1,Paul Wiesner,1259
City of Greenwood Village Councilmember District 1,Dave Bullock,1236
City of Greenwood Village Councilmember District 1,Victoria T. Aguilar,604
City of Greenwood Village Councilmember District 1,Mathew Schulz,484
City of Greenwood Village Councilmember District 2,Anne Ingebretsen,758
City of Greenwood Village Councilmember District 2,Dave Kerber,638
City of Greenwood Village Councilmember District 2,Bob Doyle,467
City of Greenwood Village Councilmember District 3,Libby Barnacle,916
City of Greenwood Village Councilmember District 3,Donna Johnston,883
City of Greenwood Village Councilmember District 3,Paul Baumann,522
City of Greenwood Village Councilmember District 3,Kendall Kappler,425
City of Greenwood Village Councilmember District 4,Judith M. Hilton,746
City of Greenwood Village Councilmember District 4,Tom Stahl,673
City of Greenwood Village Councilmember District 4,Jeff Reiman,658
City of Greenwood Village Councilmember District 4,Jeff Leitner,465
City of Gunnison Ballot Question 2B,No/Against,815
City of Gunnison Ballot Question 2B,Yes/For,708
City of Gunnison City Council,Jim Miles,884
City of Gunnison City Council,Jim Gelwicks,874
City of Gunnison City Council,Boe Freeburn,711
City of Idaho Springs Ballot Question 2A,Yes/For,283
City of Idaho Springs Ballot Question 2A,No/Against,281
City of Idaho Springs Ballot Question 2B,No/Against,281
City of Idaho Springs Ballot Question 2B,Yes/For,279
City of Idaho Springs City Clerk,Diane Breece,295
City of Idaho Springs City Clerk,Phyllis Adams,208
City of Idaho Springs Mayor,Charles Lee Harmon,303
City of Idaho Springs Mayor,Mike Kowalewski,264
City of Idaho Springs Treasurer,Phyllis Adams,274
City of Idaho Springs Treasurer,Diane Breece,227
CITY OF LAFAYETTE BALLOT ISSUE 2B,Yes/For,6605
CITY OF LAFAYETTE BALLOT ISSUE 2B,No/Against,3365
CITY OF LAFAYETTE BALLOT ISSUE 2C,Yes/For,7171
CITY OF LAFAYETTE BALLOT ISSUE 2C,No/Against,2724
City of Lafayette Ballot Question 2D,Yes/For,6520
City of Lafayette Ballot Question 2D,No/Against,3367
City of Lafayette Ballot Question 2E,Yes/For,7193
City of Lafayette Ballot Question 2E,No/Against,2712
City of Lafayette Ballot Question 2F,Yes/For,6610
City of Lafayette Ballot Question 2F,No/Against,3210
City of Lafayette City Council Candidates,Nicole Samson,6635
City of Lafayette City Council Candidates,Brian Wong,6266
City of Lafayette City Council Candidates,Tonya Briggs,5325
City of Lafayette City Council Candidates,Enihs Medrano,5236
City of Lafayette City Council Candidates,Brandon Stites,3032
City of Lakewood Ballot Issue 2D,No/Against,24301
City of Lakewood Ballot Issue 2D,Yes/For,17108
City of Lakewood Council Members Ward 5,Wendi Strom,4291
City of Lakewood Council Members Ward 5,Mary Janssen,3645
City of Lakewood Council Members Ward 5,Tom Keefe,3632
City of Lakewood Council Members Ward 5,Michael Gunstanson,2422
City of Lakewood Council Member Ward 1,Jeslin Shahrezaei,4192
City of Lakewood Council Member Ward 1,Cathy Kentner,3712
City of Lakewood Council Member Ward 2,Sophia Mayott-Guerrero,3267
City of Lakewood Council Member Ward 2,Charles Davis,2054
City of Lakewood Council Member Ward 3,Rebekah Stewart,4710
City of Lakewood Council Member Ward 3,Mike Bieda,3194
City of Lakewood Council Member Ward 4,Rich Olver,5601
City of Lakewood Council Member Ward 4,Christopher Arlen,4017
City of Lakewood Retention of Municipal Judge,Yes,25955
City of Lakewood Retention of Municipal Judge,No,9431
City of Lakewood Retention of Presiding Judge,Yes,26678
City of Lakewood Retention of Presiding Judge,No,9157
City of Lamar BALLOT ISSUE 2A,Yes/For,1106
City of Lamar BALLOT ISSUE 2A,No/Against,912
City of Lamar Ballot Question 2B,Yes/For,1086
City of Lamar Ballot Question 2B,No/Against,923
City of Lamar Councilman-Ward 1,Manuel Tamez,609
City of Lamar Councilman-Ward 2,"Gerald ""Oscar"" Riley",413
City of Lamar Councilman-Ward 3,Mike Bellomy,290
City of Lamar Councilman-Ward 3,"Jenaro ""Joe"" Gonzales",277
City of Lamar Councilman-Ward 3,Rafael Rodriguez,250
City of Lamar Mayor-At Large,Kirk Crespin,1258
City of Lamar Mayor-At Large,Nick Lopez,693
City of Las Animas Ballot Issue 2A,Yes/For,300
City of Las Animas Ballot Issue 2A,No/Against,288
City of Las Animas Ballot Issue 2B,Yes/For,327
City of Las Animas Ballot Issue 2B,No/Against,255
City of Las Animas City Council Ward 1 - Precinct 10,Troy Abdulla,160
City of Las Animas City Council Ward 2 - Precinct 9,David Armstrong,100
City of Las Animas City Council Ward 2 - Precinct 9,Lynette Wolfe,86
City of Las Animas City Council Ward 2 - Precinct 9,Terry R Kim,70
City of Las Animas City Council Ward 3 - Precinct 8,Kimberlie D King,91
City of Las Animas City Council Ward 3 - Precinct 8,Joseph Frazier,56
City of Las Animas City Council Ward 3 - Precinct 8,Jacob Marlow,53
City of Las Animas Light & Power Board,Jerry Maupin,493
City of Las Animas Mayor,Scott Peterson,455
City of Leadville Ballot Issue 2A,Yes/For,581
City of Leadville Ballot Issue 2A,No/Against,252
City of Littleton Ballot Issue 3A,Yes/For,8651
City of Littleton Ballot Issue 3A,No/Against,6058
City of Littleton Council Member At-Large,Gretchen Rydin,7139
City of Littleton Council Member At-Large,Krista Kafer,6358
City of Littleton Council Member District I,Patrick Driscoll,1487
City of Littleton Council Member District I,Candice Ferguson,1441
City of Littleton Council Member District III,Stephen Barr,2351
