County,Tabulator ID,Batch,# of Ballot Cards,Location,,
Mesa,11,48,1,Box 2,,
Mesa,11,49,1,Box 2,,
Mesa,11,50,1,Box 2,,
Mesa,11,51,2,Box 2,,
Mesa,11,52,1,Box 2,,
Mesa,11,53,2,Box 2,,
Mesa,11,54,1,Box 2,,
Mesa,11,55,2,Box 2,,
Mesa,11,56,100,Box 2,,
Mesa,11,57,100,Box 2,,
Mesa,11,58,100,Box 2,,
Mesa,11,59,100,Box 2,,
Mesa,11,60,100,Box 2,,
Mesa,11,61,78,Box 2,,
Mesa,11,62,100,Box 2,,
Mesa,11,63,100,Box 2,,
Mesa,11,64,3,Box 2,,
Mesa,11,65,31,Box 2,,
Mesa,11,66,1,Box 2,,
Mesa,11,67,100,Box 2,,
Mesa,11,68,100,Box 2,,
Mesa,11,69,100,Box 2,,
Mesa,11,70,23,Box 3,,
Mesa,11,71,100,Box 3,,
Mesa,11,72,100,Box 3,,
Mesa,11,73,99,Box 3,,
Mesa,11,74,23,Box 3,,
Mesa,11,75,8,Box 3,,
Mesa,11,76,100,Box 3,,
Mesa,11,77,3,Box 3,,
Mesa,11,78,100,Box 3,,
Mesa,11,79,100,Box 3,,
Mesa,11,80,100,Box 3,,
Mesa,11,81,100,Box 3,,
Mesa,11,82,33,Box 3,,
Mesa,11,83,100,Box 3,,
Mesa,11,84,100,Box 3,,
Mesa,11,85,100,Box 3,,
Mesa,11,86,100,Box 3,,
Mesa,11,87,99,Box 3,,
Mesa,11,88,100,Box 3,,
Mesa,11,89,59,Box 3,,
Mesa,11,90,100,Box 3,,
Mesa,11,91,2,Box 4,,
Mesa,11,92,99,Box 4,,
Mesa,11,93,27,Box 4,,
Mesa,11,94,100,Box 4,,
Mesa,11,95,99,Box 4,,
Mesa,11,96,98,Box 4,,
Mesa,11,97,99,Box 4,,
Mesa,11,98,100,Box 4,,
Mesa,11,99,4,Box 4,,
Mesa,11,100,100,Box 4,,
Mesa,11,101,99,Box 4,,
Mesa,11,102,100,Box 4,,
Mesa,11,103,100,Box 4,,
Mesa,11,104,100,Box 4,,
Mesa,11,105,71,Box 4,,
Mesa,11,106,87,Box 4,,
Mesa,11,107,4,Box 4,,
Mesa,11,108,100,Box 4,,
Mesa,11,109,100,Box 4,,
Mesa,11,110,31,Box 4,,
Mesa,11,111,100,Box 4,,
Mesa,11,112,99,Box 4,,
Mesa,11,113,99,Box 4,,
Mesa,11,114,99,Box 5,,
Mesa,11,115,3,Box 5,,
Mesa,11,116,99,Box 5,,
Mesa,11,117,100,Box 5,,
Mesa,11,118,98,Box 5,,
Mesa,11,119,100,Box 5,,
Mesa,11,120,99,Box 5,,
Mesa,11,121,100,Box 5,,
Mesa,11,122,99,Box 5,,
Mesa,11,123,99,Box 5,,
Mesa,11,124,99,Box 5,,
Mesa,11,125,100,Box 5,,
Mesa,11,126,99,Box 5,,
Mesa,11,127,100,Box 5,,
Mesa,11,128,99,Box 5,,
Mesa,11,129,73,Box 5,,
Mesa,11,130,99,Box 5,,
Mesa,11,131,99,Box 5,,
Mesa,11,132,77,Box 5,,
Mesa,11,133,100,Box 6,,
Mesa,11,134,100,Box 6,,
Mesa,11,135,100,Box 6,,
Mesa,11,136,100,Box 6,,
Mesa,11,137,2,Box 6,,
Mesa,11,138,100,Box 6,,
Mesa,11,139,100,Box 6,,
Mesa,11,140,99,Box 6,,
Mesa,11,141,98,Box 6,,
Mesa,11,142,100,Box 6,,
Mesa,11,143,9,Box 6,,
Mesa,11,144,77,Box 6,,
Mesa,11,145,100,Box 6,,
Mesa,11,146,98,Box 6,,
Mesa,11,147,6,Box 6,,
Mesa,11,148,100,Box 6,,
Mesa,11,149,100,Box 6,,
Mesa,11,150,100,Box 6,,
Mesa,11,151,100,Box 6,,
Mesa,11,152,100,Box 6,,
Mesa,11,153,100,Box 7,,
Mesa,11,154,38,Box 7,,
Mesa,11,155,100,Box 7,,
Mesa,11,156,57,Box 7,,
Mesa,11,157,99,Box 7,,
Mesa,11,158,99,Box 7,,
Mesa,11,159,98,Box 7,,
Mesa,11,160,99,Box 7,,
Mesa,11,161,99,Box 7,,
Mesa,11,162,46,Box 7,,
Mesa,11,163,100,Box 7,,
Mesa,11,164,100,Box 7,,
Mesa,11,165,12,Box 7,,
Mesa,11,166,39,Box 7,,
Mesa,11,167,29,Box 7,,
Mesa,11,168,100,Box 7,,
Mesa,11,169,99,Box 7,,
Mesa,11,170,100,Box 7,,
Mesa,11,171,100,Box 7,,
Mesa,11,172,95,Box 7,,
Mesa,11,173,28,Box 8,,
Mesa,11,174,100,Box 8,,
Mesa,11,175,98,Box 8,,
Mesa,11,176,100,Box 8,,
Mesa,11,177,100,Box 8,,
Mesa,11,178,100,Box 8,,
Mesa,11,179,100,Box 8,,
Mesa,11,180,98,Box 8,,
Mesa,11,181,99,Box 8,,
Mesa,11,182,100,Box 8,,
Mesa,11,183,99,Box 8,,
Mesa,11,184,49,Box 8,,
Mesa,11,185,100,Box 8,,
Mesa,11,186,1,Box 8,,
Mesa,11,187,26,Box 8,,
Mesa,11,188,2,Box 8,,
Mesa,11,189,1,Box 8,,
Mesa,11,190,100,Box 8,,
Mesa,11,191,99,Box 8,,
Mesa,11,192,98,Box 8,X,15220
Mesa,11,193,100,Box 8,,
Mesa,11,194,100,Box 8,,
Mesa,11,195,95,Box 9,,
Mesa,11,196,48,Box 9,,
Mesa,11,197,2,Box 9,,
Mesa,11,198,100,Box 9,,
Mesa,11,199,1,Box 9,,
Mesa,11,200,37,Box 9,,
Mesa,11,201,48,Box 9,,
Mesa,11,202,1,Box 9,,
Mesa,11,203,97,Box 9,,
Mesa,11,204,99,Box 9,,
Mesa,11,205,98,Box 9,,
Mesa,11,206,100,Box 9,,
Mesa,11,207,98,Box 9,,
Mesa,11,208,100,Box 9,,
Mesa,11,209,95,Box 9,,
Mesa,11,210,2,Box 9,,
Mesa,11,211,100,Box 9,,
Mesa,11,212,100,Box 9,,
Mesa,11,213,91,Box 9,,
Mesa,11,214,99,Box 9,,
Mesa,11,215,100,Box 9,,
Mesa,11,216,100,Box 9,,
Mesa,11,217,11,Box 9,,
Mesa,11,218,31,Box 9,,
Mesa,11,219,100,Box 10,,
Mesa,11,220,100,Box 10,,
Mesa,11,221,17,Box 10,,
Mesa,11,222,100,Box 10,,
Mesa,11,223,5,Box 10,,
Mesa,11,224,41,Box 10,,
Mesa,11,225,9,Box 10,,
Mesa,11,226,100,Box 10,,
Mesa,11,227,100,Box 10,,
Mesa,11,228,25,Box 10,,
Mesa,11,229,100,Box 10,,
Mesa,11,230,100,Box 10,,
Mesa,11,231,100,Box 10,,
Mesa,11,232,37,Box 10,,
Mesa,11,233,99,Box 10,,
Mesa,11,234,2,Box 10,,
Mesa,11,235,2,Box 10,,
Mesa,11,236,100,Box 10,,
Mesa,11,237,1,Box 10,,
Mesa,11,238,100,Box 10,,
Mesa,11,239,100,Box 10,,
Mesa,11,240,21,Box 10,,
Mesa,11,241,100,Box 10,,
Mesa,11,242,99,Box 10,,
Mesa,11,243,72,Box 10,,
Mesa,11,244,99,Box 10,,
Mesa,11,245,100,Box 10,,
Mesa,11,246,100,Box 10,,
Mesa,11,247,100,Box 11,,
Mesa,11,248,3,Box 11,,
Mesa,11,249,2,Box 11,,
Mesa,11,250,1,Box 11,,
Mesa,11,251,98,Box 11,,
Mesa,11,252,100,Box 11,,
Mesa,11,253,81,Box 11,,
Mesa,11,254,100,Box 11,,
Mesa,11,255,100,Box 11,,
Mesa,11,256,96,Box 11,,
Mesa,11,257,24,Box 11,,
Mesa,11,258,94,Box 11,,
Mesa,11,259,98,Box 11,,
Mesa,11,260,1,Box 11,,
Mesa,11,261,100,Box 11,,
Mesa,11,262,12,Box 11,,
Mesa,11,263,97,Box 11,,
Mesa,11,264,95,Box 11,,
Mesa,11,265,94,Box 11,,
Mesa,11,266,93,Box 11,,
Mesa,11,267,99,Box 12,,
Mesa,11,268,100,Box 12,,
Mesa,11,269,100,Box 12,,
Mesa,11,270,100,Box 12,,
Mesa,11,271,66,Box 12,,
Mesa,11,272,99,Box 12,,
Mesa,11,273,100,Box 12,,
Mesa,11,274,100,Box 12,,
Mesa,11,275,99,Box 12,,
Mesa,11,276,99,Box 12,,
Mesa,11,277,19,Box 12,,
Mesa,11,278,99,Box 12,,
Mesa,11,279,3,Box 12,,
Mesa,11,280,99,Box 12,,
Mesa,11,281,68,Box 12,,
Mesa,11,282,100,Box 12,,
Mesa,11,283,42,Box 12,,
Mesa,11,284,98,Box 12,,
Mesa,11,285,100,Box 12,,
Mesa,11,286,100,Box 12,,
Mesa,11,287,100,Box 13,,
Mesa,11,288,100,Box 13,,
Mesa,11,289,16,Box 13,,
Mesa,11,290,100,Box 13,,
Mesa,11,291,100,Box 13,,
Mesa,11,292,100,Box 13,,
Mesa,11,293,69,Box 13,,
Mesa,11,294,100,Box 13,,
Mesa,11,295,100,Box 13,,
Mesa,11,296,30,Box 13,,
Mesa,11,297,100,Box 13,,
Mesa,11,298,100,Box 13,,
Mesa,11,299,54,Box 13,,
Mesa,11,300,70,Box 13,,
Mesa,11,301,99,Box 13,,
Mesa,11,302,100,Box 13,,
Mesa,11,303,21,Box 13,,
Mesa,11,304,99,Box 13,,
Mesa,11,305,100,Box 13,,
Mesa,11,306,97,Box 13,,
Mesa,11,307,44,Box 14,,
Mesa,11,308,99,Box 14,,
Mesa,11,309,1,Box 14,,
Mesa,11,310,99,Box 14,,
Mesa,11,311,2,Box 14,,
Mesa,11,312,1,Box 14,,
Mesa,11,313,1,Box 14,,
Mesa,11,314,100,Box 14,,
Mesa,11,315,1,Box 14,,
Mesa,11,316,98,Box 14,,
Mesa,11,317,1,Box 14,,
Mesa,11,318,100,Box 14,,
Mesa,11,319,70,Box 14,,
Mesa,11,320,33,Box 14,,
Mesa,11,321,1,Box 14,,
Mesa,11,322,37,Box 14,,
Mesa,11,323,97,Box 14,,
Mesa,11,324,100,Box 14,,
Mesa,11,325,63,Box 14,,
Mesa,11,326,1,Box 14,,
Mesa,11,327,2,Box 14,,
Mesa,11,328,71,Box 14,,
Mesa,11,329,99,Box 14,,
Mesa,11,330,100,Box 14,,
Mesa,11,331,100,Box 14,,
Mesa,11,332,16,Box 14,,
Mesa,11,333,100,Box 14,,
Mesa,11,334,100,Box 14,,
Mesa,11,335,99,Box 14,,
Mesa,11,336,100,Box 14,,
Mesa,11,337,13,Box 14,,
Mesa,11,338,5,Box 14,,
Mesa,11,339,85,Box 15,,
Mesa,11,340,89,Box 15,,
Mesa,11,341,82,Box 15,,
Mesa,11,342,98,Box 15,,
Mesa,11,343,99,Box 15,,
Mesa,11,344,100,Box 15,,
Mesa,11,345,100,Box 15,,
Mesa,11,346,99,Box 15,,
Mesa,11,347,99,Box 15,,
Mesa,11,348,54,Box 15,,
Mesa,11,349,2,Box 15,,
Mesa,11,350,100,Box 15,,
Mesa,11,351,25,Box 15,,
Mesa,11,352,63,Box 15,,
Mesa,11,353,100,Box 15,,
Mesa,11,354,56,Box 15,,
Mesa,11,355,72,Box 15,,
Mesa,11,356,100,Box 15,,
Mesa,11,357,100,Box 15,,
Mesa,11,358,99,Box 15,,
Mesa,11,359,100,Box 15,,
Mesa,11,360,100,Box 16,,
Mesa,11,361,98,Box 16,,
Mesa,11,362,100,Box 16,,
Mesa,11,363,100,Box 16,,
Mesa,11,364,97,Box 16,,
Mesa,11,365,98,Box 16,,
Mesa,11,366,100,Box 16,,
Mesa,11,367,56,Box 16,,
Mesa,11,368,99,Box 16,,
Mesa,11,369,16,Box 16,,
Mesa,11,370,99,Box 16,,
Mesa,11,371,99,Box 16,,
Mesa,11,372,1,Box 16,,
Mesa,11,373,61,Box 16,,
Mesa,11,374,28,Box 16,,
Mesa,11,375,74,Box 16,,
Mesa,11,376,2,Box 16,,
Mesa,11,377,24,Box 16,,
Mesa,11,378,1,Box 16,,
Mesa,11,379,99,Box 16,,
Mesa,11,380,100,Box 16,,
Mesa,11,381,99,Box 16,,
Mesa,11,382,100,Box 16,,
Mesa,11,383,98,Box 16,,
Mesa,11,384,100,Box 17,,
Mesa,11,385,100,Box 17,,
Mesa,11,386,14,Box 17,,
Mesa,11,387,99,Box 17,,
Mesa,11,388,47,Box 17,,
Mesa,11,389,100,Box 17,,
Mesa,11,390,100,Box 17,,
Mesa,11,391,98,Box 17,,
Mesa,11,392,99,Box 17,,
Mesa,11,393,100,Box 17,,
Mesa,11,394,99,Box 17,,
Mesa,11,395,98,Box 17,,
Mesa,11,396,100,Box 17,,
Mesa,11,397,100,Box 17,,
Mesa,11,398,100,Box 17,,
Mesa,11,399,75,Box 17,,
Mesa,11,400,100,Box 17,,
Mesa,11,401,100,Box 17,,
Mesa,11,402,100,Box 17,,
Mesa,11,403,37,Box 18,,
Mesa,11,404,99,Box 18,,
Mesa,11,405,100,Box 18,,
Mesa,11,406,100,Box 18,,
Mesa,11,407,100,Box 18,,
Mesa,11,408,100,Box 18,,
Mesa,11,409,7,Box 18,,
Mesa,11,410,100,Box 18,,
Mesa,11,411,4,Box 18,,
Mesa,11,412,100,Box 18,,
Mesa,11,413,100,Box 18,,
Mesa,11,414,99,Box 18,,
Mesa,11,415,8,Box 18,,
Mesa,11,416,7,Box 18,,
Mesa,11,417,100,Box 18,,
Mesa,11,418,100,Box 18,,
Mesa,11,419,100,Box 18,,
Mesa,11,420,2,Box 18,,
Mesa,11,421,100,Box 18,,
Mesa,11,422,95,Box 18,,
Mesa,11,423,99,Box 18,,
Mesa,11,424,100,Box 18,,
Mesa,11,425,100,Box 19,,
Mesa,11,426,100,Box 19,,
Mesa,11,427,99,Box 19,,
Mesa,11,428,100,Box 19,,
Mesa,11,429,98,Box 19,,
Mesa,11,430,99,Box 19,,
Mesa,11,431,100,Box 19,,
Mesa,11,432,100,Box 19,,
Mesa,11,433,99,Box 19,,
Mesa,11,434,62,Box 19,,
Mesa,11,435,8,Box 19,,
Mesa,11,436,100,Box 19,,
Mesa,11,437,84,Box 19,,
Mesa,11,438,1,Box 19,,
Mesa,11,439,81,Box 19,,
Mesa,11,440,50,Box 19,,
Mesa,11,441,82,Box 19,,
Mesa,11,442,1,Box 19,,
Mesa,11,443,90,Box 19,,
Mesa,11,444,99,Box 19,,
Mesa,11,445,100,Box 19,,
Mesa,11,446,100,Box 19,,
Mesa,11,447,100,Box 20,,
Mesa,11,448,99,Box 20,,
Mesa,11,449,44,Box 20,,
Mesa,11,450,1,Box 20,,
Mesa,11,451,99,Box 20,,
Mesa,11,452,78,Box 20,,
Mesa,11,453,100,Box 20,,
Mesa,11,454,95,Box 20,,
Mesa,11,455,100,Box 20,,
Mesa,11,456,1,Box 20,,
Mesa,11,457,35,Box 20,,
Mesa,11,458,100,Box 20,,
Mesa,11,459,97,Box 20,,
Mesa,11,460,100,Box 20,,
Mesa,11,461,100,Box 20,,
Mesa,11,462,100,Box 20,,
Mesa,11,463,100,Box 20,,
Mesa,11,464,100,Box 20,,
Mesa,11,465,98,Box 20,,
Mesa,11,466,68,Box 20,,
Mesa,11,467,99,Box 20,,
Mesa,11,468,100,Box 21,,
Mesa,11,469,97,Box 21,,
Mesa,11,470,100,Box 21,,
Mesa,11,471,100,Box 21,,
Mesa,11,472,99,Box 21,,
Mesa,11,473,1,Box 21,,
Mesa,11,474,4,Box 21,,
Mesa,11,475,1,Box 21,,
Mesa,11,476,71,Box 21,,
Mesa,11,477,99,Box 21,,
Mesa,11,478,99,Box 21,,
Mesa,11,479,100,Box 21,,
Mesa,11,480,100,Box 21,,
Mesa,11,481,99,Box 21,,
Mesa,11,482,99,Box 21,,
Mesa,11,483,84,Box 21,,
Mesa,11,484,100,Box 21,,
Mesa,11,485,97,Box 21,,
Mesa,11,486,53,Box 21,,
Mesa,11,487,100,Box 21,,
Mesa,11,488,100,Box 21,,
Mesa,11,489,98,Box 22,,
Mesa,11,490,99,Box 22,,
Mesa,11,491,100,Box 22,,
Mesa,11,492,100,Box 22,,
Mesa,11,493,100,Box 22,,
Mesa,11,494,100,Box 22,,
Mesa,11,495,98,Box 22,,
Mesa,11,496,100,Box 22,,
Mesa,11,497,100,Box 22,,
Mesa,11,498,43,Box 22,,
Mesa,11,499,100,Box 22,,
Mesa,11,500,98,Box 22,,
Mesa,11,501,100,Box 22,,
Mesa,11,502,71,Box 22,,
Mesa,11,503,86,Box 22,,
Mesa,11,504,100,Box 22,,
Mesa,11,505,99,Box 22,,
Mesa,11,506,99,Box 22,,
Mesa,11,507,100,Box 23,,
Mesa,11,508,98,Box 23,,
Mesa,11,509,76,Box 23,,
Mesa,11,510,100,Box 23,,
Mesa,11,511,100,Box 23,,
Mesa,11,512,100,Box 23,,
Mesa,11,513,99,Box 23,,
Mesa,11,514,100,Box 23,,
Mesa,11,515,53,Box 23,,
Mesa,11,516,100,Box 23,,
Mesa,11,517,97,Box 23,,
Mesa,11,518,97,Box 23,,
Mesa,11,519,89,Box 23,,
Mesa,11,520,99,Box 23,,
Mesa,11,521,97,Box 23,,
Mesa,11,522,97,Box 23,,
Mesa,11,523,70,Box 23,,
Mesa,11,524,99,Box 23,,
Mesa,11,525,21,Box 24,,
Mesa,11,526,100,Box 24,,
Mesa,11,527,79,Box 24,,
Mesa,11,528,21,Box 24,,
Mesa,11,529,98,Box 24,,
Mesa,11,530,100,Box 24,,
Mesa,11,531,100,Box 24,,
Mesa,11,532,31,Box 24,,
Mesa,11,533,92,Box 24,,
Mesa,11,534,98,Box 24,,
Mesa,11,535,100,Box 24,,
Mesa,11,536,43,Box 24,,
Mesa,11,537,100,Box 24,,
Mesa,11,538,100,Box 24,,
Mesa,11,539,100,Box 24,,
Mesa,11,540,99,Box 24,,
Mesa,11,541,65,Box 24,,
Mesa,11,542,38,Box 24,,
Mesa,11,543,100,Box 24,,
Mesa,11,544,99,Box 24,,
Mesa,11,545,99,Box 24,,
Mesa,11,546,16,Box 24,,
Mesa,11,547,100,Box 24,,
Mesa,11,548,100,Box 25,,
Mesa,11,549,97,Box 25,,
Mesa,11,550,100,Box 25,,
Mesa,11,551,25,Box 25,,
Mesa,11,552,44,Box 25,,
Mesa,11,553,99,Box 25,,
Mesa,11,554,100,Box 25,,
Mesa,11,555,100,Box 25,,
Mesa,11,556,99,Box 25,,
Mesa,11,557,100,Box 25,,
Mesa,11,558,99,Box 25,,
Mesa,11,559,97,Box 25,,
Mesa,11,560,98,Box 25,,
Mesa,11,561,98,Box 25,,
Mesa,11,562,100,Box 25,,
Mesa,11,563,99,Box 25,,
Mesa,11,564,97,Box 25,,
Mesa,11,565,100,Box 25,,
Mesa,11,566,98,Box 26,,
Mesa,11,567,100,Box 26,,
Mesa,11,568,100,Box 26,,
Mesa,11,569,98,Box 26,,
Mesa,11,570,100,Box 26,,
Mesa,11,571,100,Box 26,,
Mesa,11,572,99,Box 26,,
Mesa,11,573,100,Box 26,,
Mesa,11,574,98,Box 26,,
Mesa,11,575,100,Box 26,,
Mesa,11,576,100,Box 26,,
Mesa,11,577,100,Box 26,,
Mesa,11,578,95,Box 26,,
Mesa,11,579,18,Box 26,,
Mesa,11,580,5,Box 26,,
Mesa,11,581,87,Box 26,,
Mesa,11,582,100,Box 26,,
Mesa,11,583,100,Box 26,,
Mesa,11,584,79,Box 26,,
Mesa,11,585,20,Box 27,,
Mesa,11,586,2,Box 27,,
Mesa,11,587,63,Box 27,,
Mesa,11,588,99,Box 27,,
Mesa,11,589,64,Box 27,,
Mesa,11,590,15,Box 27,,
Mesa,11,591,6,Box 27,,
Mesa,11,592,3,Box 27,,
Mesa,11,593,55,Box 27,,
Mesa,11,594,43,Box 27,,
Mesa,11,595,14,Box 27,,
Mesa,11,596,15,Box 27,,
Mesa,11,597,12,Box 27,,
Mesa,11,598,3,Box 27,,
Mesa,11,599,1,Box 27,,
Mesa,11,600,5,Box 27,,
Mesa,11,601,2,Box 27,,
Mesa,11,602,1,Box 27,,
Mesa,11,603,4,Box 27,,
Mesa,11,604,5,Box 27,,
Mesa,11,605,5,Box 27,,
Mesa,11,606,2,Box 27,,
Mesa,11,607,1,Box 27,,
Mesa,11,608,2,Box 27,,
Mesa,11,609,4,Box 27,,
Mesa,11,610,1,Box 27,,
Mesa,11,611,5,Box 27,,
Mesa,11,612,11,Box 27,,
Mesa,11,613,5,Box 27,,
Mesa,11,614,3,Box 27,,
Mesa,11,615,5,Box 27,,
Mesa,11,616,1,Box 27,,
Mesa,11,617,1,Box 27,,
