contest_name,choice,votes
Ballot Question No. 2F,No/Against,12358
Banning Lewis Ranch Metropolitan District No. 5 Ballot Issue 6B,Yes/For,532
Banning Lewis Ranch Metropolitan District No. 5 Ballot Issue 6B,No/Against,28
Basalt Regional Library District Ballot Issue 7B,Yes/For,2844
Basalt Regional Library District Ballot Issue 7B,No/Against,800
Bayfield School District 10 Jt-R Board of Directors,Rebecca Parnell,2161
Bayfield School District 10 Jt-R Board of Directors,Matt Turner,1830
Bayfield School District 10 Jt-R Board of Directors,Gary Maestas,1638
Bayfield School District 10 Jt-R Board of Directors,Robert Coronado Jr.,1592
Bent - Proposition LL (Statutory),No/Against,626
Bent - Proposition LL (Statutory),Yes/For,524
Board of Education Director - D70 - District III,Michelle Erickson,8085
Board of Education Director - D70 - District III,Samuel Ebersole,6552
Board of Education Director - D70 - District IV,Mark Emery,5543
Board of Education Director - D70 - District IV,Andrea Wade,4996
Board of Education Director - D70 - District IV,Chris DeLuca,4083
Board of Education Director - D70 - District V,Ann Bennett,7650
Board of Education Director - D70 - District V,Jenna Conklin,6433
Boulder County Ballot Issue 1A,Yes/For,88594
Boulder County Ballot Issue 1A,No/Against,30720
Boulder County Ballot Issue 1B,Yes/For,76542
Boulder County Ballot Issue 1B,No/Against,41939
Boulder Valley School District RE-2 Director District B (4 Years),Nicole Rajpal,53763
Boulder Valley School District RE-2 Director District E (4 Years),Deann Bucher,31504
Boulder Valley School District RE-2 Director District E (4 Years),Jeffrey Lowe Anderson,29694
Boulder Valley School District RE-2 Director District F (4 Years),Ana Temu Otting,52661
Buena Vista School District R-31 Ballot Issue 4A,Yes/For,2346
Buena Vista School District R-31 Ballot Issue 4A,No/Against,2162
Buena Vista School District R-31 Ballot Issue 4B,Yes/For,2474
Buena Vista School District R-31 Ballot Issue 4B,No/Against,1913
Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,Casey Martin,2204
Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,Jacob (Jake) Farber,1738
Buena Vista School District R-31 Board of Education District 10,Jeremiah Johnson,2318
Buena Vista School District R-31 Board of Education District 10,Antonio Navarrette,1572
Buena Vista School District R-31 Board of Education District 2,Laura Hansen,2932
Burlington School District RE-6J Board of Directors - 4 Year Term,Craig Schaal,831
Burlington School District RE-6J Board of Directors - 4 Year Term,Tara Penny,792
Burlington School District RE-6J Board of Directors - 4 Year Term,George Homm,776
Burlington School District RE-6J Board of Directors - 4 Year Term,Darren Bennett,634
Burlington School District RE-6J Board of Directors - 4 Year Term,Casey Harrel,416
Burlington School District RE-6J Board of Directors - 4 Year Term,Jeremiah Bogenhagen,292
Byers School District 32J School Board Director,Kres Ebert,534
Byers School District 32J School Board Director,Logan MacLennan,518
Byers School District 32J School Board Director,Jennifer Borders,440
Byers School District 32J School Board Director,Jerry Sauer,373
Byers School District No. 32J Ballot Issue 5A,Yes/For,477
Byers School District No. 32J Ballot Issue 5A,No/Against,341
Calhan School District RJ1 Director - 4 Year Term,Charlotte Trojanovich,527
Calhan School District RJ1 Director - 4 Year Term,Jim Elrick,472
Calhan School District RJ1 Director - 4 Year Term,Buckey Lobdell,416
Calhan School District RJ1 Director - 4 Year Term,David Hammond,318
Carbondale and Rural Fire Protection District Ballot Issue 7D,Yes,2834
Carbondale and Rural Fire Protection District Ballot Issue 7D,No,1996
Carbondale and Rural Fire Protection District Ballot Issue 7D,Yes/For,377
Carbondale and Rural Fire Protection District Ballot Issue 7D,No/Against,201
Carbondale and Rural Fire Protection District Ballot Issue 7E,Yes,2944
Carbondale and Rural Fire Protection District Ballot Issue 7E,No,1867
Carbondale and Rural Fire Protection District Ballot Issue 7E,Yes/For,353
Carbondale and Rural Fire Protection District Ballot Issue 7E,No/Against,223
Cedar Hill Cemetery District Ballot Issue 6A,Yes/For,451
Cedar Hill Cemetery District Ballot Issue 6A,No/Against,357
Center Consolidated School District 26 JT Ballot Question 5B,No/Against,43
Center Consolidated School District 26 JT Ballot Question 5B,Yes/For,11
Center Consolidated School District 26 JT Director - District A,William Eddie Wilson,256
Center Consolidated School District 26 JT Director - District A,Sonya Flores,122
Center Consolidated School District 26 JT Director - District B,Amanda Garcia,230
Center Consolidated School District 26 JT Director - District B,Eidy Guaderrama,141
Chaffee County Ballot Issue 1A,No/Against,5945
Chaffee County Ballot Issue 1A,Yes/For,4276
Cherry Creek School District No. 5 School Board Director - District D,Terry Bates,45006
Cherry Creek School District No. 5 School Board Director - District D,Amanda Thayer,33363
Cherry Creek School District No. 5 School Board Director - District E,Mike Hamrick,48373
Cherry Creek School District No. 5 School Board Director - District E,Tatyana Sturm,30054
Cherry Park General Improvement District Ballot Question 6B,Yes/For,356
Cherry Park General Improvement District Ballot Question 6B,No/Against,108
Cherry Park General Improvement District Ballot Question 6C,Yes/For,337
Cherry Park General Improvement District Ballot Question 6C,No/Against,125
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Jessica Lehman,4430
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Kara Mehall,4061
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,David Schulz,2308
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Janna Blanter,2232
Cheyenne - Proposition LL (Statutory),No/Against,462
Cheyenne - Proposition LL (Statutory),Yes/For,148
Cimarron Hills Fire Protection District Ballot Issue 6A,Yes/For,1832
Cimarron Hills Fire Protection District Ballot Issue 6A,No/Against,1078
City and County of Broomfield Councilmember Ward 1 (4 Years),Julie Twiss,3123
City and County of Broomfield Councilmember Ward 1 (4 Years),Liz Law-Evans,1962
City and County of Broomfield Councilmember Ward 2 (4 Years),Austin Ward,2365
City and County of Broomfield Councilmember Ward 2 (4 Years),Colin Dielmann,1076
City and County of Broomfield Councilmember Ward 3 (4 Years),Sarah Braun,3903
City and County of Broomfield Councilmember Ward 3 (4 Years),PizzaPete Crouse,2597
City and County of Broomfield Councilmember Ward 4 (4 Years),Sean McKenzie,3965
City and County of Broomfield Councilmember Ward 4 (4 Years),Larry Hardouin,3208
City and County of Broomfield Councilmember Ward 5 (4 Years),Todd Cohen,3343
City and County of Broomfield Councilmember Ward 5 (4 Years),Chad Swenson,2335
City and County of Broomfield - Mayor (2 Years),Guyleen Castriotta,16968
City and County of Broomfield - Mayor (2 Years),Kimberly Groom,11721
City Council Member-At Large,Selena Ruiz Gomez,11632
City Council Member-At Large,Brett Boston,8116
City Council Member-At Large,Nathan Harper,5843
City Council Member-At Large,Regina Maestri,5589
City Council Member-At Large,Tom Croshal,5244
City Council Member-At Large,Colleen Grahek-Clark,5219
City Council Member-At Large,Evans Auden Gonzalez Garcia,4397
City of Alamosa Councilor at Large,Jan Vigil,1344
City of Alamosa Councilor at Large,Zachary Reaves,479
City of Alamosa Councilor Ward 2,Dawn Krebs,420
City of Alamosa Councilor Ward 4,Mark T. Martinez,12
City of Alamosa Councilor Ward 4,Alex Brown,6
City of Alamosa Mayor,Ty Coleman,1589
City of Arvada Ballot Question 3G,No/Against,27713
City of Arvada Ballot Question 3G,Yes/For,16057
City of Arvada Council Member At-Large,Michael P. Griffith,24170
City of Arvada Council Member At-Large,Denise Vargas,15234
City of Arvada Council Member District 1,Randy Moorman,6967
City of Arvada Council Member District 1,Eric Bodenstab,3079
City of Arvada Council Member District 3,Rebecka Lovisone,6016
City of Arvada Council Member District 3,Aaron Skoff,2541
City of Aspen Ballot Issue 2A,Yes/For,1340
City of Aspen Ballot Issue 2A,No/Against,1018
City of Aspen Ballot Issue 2B,Yes/For,1404
City of Aspen Ballot Issue 2B,No/Against,859
City of Aspen Ballot Question 2C,Yes/For,1204
City of Aspen Ballot Question 2C,No/Against,1051
City of Aurora Council Member - At Large,Rob Andrews,36802
City of Aurora Council Member - At Large,Alli Jackson,36767
City of Aurora Council Member - At Large,Danielle Jurinsky,29273
City of Aurora Council Member - At Large,Amsalu Kassaw,23916
City of Aurora Council Member - At Large,Watson Gomes,11577
City of Aurora Council Member Ward I,Gianina Horton,4020
City of Aurora Council Member Ward I,Stephen Elkins,1697
City of Aurora Council Member Ward I,Reid Hettich,810
City of Aurora Council Member Ward II,Amy Wiles,6923
City of Aurora Council Member Ward II,Steve Sundberg,5534
City of Aurora Council Member Ward III,Ruben L. Medina,6034
City of Aurora Council Member Ward III,Marsha Berzins,3183
City of Aurora Question 3B,Yes/For,41043
City of Aurora Question 3B,No/Against,37674
City of Aurora Question 3C,Yes/For,58193
City of Aurora Question 3C,No/Against,18959
City of Aurora Question 3D,No/Against,64601
City of Aurora Question 3D,Yes/For,14288
City of Aurora Question 3E,No/Against,64045
City of Aurora Question 3E,Yes/For,14219
City of Aurora Question 3F,Yes/For,38788
City of Aurora Question 3F,No/Against,37673
City of Boulder Ballot Issue 2A,For the Measure,24007
City of Boulder Ballot Issue 2A,Against the Measure,9159
City of Boulder Ballot Issue 2B,For the Measure,21082
City of Boulder Ballot Issue 2B,Against the Measure,11435
City of Boulder Council Candidates,Matt Benjamin,20276
City of Boulder Council Candidates,Mark Wallach,17476
City of Boulder Council Candidates,Nicole Speer,16165
City of Boulder Council Candidates,Rob Kaplan,15867
City of Boulder Council Candidates,Jennifer Robins,14781
City of Boulder Council Candidates,Lauren Folkerts,14222
City of Boulder Council Candidates,Rachel Rose Isaacson,5085
City of Boulder Council Candidates,Montserrat Palacios,2957
City of Boulder Council Candidates,Maxwell Lord,2853
City of Boulder Council Candidates,Aaron Stone,2707
City of Boulder Council Candidates,Rob Smoke,1499
City of Brighton Councilmember - Ward 1,Rhianon Collins,1203
City of Brighton Councilmember - Ward 1,Jessie Williams,986
City of Brighton Councilmember - Ward 2,Ann Taddeo,955
City of Brighton Councilmember - Ward 3,Melinda Carbajal,830
City of Brighton Councilmember - Ward 3,Kevin W. Forsyth,722
City of Brighton Councilmember - Ward 4,Peter Padilla,1403
City of Brighton Mayor,Gregory Mills,5413
City of Brush Councilor Ward 1,Tyler Horton,344
City of Brush Councilor Ward 2,Whitney E. Machuca,282
City of Brush Councilor Ward 3,Nick Skiles,195
City of Brush Mayor,Dana Sherman,616
City of Brush Mayor,Scott Klinkhammer,387
City of Canon City - City Council - At Large,Freddie Toney,2212
City of Canon City - City Council - At Large,Rick Ratzlaff,2074
City of Canon City - City Council - At Large,Dominic Condoluci,6
City of Canon City - City Council - District 1,Jeremy Reeves,2582
City of Canon City - City Council - District 1,Alyssa Klugh,1935
City of Canon City - City Council - District 3,Pamela Simmons,684
City of Canon City - City Council - District 3,Shantel Corl,498
City of Canon City - City Council - District 3,Ashley Malcolm,3
City of Canon City - City Council - District 3,Renee Dupont,3
CITY OF CANON CITY ISSUE 2A,YES/FOR,3767
CITY OF CANON CITY ISSUE 2A,NO/AGAINST,1881
CITY OF CANON CITY ISSUE 2B,NO/AGAINST,3095
CITY OF CANON CITY ISSUE 2B,YES/FOR,2567
City of Canon City - Mayor,Phil Lund,3882
City of Castle Pines - Council District 1,Chris Eubanks,1526
City of Castle Pines - Council District 2,Kori Salazar,1091
City of Castle Pines - Council District 2,Barrett Rothe,1058
City of Castle Pines - Council District 3,Nate Winegar,850
City of Castle Pines Mayor,Tracy Engerman,2662
City of Castle Pines Mayor,Doug Gilbert,1957
City of Castle Pines Mayor,Roger Hudson,1350
City of Centennial Council Member District 1,Cindy Sandhu,5481
City of Centennial Council Member District 1,Robyn Carnes,4535
City of Centennial Council Member District 2,Ashish Vaidya,5016
City of Centennial Council Member District 2,Carrie Penaloza,4707
City of Centennial Council Member District 3,Ryan Dwiggins,5820
City of Centennial Council Member District 3,Patty McKernan,3817
City of Centennial Council Member District 4,Durrell Middleton,4172
City of Centennial Council Member District 4,Jeffrey Gilliam,3780
City of Centennial Mayor,Christine Sweetland,21541
City of Centennial Mayor,Don Sheehan,15535
City of Centennial Mayor,Bennett Rutledge,1482
City of Commerce City Councilmember - At Large,Stefanie Trujillo,3646
City of Commerce City Councilmember - At Large,Lori Young,3138
City of Commerce City Councilmember - At Large,Ryan Keefer,2821
City of Commerce City Councilmember - At Large,Jennifer Allen-Thomas,2090
City of Commerce City Councilmember - At Large,Kristi Douglas,2003
City of Commerce City Councilmember - At Large,Alejandro De Leon,1412
City of Commerce City Councilmember - At Large,Michelle Deon Lee,1102
City of Commerce City Councilmember - Ward 1,Jose Guardiola,823
City of Commerce City Councilmember - Ward 1,Lucy Molina,529
City of Commerce City Councilmember - Ward 1,"Alexander ""Jake"" Jacobson",492
City of Commerce City Councilmember - Ward 3,Joanna Sandoval,1097
City of Commerce City Councilmember - Ward 3,Renee M. Chacon,894
City of Commerce City Councilmember - Ward 3,Jacob Wilson,653
City of Craig Ballot Issue 2A,Yes/For,993
City of Craig Ballot Issue 2A,No/Against,984
City of Craig Ballot Question 2B,Yes/For,1360
City of Craig Ballot Question 2B,No/Against,627
City of Craig City Council,Joe Herod,1250
City of Craig City Council,Michelle Gottschall,1195
City of Craig City Council,Jnl Linsacum,1039
City of Craig City Council,Denise Rae Kleinschnitz,635
City of Craig City Council,Shawnna Elmore,408
City of Craig Mayor,Chris Nichols,1363
City of Cripple Creek Ballot Question 2B,Yes/For,159
City of Cripple Creek Ballot Question 2B,No/Against,102
City of Cripple Creek Council - Ward 4,Bruce Brown,106
City of Cripple Creek Council - Ward 5,JR Gatlin,57
City of Cripple Creek Council - Ward 5,Katherine M. Lewis Jerden,47
City of Cripple Creek Home Rule Charter Commission,Bruce Brown,129
City of Cripple Creek Home Rule Charter Commission,Kirk Pennock,129
City of Cripple Creek Home Rule Charter Commission,Zeb Pennock,126
City of Cripple Creek Home Rule Charter Commission,Kelly W. Turner,124
City of Cripple Creek Home Rule Charter Commission,Steven DiCamillo,124
City of Cripple Creek Home Rule Charter Commission,Elwood Henson,121
City of Cripple Creek Home Rule Charter Commission,Jonathon Smith,120
City of Cripple Creek Home Rule Charter Commission,Shawn M. Naprawa,117
City of Dacono Ballot Question 2D,Yes/For,748
City of Dacono Ballot Question 2D,No/Against,313
City of Dacono Ballot Question 2E,Yes/For,972
City of Dacono Ballot Question 2E,No/Against,104
City of Dacono Ballot Question 2F,Yes/For,636
City of Dacono Ballot Question 2F,No/Against,422
City of Dacono Ballot Question 2G,Yes/For,821
City of Dacono Ballot Question 2G,No/Against,250
City of Dacono Council Members,Drew Martinez,614
City of Dacono Council Members,Kevin Plain,556
City of Dacono Council Members,Keith A. Foster,335
City of Delta Ballot Issue 2B,No/Against,1387
City of Delta Ballot Issue 2B,Yes/For,890
City of Delta Ballot Question 2C,No/Against,1420
City of Delta Ballot Question 2C,Yes/For,812
City of Delta Ballot Question 2D,No/Against,1453
City of Delta Ballot Question 2D,Yes/For,772
City of Delta Ballot Question 2E,No/Against,1652
City of Delta Ballot Question 2E,Yes/For,563
City of delta Ballot Question 2F,No/Against,1592
City of delta Ballot Question 2F,Yes/For,639
City of Durango Ballot Issue 2A,Yes/For,3777
City of Durango Ballot Issue 2A,No/Against,2973
City of Edgewater Council Members,Hannah Gay Keao,893
City of Edgewater Council Members,Joel Newton,859
City of Edgewater Council Members,Lilly Steirer,845
City of Edgewater Council Members,Mark Stechschulte,662
City of Edgewater Mayor,Steve Conklin,958
City of Edgewater Mayor,Cassidy,8
City of Englewood Ballot Question Number 2A,Yes/For,5566
City of Englewood Ballot Question Number 2A,No/Against,3616
City of Englewood Office of Council Member District 2,Jack Bethel,1181
City of Englewood Office of Council Member District 2,Rebecca Kramer,828
City of Englewood Office of Council Member District 4,Steve Ward,1361
City of Englewood Office of Council Member District 4,Kim Wright,914
City of Englewood Office of Mayor At-Large,Othoniel Sierra,6349
City of Englewood Office of Mayor At-Large,Rita Russell,3025
City of Englewood Office of Municipal Judge,Joe Jefferson,6934
City of Evans Ballot Issue 2A,Yes/For,2270
City of Evans Ballot Issue 2A,No/Against,970
City of Federal Heights Council Member - Ward 1,Mike Vallero,268
City of Federal Heights Council Member - Ward 2,Doris Peterson,384
City of Federal Heights Council Member - Ward 3,Sonia Jensen,180
City of Federal Heights Council Member - Ward 3,Kyle Hester,111
City of Federal Heights Council Member - Ward 3,"Theodore ""Ted"" F. May",90
City of Florence - City Council - Ward 1,Rudl Mergelman,241
City of Florence - City Council - Ward 3,Brenda Gardner,290
CITY OF FLORENCE ISSUE 2C,YES/FOR,810
CITY OF FLORENCE ISSUE 2C,NO/AGAINST,248
City of Florence - Mayor,Steve Wolfe,769
City of Florence - Mayor,"Andie ""Love"" Herrera",252
City of Fort Collins Ballot Issue 2A,Yes/For,43080
City of Fort Collins Ballot Issue 2A,No/Against,12373
City of Fort Collins Ballot Issue 302,Yes/For,39693
City of Fort Collins Ballot Issue 302,No/Against,14602
City of Fort Collins Ballot Question 2B,Yes/For,43548
City of Fort Collins Ballot Question 2B,No/Against,9022
City of Fort Collins Ballot Question 2C,Yes/For,40311
City of Fort Collins Ballot Question 2C,No/Against,12924
City of Fort Collins Ballot Question 2D,Yes/For,38447
City of Fort Collins Ballot Question 2D,No/Against,12965
City of Fort Collins Ballot Question 2E,Yes/For,44070
City of Fort Collins Ballot Question 2E,No/Against,7927
City of Fort Collins Ballot Question 2F,No/Against,29409
City of Fort Collins Ballot Question 2F,Yes/For,21035
City of Fort Collins Ballot Question 2G,Yes/For,40478
City of Fort Collins Ballot Question 2G,No/Against,10456
City of Fort Collins Ballot Question 2H,Yes/For,37218
City of Fort Collins Ballot Question 2H,No/Against,17733
City of Fort Collins Ballot Question 303,No/Against,29331
City of Fort Collins Ballot Question 303,Yes/For,25148
City of Fort Collins Councilmember - District 5,Amy Hoeven,3958
City of Fort Collins Councilmember - District 5,Zoelle Lane,2967
City of Fort Lupton Ballot Issue 2C,Yes/For,1235
City of Fort Lupton Ballot Issue 2C,No/Against,370
City of Fort Lupton Mayor,Chris Ceretto,1320
City of Fort Lupton Ward 1 Councilmember,Valerie Blackston,176
City of Fort Lupton Ward 1 Councilmember,Sebastian Carrasco,143
City of Fort Lupton Ward 2 Councilmember,Claud Hanes,315
City of Fort Lupton Ward 2 Councilmember,Julianna Williams,299
City of Fort Lupton Ward 3 Councilmember,Michael Sanchez,216
City of Fort Lupton Ward 3 Councilmember,Beth McWilliams,188
City of Fort Lupton Ward 3 Councilmember,Justin Turigliatto,77
CITY OF FORT MORGAN BALLOT ISSUE  2A,Yes/For,1197
CITY OF FORT MORGAN BALLOT ISSUE  2A,No/Against,1018
City of Fort Morgan Councilmember Ward 1,Brian Urdiales,416
City of Fort Morgan Councilmember Ward 1,Rena Frasco,339
City of Fort Morgan Councilmember Ward 2,R. Jon Kaper,413
City of Fort Morgan Councilmember Ward 3,James Parks,677
City of Fort Morgan Mayor,Doug Schossow,1213
City of Fort Morgan Mayor,"Kevin ""Doc"" Lindell",920
City of Fountain Council Member - At Large,Sean Verhoeff,1617
City of Fountain Council Member - At Large,Eric Gregg,1206
City of Fountain Council Member - At Large,Connie Whisenhunt,1092
City of Fountain Council Member - At Large,Jim Heckman,852
City of Fountain Council Member Ward 1 - 4 Year Term,Gordon Rick,1113
City of Fountain Council Member Ward 3 - 4 Year Term,Marcia Gieck,960
City of Fountain Mayor,Sharon Thompson,3752
City of Fountain Mayor,Al Lender,1079
City of Golden Council Member Ward 1,Emily Kurzinski,917
City of Golden Council Member Ward 2,Gerchard Pfau,830
City of Golden Council Member Ward 2,Dan Sung,813
City of Golden Council Member Ward 3,Don Cameron,978
City of Golden Council Member Ward 3,Loretta A. Huff,715
City of Golden Council Member Ward 3,Brad Prince,166
City of Golden Council Member Ward 4,Sandra Knecht,1079
City of Golden Council Member Ward 4,Brendan Firlie,325
City of Greeley Councilmember At-Large,Ryan Roth,10763
City of Greeley Councilmember At-Large,Rachelle Tabor,6087
City of Greeley Councilmember At-Large,Antonio Molina-Haro,3348
City of Greeley Councilmember At-Large,Kendall R. Boots,7
City of Greeley Councilmember Ward 2,Deborah DeBoutez,2339
City of Greeley Councilmember Ward 2,Brandon Wark,1508
City of Greeley Councilmember Ward 3,Johnny Olson,3288
City of Greeley Councilmember Ward 3,Valerie Leal-Whitehead,2697
City of Greeley Councilmember Ward 4,Brian Rudy,3471
City of Greeley Councilmember Ward 4,Amberleigh Gregor,2280
City of Greeley Councilmember Ward 4,"W.D. ""Bill"" Gillard",1228
City of Greeley Mayor,Dale Hall,11991
City of Greeley Mayor,Tiffany Simmons,9496
City of Greenwood Village Councilmember District 1,Paul Wiesner,1196
City of Greenwood Village Councilmember District 1,Ann Nelson,968
City of Greenwood Village Councilmember District 2,Jay Schneiderman,547
City of Greenwood Village Councilmember District 2,Bob Doyle,506
City of Greenwood Village Councilmember District 2,Rich Easton,486
City of Greenwood Village Councilmember District 2,Jack Coffey,232
City of Greenwood Village Councilmember District 3,Donna Johnston,956
City of Greenwood Village Councilmember District 3,Libby Barnacle,938
City of Greenwood Village Councilmember District 3,Daniel Zhukov,325
City of Greenwood Village Councilmember District 4,Katrin Mezger,623
City of Greenwood Village Councilmember District 4,Tom Stahl,621
City of Greenwood Village Councilmember District 4,Gary Kleeman,566
City of Gunnison Ballot Issue 2B,Yes/For,928
City of Gunnison Ballot Issue 2B,No/Against,909
City of Gunnison City Council,Loren Ahonen,1057
City of Gunnison City Council,Matt Schwartz,1020
City of Gunnison City Council,Audrey Zahradka,920
City of Gunnison City Council,Tristen Coleman,865
City of Idaho Springs Ballot Question 2A,No/Against,232
City of Idaho Springs Ballot Question 2A,Yes/For,225
City of Idaho Springs Ballot Question 2B,No/Against,229
City of Idaho Springs Ballot Question 2B,Yes/For,223
City of Idaho Springs Ballot Question 2C,Yes/For,335
City of Idaho Springs Ballot Question 2C,No/Against,126
"City of Idaho Springs City Council, Ward II",Janine Mariani,144
"City of Idaho Springs City Council, Ward II",Kathleen Collier,143
"City of Idaho Springs Mayor, At Large",Charles Harmon,353
City of Lafayette Ballot Issue 2C,Yes/For,6410
City of Lafayette Ballot Issue 2C,No/Against,5417
City of Lafayette City Council,Annmarie Jensen,5828
City of Lafayette City Council,Saul Tapia Vega,5771
City of Lafayette City Council,Adam Gianola,5275
City of Lafayette City Council,Crystal Gallegos,4400
City of Lafayette City Council,Kyle Beaulieu,4038
City of Lafayette City Council,Michael Watson,3108
City of Lafayette City Council,Josh Beryl,2915
City of Lafayette City Council,Eric Ryant,2078
City of Lafayette City Council,Luke Arrington,1929
City of Lafayette City Council,Rob Glenn,1296
City of Lakewood Council Member Ward 1,Jeslin Shahrezaei ,6131
City of Lakewood Council Member Ward 2,Liz Black,4485
City of Lakewood Council Member Ward 3,Ken Cruz,4182
City of Lakewood Council Member Ward 3,"Pedro ""Pete"" Roybal ",2249
City of Lakewood Council Member Ward 3,Bonnie Nguyen,1742
City of Lakewood Council Member Ward 4,Bill Furman,7208
City of Lakewood Council Member Ward 4,Ariel Manzanares-Scisney,1388
City of Lakewood Council Member Ward 4,Desiree Gonzalez,1266
City of Lakewood Council Member Ward 4,Nick Munden,16
City of Lakewood Council Member Ward 5,Paula Nystrom,6014
City of Lakewood Council Member Ward 5,Karen Gordey,2860
City of Lamar Council Member - Ward 1 - Four Year Term,Brad Johnson,423
City of Lamar Council Member - Ward 2 - Four Year Term,David Zavala,186
City of Lamar Council Member - Ward 2 - Four Year Term,Mike Duffy,129
