County,Tabulator,Batch #,# of ballots,Location
Adams,101,190,100,BOX-101-16
Adams,101,191,96,BOX-101-16
Adams,101,192,100,BOX-101-16
Adams,101,193,100,BOX-101-16
Adams,101,194,100,BOX-101-17
Adams,101,195,24,BOX-101-17
Adams,101,196,97,BOX-101-17
Adams,101,197,100,BOX-101-17
Adams,101,198,94,BOX-101-17
Adams,101,199,100,BOX-101-17
Adams,101,200,100,BOX-101-17
Adams,101,201,38,BOX-101-17
Adams,101,202,100,BOX-101-17
Adams,101,203,100,BOX-101-17
Adams,101,204,100,BOX-101-17
Adams,101,205,99,BOX-101-17
Adams,101,206,95,BOX-101-17
Adams,101,207,100,BOX-101-18
Adams,101,208,100,BOX-101-18
Adams,101,209,100,BOX-101-18
Adams,101,210,100,BOX-101-18
Adams,101,211,101,BOX-101-18
Adams,101,212,100,BOX-101-18
Adams,101,213,100,BOX-101-18
Adams,101,214,100,BOX-101-18
Adams,101,215,100,BOX-101-18
Adams,101,216,100,BOX-101-18
Adams,101,217,100,BOX-101-18
Adams,101,218,93,BOX-101-19
Adams,101,219,100,BOX-101-19
Adams,101,220,100,BOX-101-19
Adams,101,221,99,BOX-101-19
Adams,101,222,3,BOX-101-19
Adams,101,223,100,BOX-101-19
Adams,101,224,100,BOX-101-19
Adams,101,225,100,BOX-101-19
Adams,101,226,100,BOX-101-19
Adams,101,227,100,BOX-101-19
Adams,101,228,99,BOX-101-19
Adams,101,229,100,BOX-101-20
Adams,101,230,83,BOX-101-20
Adams,101,231,100,BOX-101-20
Adams,101,232,100,BOX-101-20
Adams,101,233,100,BOX-101-20
Adams,101,234,100,BOX-101-20
Adams,101,235,100,BOX-101-20
Adams,101,236,100,BOX-101-20
Adams,101,237,100,BOX-101-20
Adams,101,238,100,BOX-101-20
Adams,101,239,100,BOX-101-20
Adams,101,240,100,BOX-101-20
Adams,101,241,100,BOX-101-21
Adams,101,242,100,BOX-101-21
Adams,101,243,100,BOX-101-21
Adams,101,244,100,BOX-101-21
Adams,101,245,92,BOX-101-21
Adams,101,246,100,BOX-101-21
Adams,101,247,100,BOX-101-21
Adams,101,248,91,BOX-101-21
Adams,101,249,100,BOX-101-21
Adams,101,250,100,BOX-101-21
Adams,101,251,100,BOX-101-21
Adams,101,252,99,BOX-101-21
Adams,103,1,97,BOX-103-1
Adams,103,2,94,BOX-103-1
Adams,103,3,100,BOX-103-1
Adams,103,4,99,BOX-103-1
Adams,103,5,98,BOX-103-1
Adams,103,6,100,BOX-103-1
Adams,103,7,100,BOX-103-1
Adams,103,8,100,BOX-103-1
Adams,103,9,99,BOX-103-1
Adams,103,10,92,BOX-103-1
Adams,103,11,95,BOX-103-1
Adams,103,12,100,BOX-103-1
Adams,103,13,100,BOX-103-2
Adams,103,14,100,BOX-103-2
Adams,103,15,100,BOX-103-2
Adams,103,16,9,BOX-103-2
Adams,103,17,100,BOX-103-2
Adams,103,18,99,BOX-103-2
Adams,103,19,99,BOX-103-2
Adams,103,20,100,BOX-103-2
Adams,103,21,99,BOX-103-2
Adams,103,22,95,BOX-103-2
Adams,103,23,100,BOX-103-2
Adams,103,24,100,BOX-103-2
Adams,103,25,100,BOX-103-2
Adams,103,26,100,BOX-103-3
Adams,103,27,97,BOX-103-3
Adams,103,28,98,BOX-103-3
Adams,103,29,100,BOX-103-3
Adams,103,30,100,BOX-103-3
Adams,103,31,97,BOX-103-3
Adams,103,32,99,BOX-103-3
Adams,103,33,100,BOX-103-3
Adams,103,34,97,BOX-103-3
Adams,103,35,100,BOX-103-3
Adams,103,36,99,BOX-103-3
Adams,103,37,100,BOX-103-3
Adams,103,38,98,BOX-103-3
Adams,103,39,95,BOX-103-4
Adams,103,40,100,BOX-103-4
Adams,103,41,100,BOX-103-4
Adams,103,42,98,BOX-103-4
Adams,103,43,97,BOX-103-4
Adams,103,44,100,BOX-103-4
Adams,103,45,96,BOX-103-4
Adams,103,46,100,BOX-103-4
Adams,103,47,100,BOX-103-4
Adams,103,48,4,BOX-103-4
Adams,103,49,98,BOX-103-4
Adams,103,50,100,BOX-103-4
Adams,103,51,100,BOX-103-4
Adams,103,52,98,BOX-103-5
Adams,103,53,97,BOX-103-5
Adams,103,54,100,BOX-103-5
Adams,103,55,100,BOX-103-5
Adams,103,56,91,BOX-103-5
Adams,103,57,53,BOX-103-5
Adams,103,58,97,BOX-103-5
Adams,103,59,99,BOX-103-5
Adams,103,60,96,BOX-103-5
Adams,103,61,66,BOX-103-5
Adams,103,62,21,BOX-103-5
Adams,103,63,100,BOX-103-5
Adams,103,64,90,BOX-103-5
Adams,103,65,101,BOX-103-6
Adams,103,66,100,BOX-103-6
Adams,103,67,100,BOX-103-6
Adams,103,68,100,BOX-103-6
Adams,103,69,101,BOX-103-6
Adams,103,70,98,BOX-103-6
Adams,103,71,97,BOX-103-6
Adams,103,72,100,BOX-103-6
Adams,103,73,81,BOX-103-6
Adams,103,74,100,BOX-103-6
Adams,103,75,100,BOX-103-6
Adams,103,76,100,BOX-103-6
Adams,103,77,31,BOX-103-6
Adams,103,78,6,BOX-103-6
Adams,103,79,99,BOX-103-7
Adams,103,80,100,BOX-103-7
Adams,103,81,100,BOX-103-7
Adams,103,82,98,BOX-103-7
Adams,103,83,100,BOX-103-7
Adams,103,84,100,BOX-103-7
Adams,103,85,100,BOX-103-7
Adams,103,86,100,BOX-103-7
Adams,103,87,100,BOX-103-7
Adams,103,88,99,BOX-103-7
Adams,103,89,53,BOX-103-7
Adams,103,90,99,BOX-103-7
Adams,103,91,100,BOX-103-7
Adams,103,92,99,BOX-103-8
Adams,103,93,96,BOX-103-8
Adams,103,94,100,BOX-103-8
Adams,103,95,98,BOX-103-8
Adams,103,96,100,BOX-103-8
Adams,103,97,92,BOX-103-8
Adams,103,98,97,BOX-103-8
Adams,103,99,100,BOX-103-8
Adams,103,100,100,BOX-103-8
Adams,103,101,90,BOX-103-8
Adams,103,102,100,BOX-103-8
Adams,103,103,100,BOX-103-8
Adams,103,104,97,BOX-103-8
Adams,103,105,99,BOX-103-9
Adams,103,106,97,BOX-103-9
Adams,103,107,100,BOX-103-9
Adams,103,108,100,BOX-103-9
Adams,103,109,100,BOX-103-9
Adams,103,110,100,BOX-103-9
Adams,103,111,100,BOX-103-9
Adams,103,112,100,BOX-103-9
Adams,103,113,100,BOX-103-9
Adams,103,114,100,BOX-103-9
Adams,103,115,95,BOX-103-9
Adams,103,116,100,BOX-103-9
Adams,103,117,100,BOX-103-9
Adams,103,118,98,BOX-103-10
Adams,103,119,100,BOX-103-10
Adams,103,120,98,BOX-103-10
Adams,103,121,100,BOX-103-10
Adams,103,122,100,BOX-103-10
Adams,103,123,100,BOX-103-10
Adams,103,124,100,BOX-103-10
Adams,103,125,21,BOX-103-10
Adams,103,126,100,BOX-103-10
Adams,103,127,100,BOX-103-10
Adams,103,128,100,BOX-103-10
Adams,103,129,96,BOX-103-10
Adams,103,130,100,BOX-103-11
Adams,103,131,100,BOX-103-11
Adams,103,132,96,BOX-103-11
Adams,103,133,100,BOX-103-11
Adams,103,134,98,BOX-103-11
Adams,103,135,100,BOX-103-11
Adams,103,136,99,BOX-103-11
Adams,103,137,100,BOX-103-11
Adams,103,138,100,BOX-103-11
Adams,103,139,100,BOX-103-11
Adams,103,140,100,BOX-103-11
Adams,103,141,100,BOX-103-11
Adams,103,142,25,BOX-103-12
Adams,103,143,97,BOX-103-12
Adams,103,144,97,BOX-103-12
Adams,103,145,98,BOX-103-12
Adams,103,146,99,BOX-103-12
Adams,103,147,98,BOX-103-12
Adams,103,148,100,BOX-103-12
Adams,103,149,100,BOX-103-12
Adams,103,150,100,BOX-103-12
Adams,103,151,100,BOX-103-12
Adams,103,152,86,BOX-103-12
Adams,103,153,99,BOX-103-12
Adams,103,154,100,BOX-103-12
Adams,103,155,100,BOX-103-12
Adams,103,156,100,BOX-103-13
Adams,103,157,99,BOX-103-13
Adams,103,158,100,BOX-103-13
Adams,103,159,76,BOX-103-13
Adams,103,160,100,BOX-103-13
Adams,103,161,100,BOX-103-13
Adams,104,1,98,BOX-104-1
Adams,104,2,100,BOX-104-1
Adams,104,3,96,BOX-104-1
Adams,104,4,100,BOX-104-1
Adams,104,5,100,BOX-104-1
Adams,104,6,100,BOX-104-1
Adams,104,7,100,BOX-104-1
Adams,104,8,98,BOX-104-1
Adams,104,9,100,BOX-104-1
Adams,104,10,100,BOX-104-1
Adams,104,11,100,BOX-104-1
Adams,104,12,100,BOX-104-1
Adams,104,13,100,BOX-104-2
Adams,104,14,95,BOX-104-2
Adams,104,15,92,BOX-104-2
Adams,104,16,97,BOX-104-2
Adams,104,17,92,BOX-104-2
Adams,104,18,100,BOX-104-2
Adams,104,19,100,BOX-104-2
Adams,104,20,98,BOX-104-2
Adams,104,21,100,BOX-104-2
Adams,104,22,91,BOX-104-2
Adams,104,23,100,BOX-104-2
Adams,104,24,96,BOX-104-2
Adams,104,25,98,BOX-104-2
Adams,104,26,99,BOX-104-3
Adams,104,27,96,BOX-104-3
Adams,104,28,99,BOX-104-3
Adams,104,29,100,BOX-104-3
Adams,104,30,98,BOX-104-3
Adams,104,31,100,BOX-104-3
Adams,104,32,100,BOX-104-3
Adams,104,33,95,BOX-104-3
Adams,104,34,92,BOX-104-3
Adams,104,35,99,BOX-104-3
Adams,104,36,90,BOX-104-3
Adams,104,37,100,BOX-104-3
Adams,104,38,99,BOX-104-4
Adams,104,39,100,BOX-104-4
Adams,104,40,99,BOX-104-4
Adams,104,41,29,BOX-104-4
Adams,104,42,100,BOX-104-4
Adams,104,43,100,BOX-104-4
Adams,104,44,100,BOX-104-4
Adams,104,45,100,BOX-104-4
Adams,104,46,100,BOX-104-4
Adams,104,47,100,BOX-104-4
Adams,104,48,100,BOX-104-4
Adams,104,49,97,BOX-104-4
Adams,104,50,100,BOX-104-4
Adams,104,51,100,BOX-104-5
Adams,104,52,96,BOX-104-5
Adams,104,53,89,BOX-104-5
Adams,104,54,100,BOX-104-5
Adams,104,55,97,BOX-104-5
Adams,104,56,100,BOX-104-5
Adams,104,57,100,BOX-104-5
Adams,104,58,3,BOX-104-5
Adams,104,59,98,BOX-104-5
Adams,104,60,97,BOX-104-5
Adams,104,61,100,BOX-104-5
Adams,104,62,100,BOX-104-5
Adams,104,63,100,BOX-104-5
Adams,104,64,100,BOX-104-6
Adams,104,65,96,BOX-104-6
Adams,104,66,100,BOX-104-6
Adams,104,67,98,BOX-104-6
Adams,104,68,96,BOX-104-6
Adams,104,69,100,BOX-104-6
Adams,104,70,100,BOX-104-6
Adams,104,71,100,BOX-104-6
Adams,104,72,21,BOX-104-6
Adams,104,73,100,BOX-104-6
Adams,104,74,100,BOX-104-6
Adams,104,75,100,BOX-104-6
Adams,104,76,100,BOX-104-6
Adams,104,77,100,BOX-104-7
Adams,104,78,100,BOX-104-7
Adams,104,79,100,BOX-104-7
Adams,104,80,100,BOX-104-7
Adams,104,81,100,BOX-104-7
Adams,104,82,97,BOX-104-7
Adams,104,83,100,BOX-104-7
Adams,104,84,100,BOX-104-7
Adams,104,85,100,BOX-104-7
Adams,104,86,100,BOX-104-7
Adams,104,87,99,BOX-104-7
Adams,104,88,100,BOX-104-7
Adams,104,89,100,BOX-104-8
Adams,104,90,98,BOX-104-8
Adams,104,91,100,BOX-104-8
Adams,104,92,100,BOX-104-8
Adams,104,93,59,BOX-104-8
Adams,104,94,100,BOX-104-8
Adams,104,95,100,BOX-104-8
Adams,104,96,100,BOX-104-8
Adams,104,97,99,BOX-104-8
Adams,104,98,41,BOX-104-8
Adams,104,99,100,BOX-104-8
Adams,104,100,98,BOX-104-8
Adams,106,1,100,BOX-106-1
Adams,106,2,100,BOX-106-1
Adams,106,3,100,BOX-106-1
Adams,106,4,98,BOX-106-1
Adams,106,5,95,BOX-106-1
Adams,106,6,100,BOX-106-1
Adams,106,7,100,BOX-106-1
Adams,106,8,98,BOX-106-1
Adams,106,9,100,BOX-106-1
Adams,106,10,95,BOX-106-1
Adams,106,11,100,BOX-106-1
Adams,106,12,100,BOX-106-1
Adams,106,13,100,BOX-106-2
Adams,106,14,100,BOX-106-2
Adams,106,15,97,BOX-106-2
Adams,106,16,100,BOX-106-2
Adams,106,17,100,BOX-106-2
Adams,106,18,101,BOX-106-2
Adams,106,19,100,BOX-106-2
Adams,106,20,85,BOX-106-2
Adams,106,21,100,BOX-106-2
Adams,106,22,100,BOX-106-2
Adams,106,23,99,BOX-106-2
Adams,106,24,100,BOX-106-2
Adams,106,25,100,BOX-106-3
Adams,106,26,100,BOX-106-3
Adams,106,27,100,BOX-106-3
Adams,106,28,100,BOX-106-3
Adams,106,29,99,BOX-106-3
Adams,106,30,100,BOX-106-3
Adams,106,31,100,BOX-106-3
Adams,106,32,93,BOX-106-3
Adams,106,33,46,BOX-106-3
Adams,106,34,100,BOX-106-3
Adams,106,35,100,BOX-106-3
Adams,106,36,100,BOX-106-3
Adams,106,37,97,BOX-106-4
Adams,106,38,100,BOX-106-4
Adams,106,39,98,BOX-106-4
Adams,106,40,100,BOX-106-4
Adams,106,41,100,BOX-106-4
Adams,106,42,96,BOX-106-4
Adams,106,43,94,BOX-106-4
Adams,106,44,99,BOX-106-4
Adams,106,45,94,BOX-106-4
Adams,106,46,100,BOX-106-4
Adams,106,47,99,BOX-106-4
Adams,106,48,97,BOX-106-5
Adams,106,49,96,BOX-106-5
Adams,106,50,40,BOX-106-5
Adams,106,51,100,BOX-106-5
Adams,106,52,100,BOX-106-5
Adams,106,53,100,BOX-106-5
Adams,106,54,100,BOX-106-5
Adams,106,55,100,BOX-106-5
Adams,106,56,100,BOX-106-5
Adams,106,57,100,BOX-106-5
Adams,106,58,96,BOX-106-5
Adams,106,59,96,BOX-106-5
Adams,106,60,99,BOX-106-5
Adams,106,61,19,BOX-106-6
Adams,106,62,66,BOX-106-6
Adams,106,63,100,BOX-106-6
Adams,106,64,100,BOX-106-6
Adams,106,65,84,BOX-106-6
Adams,106,66,100,BOX-106-6
Adams,106,67,121,BOX-106-6
Adams,106,68,100,BOX-106-6
Adams,106,69,100,BOX-106-6
Adams,106,70,100,BOX-106-6
Adams,106,71,94,BOX-106-6
Adams,106,72,68,BOX-106-6
Adams,106,73,19,BOX-106-6
Adams,106,74,96,BOX-106-6
Adams,106,75,99,BOX-106-6
Adams,106,76,27,BOX-106-7
Adams,106,77,100,BOX-106-7
Adams,106,78,96,BOX-106-7
Adams,106,79,94,BOX-106-7
Adams,106,80,95,BOX-106-7
Adams,106,81,100,BOX-106-7
Adams,106,82,100,BOX-106-7
Adams,106,83,100,BOX-106-7
Adams,106,84,96,BOX-106-7
Adams,106,85,97,BOX-106-7
Adams,106,86,95,BOX-106-7
Adams,106,87,99,BOX-106-7
Adams,106,88,96,BOX-106-7
Adams,106,89,53,BOX-106-8
Adams,106,90,100,BOX-106-8
Adams,106,91,100,BOX-106-8
Adams,106,92,100,BOX-106-8
Adams,106,93,100,BOX-106-8
Adams,106,94,98,BOX-106-8
Adams,106,95,51,BOX-106-8
Adams,106,96,100,BOX-106-8
Adams,106,97,20,BOX-106-8
Adams,106,98,96,BOX-106-8
Adams,106,99,100,BOX-106-8
Adams,106,100,100,BOX-106-8
Adams,106,101,100,BOX-106-8
Adams,106,102,100,BOX-106-9
Adams,106,103,100,BOX-106-9
Adams,106,104,100,BOX-106-9
Adams,106,105,100,BOX-106-9
Adams,106,106,95,BOX-106-9
Adams,106,107,98,BOX-106-9
Adams,106,108,100,BOX-106-9
Adams,106,109,99,BOX-106-9
Adams,106,110,20,BOX-106-9
Adams,106,111,100,BOX-106-9
Adams,106,112,100,BOX-106-9
Adams,106,113,100,BOX-106-9
Adams,106,114,100,BOX-106-10
Adams,106,115,100,BOX-106-10
Adams,106,116,94,BOX-106-10
Adams,106,117,58,BOX-106-10
Adams,106,118,100,BOX-106-10
Adams,106,119,100,BOX-106-10
Adams,106,120,98,BOX-106-10
Adams,106,121,94,BOX-106-10
Adams,106,122,100,BOX-106-10
Adams,106,123,100,BOX-106-10
Adams,106,124,97,BOX-106-10
Adams,106,125,99,BOX-106-10
Adams,106,126,58,BOX-106-11
Adams,106,127,83,BOX-106-11
Adams,106,128,100,BOX-106-11
Adams,106,129,100,BOX-106-11
Adams,106,130,96,BOX-106-11
Adams,106,131,98,BOX-106-11
Adams,106,132,100,BOX-106-11
Adams,106,133,100,BOX-106-11
Adams,106,134,100,BOX-106-11
Adams,106,135,36,BOX-106-11
Adams,106,136,100,BOX-106-11
Adams,106,137,50,BOX-106-11
Adams,106,138,100,BOX-106-11
Adams,106,139,100,BOX-106-12
Adams,106,140,100,BOX-106-12
Adams,106,141,88,BOX-106-12
Adams,106,142,100,BOX-106-12
Adams,106,143,92,BOX-106-12
Adams,106,144,100,BOX-106-12
Adams,106,145,100,BOX-106-12
Adams,106,146,100,BOX-106-12
Adams,106,147,93,BOX-106-12
Adams,106,148,100,BOX-106-12
Adams,106,149,100,BOX-106-12
Adams,106,150,90,BOX-106-12
Adams,106,151,100,BOX-106-13
Adams,106,152,100,BOX-106-13
Adams,106,153,100,BOX-106-13
Adams,106,154,94,BOX-106-13
Adams,106,155,100,BOX-106-13
Adams,106,156,88,BOX-106-13
Adams,106,157,100,BOX-106-13
Adams,106,158,100,BOX-106-13
Adams,106,159,100,BOX-106-13
Adams,106,160,100,BOX-106-13
Adams,106,161,100,BOX-106-13
Adams,106,162,100,BOX-106-13
Adams,106,163,100,BOX-106-13
Adams,106,164,87,BOX-106-13
Adams,106,165,100,BOX-106-14
Adams,106,166,100,BOX-106-14
Adams,106,167,100,BOX-106-14
Adams,106,168,99,BOX-106-14
Adams,106,169,100,BOX-106-14
Adams,106,170,100,BOX-106-14
Adams,106,171,100,BOX-106-14
Adams,106,172,100,BOX-106-14
Adams,106,173,100,BOX-106-14
Adams,106,174,100,BOX-106-14
Adams,106,175,99,BOX-106-14
Adams,106,176,100,BOX-106-14
Adams,106,177,100,BOX-106-14
Adams,106,178,29,BOX-106-15
Adams,106,179,71,BOX-106-15
Adams,106,180,50,BOX-106-15
Adams,106,181,88,BOX-106-15
Adams,106,182,95,BOX-106-15
Adams,106,183,50,BOX-106-15
Adams,106,184,91,BOX-106-15
Adams,106,185,100,BOX-106-15
Adams,106,186,55,BOX-106-15
Adams,106,187,100,BOX-106-15
Adams,106,188,49,BOX-106-15
Adams,106,189,89,BOX-106-15
Adams,106,190,2,BOX-106-15
Adams,107,1,96,BOX-107-1
Adams,107,2,97,BOX-107-1
Adams,107,3,96,BOX-107-1
Adams,107,4,93,BOX-107-1
Adams,107,5,100,BOX-107-1
Adams,107,6,100,BOX-107-1
Adams,107,7,95,BOX-107-1
Adams,107,8,100,BOX-107-1
Adams,107,9,100,BOX-107-1
Adams,107,10,100,BOX-107-1
Adams,107,11,100,BOX-107-1
Adams,107,12,97,BOX-107-1
Adams,107,13,96,BOX-107-1
Adams,107,14,100,BOX-107-2
Adams,107,15,100,BOX-107-2
Adams,107,16,100,BOX-107-2
Adams,107,17,100,BOX-107-2
Adams,107,18,96,BOX-107-2
Adams,107,19,100,BOX-107-2
Adams,107,20,100,BOX-107-2
Adams,107,21,100,BOX-107-2
Adams,107,22,96,BOX-107-2
Adams,107,23,99,BOX-107-2
Adams,107,24,100,BOX-107-2
Adams,107,25,95,BOX-107-2
Adams,107,26,100,BOX-107-3
Adams,107,27,100,BOX-107-3
Adams,107,28,93,BOX-107-3
Adams,107,29,97,BOX-107-3
Adams,107,30,100,BOX-107-3
Adams,107,31,100,BOX-107-3
Adams,107,32,95,BOX-107-3
Adams,107,33,97,BOX-107-3
Adams,107,34,100,BOX-107-3
Adams,107,35,50,BOX-107-3
Adams,107,36,100,BOX-107-3
Adams,107,37,100,BOX-107-3
Adams,107,38,100,BOX-107-3
Adams,107,39,100,BOX-107-4
Adams,107,40,100,BOX-107-4
Adams,107,41,100,BOX-107-4
Adams,107,42,100,BOX-107-4
Adams,107,43,98,BOX-107-4
Adams,107,44,100,BOX-107-4
Adams,107,45,99,BOX-107-4
Adams,107,46,98,BOX-107-4
Adams,107,47,100,BOX-107-4
Adams,107,48,100,BOX-107-4
Adams,107,49,97,BOX-107-4
Adams,107,50,73,BOX-107-4
Adams,107,51,50,BOX-107-4
Adams,107,52,99,BOX-107-4
Adams,107,53,100,BOX-107-5
Adams,107,54,72,BOX-107-5
Adams,107,55,3,BOX-107-5
Adams,107,56,100,BOX-107-5
Adams,107,57,100,BOX-107-5
Adams,107,58,99,BOX-107-5
Adams,107,59,100,BOX-107-5
Adams,107,60,99,BOX-107-5
Adams,107,61,26,BOX-107-5
Adams,107,62,100,BOX-107-5
Adams,107,63,34,BOX-107-5
Adams,107,64,100,BOX-107-5
Adams,107,65,100,BOX-107-5
Adams,107,66,100,BOX-107-5
Adams,107,67,100,BOX-107-5
Adams,107,68,100,BOX-107-6
Adams,107,69,100,BOX-107-6
Adams,107,70,100,BOX-107-6
Adams,107,71,79,BOX-107-6
Adams,107,72,99,BOX-107-6
