County,Tabulator ID,Batch ID,# of Ballot Cards,Location
La Plata,102,33,50,Bin # 1
La Plata,102,34,50,Bin # 1
La Plata,102,35,50,Bin # 1
La Plata,102,36,50,Bin # 1
La Plata,102,37,50,Bin # 1
La Plata,102,38,50,Bin # 1
La Plata,102,39,50,Bin # 1
La Plata,102,40,50,Bin # 1
La Plata,102,41,50,Bin # 1
La Plata,102,42,50,Bin # 1
La Plata,102,43,50,Bin # 1
La Plata,102,44,50,Bin # 1
La Plata,103,51,50,Bin # 2
La Plata,103,52,50,Bin # 2
La Plata,103,53,50,Bin # 2
La Plata,102,45,50,Bin # 1
La Plata,103,54,50,Bin # 2
La Plata,102,46,50,Bin # 1
La Plata,102,46,50,Bin # 1
La Plata,103,55,50,Bin # 2
La Plata,103,56,50,Bin # 2
La Plata,103,57,50,Bin # 2
La Plata,102,48,50,Bin # 1
La Plata,103,58,50,Bin # 2
La Plata,103,59,50,Bin # 2
La Plata,102,49,50,Bin # 1
La Plata,103,60,50,Bin # 2
La Plata,102,50,50,Bin # 1
La Plata,103,61,50,Bin # 2
La Plata,102,51,50,Bin # 2
La Plata,103,62,50,Bin # 2
La Plata,102,52,50,Bin # 2
La Plata,103,63,50,Bin # 2
La Plata,103,64,50,Bin # 2
La Plata,102,53,50,Bin # 2
La Plata,103,65,50,Bin # 2
La Plata,103,66,50,Bin # 2
La Plata,103,67,50,Bin # 2
La Plata,103,68,50,Bin # 2
La Plata,103,69,50,Bin # 2
La Plata,103,70,50,Bin # 2
La Plata,103,71,50,Bin # 2
La Plata,103,72,50,Bin # 2
La Plata,103,73,50,Bin # 2
La Plata,102,54,50,Bin # 2
La Plata,103,74,50,Bin # 2
La Plata,102,55,50,Bin # 2
La Plata,103,75,50,Bin # 2
La Plata,103,76,50,Bin # 2
La Plata,102,56,50,Bin # 2
La Plata,103,77,50,Bin # 2
La Plata,103,78,50,Bin # 2
La Plata,102,57,50,Bin # 2
La Plata,103,79,50,Bin # 2
La Plata,103,80,50,Bin # 2
La Plata,103,81,50,Bin # 2
La Plata,103,82,50,Bin # 2
La Plata,102,58,50,Bin # 2
La Plata,102,59,50,Bin # 2
La Plata,103,83,50,Bin # 2
La Plata,102,60,50,Bin # 2
La Plata,102,61,50,Bin # 2
La Plata,102,62,50,Bin # 2
La Plata,102,63,50,Bin # 2
La Plata,102,64,50,Bin # 2
La Plata,103,84,50,Bin # 2
La Plata,103,85,50,Bin # 2
La Plata,103,86,50,Bin # 2
La Plata,102,65,50,Bin # 2
La Plata,103,87,50,Bin # 2
La Plata,102,66,50,Bin # 2
La Plata,103,88,50,Bin # 2
La Plata,102,67,50,Bin # 2
La Plata,103,89,50,Bin # 2
La Plata,102,68,50,Bin # 2
La Plata,102,69,50,Bin # 2
La Plata,103,90,50,Bin # 2
La Plata,102,70,50,Bin # 2
La Plata,103,91,50,Bin # 2
La Plata,103,92,50,Bin # 2
La Plata,102,71,50,Bin # 2
La Plata,103,93,50,Bin # 2
La Plata,102,72,50,Bin # 2
La Plata,103,94,50,Bin # 2
La Plata,102,73,50,Bin # 2
La Plata,103,95,50,Bin # 2
La Plata,102,74,50,Bin # 2
La Plata,103,96,50,Bin # 2
La Plata,103,97,50,Bin # 2
La Plata,102,75,50,Bin # 2
La Plata,103,98,50,Bin # 2
La Plata,102,76,50,Bin # 2
La Plata,103,99,50,Bin # 2
La Plata,102,77,50,Bin # 2
La Plata,102,78,50,Bin # 2
La Plata,103,100,50,Bin # 2
La Plata,102,79,50,Bin # 2
La Plata,103,101,50,Bin # 3
La Plata,102,80,50,Bin # 2
La Plata,103,102,50,Bin # 3
La Plata,102,81,50,Bin # 2
La Plata,102,82,50,Bin # 2
La Plata,103,103,50,Bin # 3
La Plata,103,104,50,Bin # 3
La Plata,102,83,50,Bin # 2
La Plata,103,105,50,Bin # 3
La Plata,102,84,50,Bin # 2
La Plata,103,106,50,Bin # 3
La Plata,102,85,50,Bin # 2
La Plata,102,86,50,Bin # 2
La Plata,103,107,50,Bin # 3
La Plata,103,108,50,Bin # 3
La Plata,102,87,50,Bin # 2
La Plata,103,109,50,Bin # 3
La Plata,102,88,50,Bin # 2
La Plata,102,89,50,Bin # 2
La Plata,103,110,50,Bin # 3
La Plata,103,111,50,Bin # 3
La Plata,102,90,50,Bin # 2
La Plata,102,91,50,Bin # 2
La Plata,102,92,50,Bin # 2
La Plata,102,93,50,Bin # 2
La Plata,102,94,50,Bin # 2
La Plata,102,95,50,Bin # 2
La Plata,102,96,50,Bin # 2
La Plata,103,112,50,Bin # 3
La Plata,103,113,50,Bin # 3
La Plata,103,114,50,Bin # 3
La Plata,103,115,50,Bin # 3
La Plata,103,116,50,Bin # 3
La Plata,103,117,50,Bin # 3
La Plata,103,118,50,Bin # 3
La Plata,102,97,50,Bin # 2
La Plata,103,119,50,Bin # 3
La Plata,102,98,50,Bin # 2
La Plata,103,120,50,Bin # 3
La Plata,102,99,50,Bin # 2
La Plata,103,121,50,Bin # 3
La Plata,103,122,50,Bin # 3
La Plata,102,100,50,Bin # 2
La Plata,103,123,50,Bin # 3
La Plata,103,124,50,Bin # 3
La Plata,103,125,50,Bin # 3
La Plata,103,126,50,Bin # 3
La Plata,103,127,50,Bin # 3
La Plata,103,128,50,Bin # 3
La Plata,103,129,50,Bin # 3
La Plata,103,130,50,Bin # 3
La Plata,103,131,50,Bin # 3
La Plata,102,101,50,Bin # 3
La Plata,102,102,50,Bin # 3
La Plata,102,103,50,Bin # 3
La Plata,103,132,50,Bin # 3
La Plata,102,104,50,Bin # 3
La Plata,103,133,50,Bin # 3
La Plata,102,105,50,Bin # 3
La Plata,103,134,50,Bin # 3
La Plata,102,106,50,Bin # 3
La Plata,102,107,50,Bin # 3
La Plata,103,135,50,Bin # 3
La Plata,103,136,50,Bin # 3
La Plata,102,108,50,Bin # 3
La Plata,102,109,50,Bin # 3
La Plata,103,137,50,Bin # 3
La Plata,102,110,50,Bin # 3
La Plata,102,111,50,Bin # 3
La Plata,103,138,50,Bin # 3
La Plata,102,112,50,Bin # 3
La Plata,103,139,50,Bin # 3
La Plata,102,113,50,Bin # 3
La Plata,102,114,50,Bin # 3
La Plata,103,140,50,Bin # 3
La Plata,103,141,50,Bin # 3
La Plata,102,115,50,Bin # 3
La Plata,102,116,50,Bin # 3
La Plata,103,142,50,Bin # 3
La Plata,103,143,50,Bin # 3
La Plata,103,144,50,Bin # 3
La Plata,103,145,50,Bin # 3
La Plata,103,146,50,Bin # 3
La Plata,103,147,50,Bin # 3
La Plata,103,148,50,Bin # 3
La Plata,103,149,50,Bin # 3
La Plata,103,150,50,Bin # 3
La Plata,102,117,50,Bin # 3
La Plata,102,118,50,Bin # 3
La Plata,102,119,50,Bin # 3
La Plata,102,120,50,Bin # 3
La Plata,102,121,50,Bin # 3
La Plata,102,122,50,Bin # 3
La Plata,102,123,50,Bin # 3
La Plata,103,151,50,Bin # 4
La Plata,103,152,50,Bin # 4
La Plata,103,153,50,Bin # 4
La Plata,102,124,50,Bin # 3
La Plata,102,125,50,Bin # 3
La Plata,103,154,50,Bin # 4
La Plata,102,126,50,Bin # 3
La Plata,103,155,50,Bin # 4
La Plata,103,156,50,Bin # 4
La Plata,102,127,50,Bin # 3
La Plata,103,157,50,Bin # 4
La Plata,102,128,50,Bin # 3
La Plata,102,129,50,Bin # 3
La Plata,102,130,50,Bin # 3
La Plata,102,131,50,Bin # 3
La Plata,102,132,50,Bin # 3
La Plata,102,133,50,Bin # 3
La Plata,102,134,50,Bin # 3
La Plata,102,135,50,Bin # 3
La Plata,103,158,50,Bin # 4
La Plata,102,136,50,Bin # 3
La Plata,102,137,50,Bin # 3
La Plata,102,138,50,Bin # 3
La Plata,102,139,50,Bin # 3
La Plata,102,140,50,Bin # 3
La Plata,102,141,50,Bin # 3
La Plata,102,142,50,Bin # 3
La Plata,102,143,50,Bin # 3
La Plata,102,144,50,Bin # 3
La Plata,102,145,50,Bin # 3
La Plata,102,146,50,Bin # 3
La Plata,102,147,50,Bin # 3
La Plata,102,148,50,Bin # 3
La Plata,102,149,50,Bin # 3
La Plata,102,150,50,Bin # 3
La Plata,103,159,50,Bin # 4
La Plata,103,160,50,Bin # 4
La Plata,103,161,50,Bin # 4
La Plata,103,162,50,Bin # 4
La Plata,103,163,50,Bin # 4
La Plata,103,164,50,Bin # 4
La Plata,103,165,50,Bin # 4
La Plata,103,166,50,Bin # 4
La Plata,103,167,50,Bin # 4
La Plata,103,168,50,Bin # 4
La Plata,103,169,50,Bin # 4
La Plata,103,170,50,Bin # 4
La Plata,103,171,50,Bin # 4
La Plata,103,172,50,Bin # 4
La Plata,103,173,46,Bin # 4
