County,Tabulator,Batch,# of Ballots,Location (Bag)
Archuleta,200,219,25,3
Archuleta,200,220,25,3
Archuleta,200,221,25,3
Archuleta,200,222,12,3
Archuleta,200,223,10,3
Archuleta,200,224,14,3
Archuleta,200,225,25,3
Archuleta,200,226,8,3
Archuleta,200,227,25,3
Archuleta,200,228,12,3
Archuleta,200,229,10,3
Archuleta,200,230,21,4
Archuleta,200,231,26,4
Archuleta,200,232,16,4
Archuleta,200,233,24,4
Archuleta,200,234,18,4
Archuleta,200,235,15,4
Archuleta,200,236,25,4
Archuleta,200,237,31,4
