contest_name,choice,votes
Archuleta County Assessor - REP,Johanna Tully-Elliott,2196
Archuleta County Clerk and Recorder - REP,Kristy Archuleta,2264
Archuleta County Commissioner - District 3 - REP,Randy Betts,1822
Archuleta County Commissioner - District 3 - REP,Veronica Medina,902
Archuleta County Coroner - REP,Brad Hunt,2219
Archuleta County Sheriff - REP,Mike Le Roux,2262
Archuleta County Treasurer - REP,Elsa P. White,2249
Attorney General - DEM,Jena Griswold,352721
Attorney General - DEM,David Seligman,154825
Attorney General - DEM,Michael Dougherty,137482
Attorney General - DEM,Hetal Doshi,131111
Attorney General - DEM (Archuleta),Jena Griswold,1013
Attorney General - DEM (Archuleta),Michael Dougherty,285
Attorney General - DEM (Archuleta),Hetal Doshi,257
Attorney General - DEM (Archuleta),David Seligman,201
Attorney General - DEM (Boulder),Michael Dougherty,30250
Attorney General - DEM (Boulder),Jena Griswold,25696
Attorney General - DEM (Boulder),David Seligman,16329
Attorney General - DEM (Boulder),Hetal Doshi,10715
Attorney General - DEM (Crowley),Jena Griswold,161
Attorney General - DEM (Crowley),Hetal Doshi,31
Attorney General - DEM (Crowley),Michael Dougherty,19
Attorney General - DEM (Crowley),David Seligman,13
Attorney General - DEM (Custer),Jena Griswold,417
Attorney General - DEM (Custer),Michael Dougherty,95
Attorney General - DEM (Custer),Hetal Doshi,74
Attorney General - DEM (Custer),David Seligman,48
Attorney General - DEM (Elbert),Jena Griswold,1223
Attorney General - DEM (Elbert),Michael Dougherty,451
Attorney General - DEM (Elbert),Hetal Doshi,363
Attorney General - DEM (Elbert),David Seligman,287
Attorney General - DEM (Gilpin),Jena Griswold,498
Attorney General - DEM (Gilpin),Michael Dougherty,261
Attorney General - DEM (Gilpin),Hetal Doshi,198
Attorney General - DEM (Gilpin),David Seligman,169
Attorney General - DEM (Logan),Jena Griswold,612
Attorney General - DEM (Logan),Michael Dougherty,232
Attorney General - DEM (Logan),David Seligman,119
Attorney General - DEM (Logan),Hetal Doshi,115
Attorney General - DEM (Mineral),Jena Griswold,100
Attorney General - DEM (Mineral),Michael Dougherty,33
Attorney General - DEM (Mineral),David Seligman,27
Attorney General - DEM (Mineral),Hetal Doshi,20
Attorney General - DEM (Montezuma),Jena Griswold,1570
Attorney General - DEM (Montezuma),Michael Dougherty,451
Attorney General - DEM (Montezuma),Hetal Doshi,367
Attorney General - DEM (Montezuma),David Seligman,364
Attorney General - DEM (Morgan),Jena Griswold,765
Attorney General - DEM (Morgan),Michael Dougherty,314
Attorney General - DEM (Morgan),David Seligman,217
Attorney General - DEM (Morgan),Hetal Doshi,173
Attorney General - DEM (Prowers),Jena Griswold,333
Attorney General - DEM (Prowers),Michael Dougherty,99
Attorney General - DEM (Prowers),David Seligman,72
Attorney General - DEM (Prowers),Hetal Doshi,62
Attorney General - DEM (Rio Grande),Jena Griswold,625
Attorney General - DEM (Rio Grande),Michael Dougherty,267
Attorney General - DEM (Rio Grande),Hetal Doshi,159
Attorney General - DEM (Rio Grande),David Seligman,137
Attorney General - REP,Michael J. Allen,176993
Attorney General - REP,David Willson,113868
Attorney General - REP (Adams),Michael J. Allen,16047
Attorney General - REP (Adams),David Willson,11969
Attorney General - REP (Alamosa),Michael J. Allen,897
Attorney General - REP (Alamosa),David Willson,545
Attorney General - REP (Arapahoe),Michael J. Allen,22904
Attorney General - REP (Arapahoe),David Willson,15587
Attorney General - REP (Bent),Michael J. Allen,382
Attorney General - REP (Bent),David Willson,237
Attorney General - REP (Broomfield),Michael J. Allen,3315
Attorney General - REP (Broomfield),David Willson,2280
Attorney General - REP (Eagle),Michael J. Allen,1363
Attorney General - REP (Eagle),David Willson,1072
Attorney General - REP (Elbert),Michael J. Allen,3665
Attorney General - REP (Elbert),David Willson,2939
Attorney General - REP (Fremont),Michael J. Allen,4766
Attorney General - REP (Fremont),David Willson,3250
Attorney General - REP (Garfield),Michael J. Allen,3289
Attorney General - REP (Garfield),David Willson,2885
Attorney General - REP (Gilpin),Michael J. Allen,376
Attorney General - REP (Gilpin),David Willson,231
Attorney General - REP (Grand),Michael J. Allen,1081
Attorney General - REP (Grand),David Willson,767
Attorney General - REP (Kit Carson),Michael J. Allen,737
Attorney General - REP (Kit Carson),David Willson,544
Attorney General - REP (Las Animas),Michael J. Allen,902
Attorney General - REP (Las Animas),David Willson,603
Attorney General - REP (Lincoln),Michael J. Allen,558
Attorney General - REP (Lincoln),David Willson,314
Attorney General - REP (Logan),Michael J. Allen,1959
Attorney General - REP (Logan),David Willson,1240
Attorney General - REP (Mesa),Michael J. Allen,13730
Attorney General - REP (Mesa),David Willson,10064
Attorney General - REP (Morgan),Michael J. Allen,1939
Attorney General - REP (Morgan),David Willson,1283
Attorney General - REP (Phillips),Michael J. Allen,503
Attorney General - REP (Phillips),David Willson,340
Attorney General - REP (Prowers),Michael J. Allen,843
Attorney General - REP (Prowers),David Willson,569
Attorney General - REP (Pueblo),Michael J. Allen,8670
Attorney General - REP (Pueblo),David Willson,5675
Attorney General - REP (Routt),Michael J. Allen,854
Attorney General - REP (Routt),David Willson,580
Attorney General - REP (Sedgwick),Michael J. Allen,301
Attorney General - REP (Sedgwick),David Willson,186
Attorney General - REP (Summit),Michael J. Allen,797
Attorney General - REP (Summit),David Willson,463
Attorney General - REP (Weld),Michael J. Allen,19435
Attorney General - REP (Weld),David Willson,14222
Attorney General - REP (Yuma),Michael J. Allen,1156
Attorney General - REP (Yuma),David Willson,789
Baca County Assessor - REP,Crista D. Figgins,925
Baca County Clerk and Recorder - DEM,Sharon Dubois,141
Baca County Commissioner - District 2 - REP,Tyson Chick,576
Baca County Commissioner - District 2 - REP,Anthony LeBlanc,289
Baca County Commissioner - District 2 - REP,Jason T Franklin,171
Baca County Coroner - REP,Everett Brisendine,873
Baca County Sheriff - REP,Aaron Mack Shiplett,848
Baca County Treasurer - REP,Jozy Stegman,886
Bent County Clerk and Recorder - REP,Anne Boswell,537
Bent County Commissioner - District 2 - REP,C J Gallegos,606
Bent County Coroner - REP,Jason E. Nichols,640
Bent County Sheriff - REP,Jake R. Six,550
Bent County Treasurer - REP,Jennifer M. Godfrey,631
Boulder County Assessor - DEM,Cynthia Braddock,62303
Boulder County Clerk and Recorder - DEM,Molly Fitzpatrick,65609
Boulder County Commissioner - District 3 - DEM,Ashley Stolzmann,63802
Boulder County Coroner - DEM,Jeff Martin,62149
Boulder County Sheriff - DEM,Curtis Johnson,62384
Boulder County Surveyor - DEM,Kayce D. W. Keane,62001
Boulder County Treasurer - DEM,Rachel Friend,41051
Boulder County Treasurer - DEM,Jenn Kaaoush,31924
Chaffee County Clerk and Recorder - DEM,Sophia Gibb,3548
Chaffee County Commissioner - District 3 - DEM,PT Wood,3508
Chaffee County Commissioner - District 3 - REP,Toby Taylor,2264
Chaffee County Coroner - DEM,Jeff Graf,3531
Chaffee County Treasurer - DEM,Jolene Ellis,3488
Cheyenne County Assessor - REP,Lacey Welsh,448
Cheyenne County Clerk and Recorder - REP,Allison Brown,503
Cheyenne County Commissioner - District 2 - REP,Ronald R Smith,378
Cheyenne County Commissioner - District 2 - REP,Sam Mitchek,171
Cheyenne County Sheriff - REP,Joseph Conner,447
Cheyenne County Treasurer - REP,Gaila Mitchek,498
City of Durango Ballot Issue 2A,FOR THE ORDINANCE,6
City of Durango Ballot Issue 2A,AGAINST THE ORDINANCE,1
Clear Creek County Assessor - REP,Donna Gee,734
Clear Creek County Clerk and Recorder - DEM,Lisa Manifold,1351
Clear Creek County Commissioner - District 1 - DEM,Chris Gould,1435
Clear Creek County Coroner - REP,Chris Hegmann,726
Clear Creek County Sheriff - REP,Ron Thornton,740
Clear Creek County Treasurer - DEM,Keith Vieweg,1369
Clerk and Recorder (DEM),Liz Newsom,1948
Clerk and Recorder (REP),Jolene Stetson Linke,1770
Clerk & Recorder (REP),"Lynda ""Lyn"" Scott",2240
Commissioner - District 2 (REP),Timothy Knabenshue,2190
Commissioner - District 3 (REP),Randy George,1766
Conejos County Assessor - DEM,Naomi Martinez-Keys ,1005
Conejos County Clerk and Recorder - DEM,Nathan Ruybal ,981
Conejos County Commissioner District 2 - DEM,Randy Perea,956
Conejos County Commissioner District 2 - REP,Colton Sutherland,705
Conejos County Commissioner District 2 - REP,Mitchell Jarvies,582
Conejos County Coroner - REP,Ashley Crowther ,744
Conejos County Coroner - REP,Richard A. Martin,553
Conejos County Sheriff - DEM,Matthew Montoya ,899
Conejos County Sheriff - REP,Garth Crowther ,1091
Conejos County Surveyor - REP,Toby Crowther ,1110
Conejos County Treasurer - DEM,Donald E. Valdez,591
Conejos County Treasurer - DEM,Cathy Flores,550
Costilla County Assessor - DEM,Pamela Vigil,555
Costilla County Assessor - DEM,Angelina M. Espinoza,448
Costilla County Assessor - REP,Gary Myco,271
Costilla County Clerk and Recorder - DEM,Adelia Romero,868
Costilla County Commissioner District 2 - DEM,Patrick Roybal,410
Costilla County Commissioner District 2 - DEM,"Lorraine A. ""Lorrie"" Quintana",354
Costilla County Commissioner District 2 - DEM,Patrick Maestas,253
Costilla County Coroner - DEM,Sherri Vigil,879
Costilla County Sheriff - DEM,Jason Maestas,805
Costilla County Sheriff - DEM,Cruz Soto,141
Costilla County Sheriff - REP,Kirk Taylor,252
Costilla County Sheriff - REP,Joe Smith,71
Costilla County Treasurer - DEM,Michael Ray Vigil,928
County Assessor (DEM),April Nielsen,945
County Clerk and Recorder (DEM),Joe Self,931
County Clerk and Recorder (REP),Tara Gillivan,572
County Clerk & Recorder (REP),Jacklyn K. Harmon,5909
County Commissioner - District 1 (DEM),Jonathan Godes,5050
County Commissioner - District 1 (REP),Eric Rudd,5833
County Commissioner - District 2 (DEM),Susan Berumen,918
County Commissioner - District 2 (REP),Brady S. Fowler,592
County Coroner (DEM),Zane Laubhan,934
County Coroner (REP),Robert Glassmire,5919
County Sheriff (DEM),Greg Demo,930
County Surveyor (DEM),Corey Diekman,919
Crowley County Assessor - REP,Doug England,580
Crowley County Clerk and Recorder - REP,"Melinda ""Mindy"" Carter",590
Crowley County Commissioner - District 1 - REP,Roy Elliott,544
Crowley County Sheriff - REP,Jonathan Mazzella,561
Crowley County Treasurer - REP,Holly McCuistion,568
Custer County Assessor - REP,J.D. Henrich,1078
Custer County Board of County Commissioners - District 1 - REP,Taylor LoPresti,986
Custer County Clerk and Recorder - REP,Kelley S. Camper,1085
Custer County Coroner - REP,Brad L. Baltzly,1022
Custer County Sheriff - REP,Lloyd Rich Smith,985
Custer County Treasurer - REP,Virginia Trujillo,1036
Delta County Assessor - REP,Jolene George,5336
Delta County Clerk and Recorder - REP,Rene D. Warner,5367
Delta County Commissioner - District 1 - DEM,Nathan Clay,2588
Delta County Commissioner - District 1 - REP,Matt Soper,5486
Delta County Coroner - DEM,Jill Deneau,2460
Delta County Coroner - REP,Lance B. Boren,5472
Delta County Sheriff - DEM,Demitri Stelter,2335
Delta County Sheriff - REP,Quinn Archibeque,4405
Delta County Sheriff - REP,Darel Reed,1002
Delta County Treasurer - REP,Brittany Kuhn,5337
Dolores County Commissioner District 1 - REP,Jerry Baxter,423
Dolores County Coroner - REP,Aaron Hankins,446
Dolores County Sheriff - REP,Krista M Schear,336
Dolores County Treasurer - REP,Taylor L. Funk,468
Douglas County Assessor (DEM),Kara Garr,41690
Douglas County Assessor (REP),Toby Damisch,44554
Douglas County Clerk and Recorder (DEM),Jim Oehler,41565
Douglas County Clerk and Recorder (REP),Sheri Davis,44798
Douglas County Commissioner - District 1 (DEM),Irene Bonham,41828
Douglas County Commissioner - District 1 (REP),Jake Bockenfeld,27315
Douglas County Commissioner - District 1 (REP),John Diak,21596
Douglas County Coroner (REP),Raeann Brown,44840
Douglas County Sheriff (REP),Darren M. Weekly,45987
Douglas County Surveyor (REP),Darrell E. Roberts,44699
Douglas County Treasurer (DEM),Dan Smith,41629
Douglas County Treasurer (REP),Tim Dietz,29262
Douglas County Treasurer (REP),Meghann Silverthorn,18539
Eagle County Assessor - DEM,Andie Noakes,5399
Eagle County Assessor - REP,Christopher Buono,2155
Eagle County Commissioner - District 3 - DEM,Kathleen Brendza,5579
Eagle County Commissioner - District 3 - REP,Wendy Sacks,2219
Eagle County Coroner - DEM,Claire Noble,5531
Eagle County Coroner - REP,"Christian ""Chris"" Ryan",2197
Eagle County Sheriff - DEM,Rebecca Anderson,3838
Eagle County Sheriff - DEM,Jason Boston,2676
Eagle County Sheriff - REP,James Van Beek,2339
Eagle County Treasurer - DEM,Teak Simonton,5715
Elbert County Assessor (REP),Susan Murphy,6005
Elbert County Clerk and Recorder (REP),Rhonda Braun,6101
Elbert County Commissioner - District 2 (REP),Ken Madsen,5018
Elbert County Commissioner - District 2 (REP),Dallas Schroeder,2107
Elbert County Coroner (DEM),Edmond Charles Hauser,1455
Elbert County Coroner (REP),Todd Pederson,6120
Elbert County Sheriff (REP),Timothy D. Norton,6222
Elbert County Surveyor (REP),Karl Szyszkoski,6034
Elbert County Treasurer (REP),Sheryl (Sherry) Hewlett,6088
El Paso County Assessor - DEM,David 'Muka' Traenkle,62196
El Paso County Assessor - REP,Becky Fuller,58436
El Paso County Assessor - REP,Raymond Garcia,20051
El Paso County Clerk and Recorder - DEM,Tracie Woods,63885
El Paso County Clerk and Recorder - REP,Steve Schleiker,76737
El Paso County Commissioner - District 1 - DEM,Gavin Rainey,13047
El Paso County Commissioner - District 1 - REP,Ryan Graham,15384
El Paso County Commissioner - District 1 - REP,Lindsay Moore,9027
El Paso County Commissioner - District 5 - DEM,Yolanda L. Avila,8719
El Paso County Commissioner - District 5 - DEM,Christian Seale,3744
El Paso County Commissioner - District 5 - REP,Lauren Nelson,6147
El Paso County Commissioner - District 5 - REP,Vickie Tonkins,3692
El Paso County Coroner - REP,Emily Russell-Kinsley,75033
El Paso County Sheriff - DEM,Mateo Montoya-Collis,62482
El Paso County Sheriff - REP,Joe Roybal,76353
El Paso County Treasurer - REP,Chuck Broerman,75984
Fremont County Assessor - REP,Stacey Seifert,7386
Fremont County Board of County Commissioners - District 2 - REP,Gregory Carlson,7479
Fremont County Clerk and Recorder - REP,Justin D Grantham,7608
Fremont County Coroner - REP,Randy V. Keller,7621
Fremont County Sheriff - REP,Greg Owen,5515
Fremont County Sheriff - REP,Derek Irvine,3062
Fremont County Treasurer - REP,Kathy Elliot,7468
Garfield County Assessor (REP),Jim Yellico,5891
Garfield County Sheriff (REP),Brent Baker,4998
Garfield County Sheriff (REP),Dan Loya,2396
Garfield County Treasurer (REP),Carrie Couey,5810
Gilpin County Assessor (REP),Kathleen Balfour,578
Gilpin County Sheriff (REP),Zach Meyer,583
Gilpin County Treasurer (REP),Brenda Diehl,579
Governor - DEM,Phil Weiser,429548
Governor - DEM,Michael Bennet,322878
Governor - DEM (Bent),Michael Bennet,236
Governor - DEM (Bent),Phil Weiser,88
Governor - DEM (Conejos),Michael Bennet,710
Governor - DEM (Conejos),Phil Weiser,400
Governor - DEM (Douglas),Phil Weiser,27538
Governor - DEM (Douglas),Michael Bennet,24180
Governor - DEM (Huerfano),Michael Bennet,728
Governor - DEM (Huerfano),Phil Weiser,492
Governor - DEM (Larimer),Phil Weiser,36695
Governor - DEM (Larimer),Michael Bennet,26822
Governor - DEM (Mesa),Phil Weiser,9919
Governor - DEM (Mesa),Michael Bennet,6924
Governor - DEM (Ouray),Phil Weiser,708
Governor - DEM (Ouray),Michael Bennet,581
Governor - REP,Victor Marx,172604
Governor - REP,Barb Kirkmeyer,166294
Governor - REP,Scott Bottoms,90228
Governor - REP,"Kelvin ""K-Man"" Wimberly",66
Governor - REP (Cheyenne),Barb Kirkmeyer,268
Governor - REP (Cheyenne),Victor Marx,195
Governor - REP (Cheyenne),Scott Bottoms,71
Governor - REP (Cheyenne),"Kelvin ""K-Man"" Wimberly",0
Governor - REP (Crowley),Victor Marx,353
Governor - REP (Crowley),Barb Kirkmeyer,149
Governor - REP (Crowley),Scott Bottoms,125
Governor - REP (Crowley),"Kelvin ""K-Man"" Wimberly",0
Governor - REP (Delta),Victor Marx,3366
Governor - REP (Delta),Barb Kirkmeyer,1690
Governor - REP (Delta),Scott Bottoms,1224
Governor - REP (Delta),"Kelvin ""K-Man"" Wimberly",1
Governor - REP (Denver),Barb Kirkmeyer,9085
Governor - REP (Denver),Victor Marx,5474
Governor - REP (Denver),Scott Bottoms,3323
Governor - REP (Denver),"Kelvin ""K-Man"" Wimberly",5
Governor - REP (Dolores),Victor Marx,217
Governor - REP (Dolores),Scott Bottoms,149
Governor - REP (Dolores),Barb Kirkmeyer,110
Governor - REP (Jefferson),Barb Kirkmeyer,24124
Governor - REP (Jefferson),Victor Marx,18975
Governor - REP (Jefferson),Scott Bottoms,9722
Governor - REP (Jefferson),"Kelvin ""K-Man"" Wimberly",14
Governor - REP (Jefferson),Write-In:,0
Governor - REP (Montrose),Victor Marx,3668
Governor - REP (Montrose),Barb Kirkmeyer,2082
Governor - REP (Montrose),Scott Bottoms,1862
Governor - REP (Montrose),"Kelvin ""K-Man"" Wimberly",0
Governor - REP (Otero),Victor Marx,1241
Governor - REP (Otero),Barb Kirkmeyer,645
Governor - REP (Otero),Scott Bottoms,554
Governor - REP (Teller),Victor Marx,2343
Governor - REP (Teller),Barb Kirkmeyer,1504
Governor - REP (Teller),Scott Bottoms,1234
Governor - REP (Teller),"Kelvin ""K-Man"" Wimberly",0
Governor - UNI,Jeff Peckman,146
Governor - UNI,Paul Noel Fiorino,126
Grand County Assessor (REP),Christine Murphy,1759
Grand County Coroner (REP),Tawnya Bailey,1775
Grand County Sheriff (REP),Brett D. Schroetlin,1798
Grand County Treasurer (REP),Marcy Wheatley,1777
Gunnison County Assessor - DEM,Alexandra Cohen,2200
Gunnison County Clerk and Recorder - DEM,Kathy Simillion,2608
Gunnison County Commissioner District 3 - DEM,Laura Puckett Daniels,2612
Gunnison County Coroner - DEM,Michael Barnes,2325
Hinsdale County Assessor - REP,Allison Waddington,140
Hinsdale County Clerk and Recorder - REP,Joan Roberts,165
Hinsdale County Commissioner District 2 - REP,Kristine M Borchers,121
Hinsdale County Sheriff - REP,Jordan Kaminski,128
Hinsdale County Treasurer - REP,Lori Hanko,148
Huerfano County Assessor - DEM,Elisha Meadows,1018
Huerfano County Commissioner - District 3 - REP,Karl Sporleder,917
Huerfano County Sheriff - DEM,Bruce Newman,962
Huerfano County Sheriff - REP,Jim Chamberlain,698
Huerfano County Sheriff - REP,Will Everhart,292
Jackson County Assessor - REP,Cheryl Corkle,362
Jackson County Clerk and Recorder - REP,Jo McQueary,307
Jackson County Clerk and Recorder - REP,Shelly Juranek,223
Jackson County Commissioner 1 - REP,John Lathrop,371
Jackson County Commissioner 1 - REP,Matt Shuler,164
Jackson County Coroner - REP,George E. Crocket,371
Jackson County Coroner - REP,Monica Love,160
Jackson County Sheriff - REP,Andy Collins,250
Jackson County Sheriff - REP,John Symonds,245
Jackson County Surveyor - REP,Randall R. Miller,413
Jackson County Treasurer - REP,Ekho Wyatt,417
Jefferson County Assessor - DEM,Andy Kerr,54130
Jefferson County Assessor - DEM,Sue Flageolle,44354
Jefferson County Assessor - REP,Vera King,42880
Jefferson County Clerk and Recorder - DEM,Nicole Hensel,87618
Jefferson County Clerk and Recorder - REP,Paul Poston,42945
Jefferson County Commissioner - District 3 - DEM,Lisa A. Cutter,87799
Jefferson County Commissioner - District 3 - REP,Stephanie VandenBerg,43286
Jefferson County Coroner - DEM,Nick Lobello,87316
Jefferson County Coroner - REP,Allison Harmon,43088
Jefferson County Sheriff - DEM,"Regina ""Reggie"" Marinelli",87567
Jefferson County Sheriff - REP,Weston Imer,43091
Jefferson County Surveyor - REP,Robert Hennessy,43244
Jefferson County Treasurer - DEM,Eric Proctor,86963
Jefferson County Treasurer - REP,Bob Szulczewski,43004
Kiowa County Assessor - REP,Marci Miller,380
Kiowa County Clerk and Recorder - REP,Adrienne Yates,375
Kiowa County Commissioner - District 2 - REP,Howard Robertson,334
Kiowa County Coroner - REP,Jimmy Brown,371
Kiowa County Sheriff - REP,Bryan Williams,296
Kiowa County Sheriff - REP,Joshua Robertson,157
Kiowa County Treasurer - REP,Diana Flory,367
Kit Carson County Assessor - DEM,Abbey Mullis,234
Kit Carson County Assessor - REP,Alexandra Navarro,1144
Kit Carson County Clerk and Recorder - REP,Susan Corliss,1381
Kit Carson County Commissioner - District 2 - REP,Cory Wall,1339
Kit Carson County Coroner - REP,Randy B. Gorton,1418
Kit Carson County Sheriff - REP,Travis Belden,1381
Kit Carson County Treasurer - REP,Pamela J. Mills,1394
Lake County Clerk and Recorder - DEM,Andy Higby,805
Lake County Clerk and Recorder - REP,Tina Tekansik,387
Lake County Commissioner District 1 - DEM,Nathan A Dye,808
Lake County Commissioner District 1 - REP,Matthew Main,419
Lake County Coroner - DEM,Jeffery Edmonds,709
Lake County Coroner - DEM,Alexander Krieg,323
Lake County Sheriff - REP,Heath Speckman,342
Lake County Sheriff - REP,Michael Romero,118
Lake County Treasurer - DEM,Padraic D. Smith,892
La Plata County Assessor - DEM,Carrie Woodson,7901
La Plata County Commissioner District 1 - DEM,Elizabeth Philbrick,8530
La Plata County Coroner - DEM,Trever Nyx,7803
La Plata County Coroner - REP,Cathy Lynn Seibel,4242
La Plata County Sheriff - DEM,Sean Smith,7940
La Plata County Surveyor - REP,Daryl Z Crites,4203
La Plata County Treasurer - DEM,Miles Walsh,7709
Larimer County Assessor - DEM,Bob Overbeck,48958
Larimer County Assessor - REP,Patrick Edwards,27529
Larimer County Clerk and Recorder - DEM,Kenneth Forsythe,48565
Larimer County Clerk and Recorder - REP,Tina Harris,28786
Larimer County Commissioner - District 1 - DEM,Shane Atkinson,49477
Larimer County Commissioner - District 1 - REP,Marc Roberson,28243
Larimer County Coroner - DEM,Stephen Hanks,46964
Larimer County Sheriff - REP,John J. Feyen,28024
Larimer County Surveyor - REP,Tom Donnelly,27678
Larimer County Treasurer - DEM,Joann Ginal,33184
Larimer County Treasurer - DEM,Conor M. Duffy,23684
Larimer County Treasurer - REP,Steve Olson,27726
Las Animas County Assessor - REP,Jodi M. Amato,1535
Las Animas County Clerk and Recorder - DEM,Joseph Mestas,1780
Las Animas County Clerk and Recorder - REP,Karrie L. Apple,1609
Las Animas County Commissioner District 3 - DEM,Jim D Montoya,1074
Las Animas County Commissioner District 3 - DEM,Phillip Rico,1067
Las Animas County Commissioner District 3 - REP,Brad Doherty,1539
Las Animas County Coroner - DEM,Leigh Elliott-Lopez,1727
Las Animas County Coroner - REP,"Dominic ""Junie"" Verquer",1422
Las Animas County Sheriff - DEM,Derek J. Navarette,1757
Las Animas County Sheriff - REP,John Johnson,1429
Las Animas County Treasurer - DEM,Sarah A. Martinez,1834
Las Animas County Treasurer - REP,Luis A. Lopez II,1426
Lincoln County Assessor - REP,Jeremiah Higgins,846
Lincoln County Clerk and Recorder - REP,Corinne M. Lengel,909
Lincoln County Commissioner - District 1 - REP,Wayne E. Ewing,678
Lincoln County Commissioner - District 1 - REP,Rex Rhule,272
Lincoln County Commissioner - District 1 - REP,Dan Brent,123
Lincoln County Coroner - REP,Andrew S. Lorensen,883
Lincoln County Sheriff - REP,Michael L. Yowell,951
Lincoln County Treasurer - REP,Ashley D. Erwin,908
Logan County Assessor - REP,Peggy Michaels,3111
Logan County Clerk and Recorder - REP,Pam Bacon,3164
Logan County Commissioner - District 3 - REP,Jim Santomaso,3194
Logan County Sheriff - REP,Jeremy Leisure,3057
Logan County Treasurer - REP,Patty Bartlett,3136
Mesa County Assessor - REP,Brent Goff,21355
Mesa County Clerk and Recorder - REP,Bobbie Gross,17607
Mesa County Clerk and Recorder - REP,Abby Silzell,7971
Mesa County Commissioner - District 2 - REP,Bobbie Daniel,22307
Mesa County Coroner - REP,Dean Havlik,21771
Mesa County Sheriff - REP,Ross Young,21611
Mesa County Surveyor - REP,Jon Kobylarz,21233
Mesa County Treasurer - DEM,Dave Edwards,13059
Mesa County Treasurer - REP,Greg Haitz,21378
Mineral County Assessor - REP,Hendrik Shullts,170
Mineral County Clerk and Recorder - REP,Eryn K Wintz ,172
Mineral County Commissioner - District 1 - DEM,R. Scott Lamb,167
Mineral County Coroner - DEM,Jimmy K Adelman,156
Moffat County Assessor - REP,Camie Herod,2027
Moffat County Clerk and Recorder - REP,Stacy Morgan,2105
Moffat County Commissioner District 3 - REP,Steve Maneotis,1401
Moffat County Commissioner District 3 - REP,Doug Winters,1091
Moffat County Coroner - REP,Jesse Arthurs,2157
Moffat County Sheriff - REP,Chip Dio McIntyre,2068
Moffat County Surveyor - REP,Michael Fraher,2042
Moffat County Surveyor - REP,Bill W.A. Baker,8
Moffat County Treasurer - REP,Amy Wilson,2078
Montezuma County Clerk and Recorder - REP,Jerri Frizzell,3140
Montezuma County Clerk and Recorder - REP,Lenetta Shull,1382
Montezuma County Commissioner District 1 - DEM,Rebecca Busic,2521
Montezuma County Commissioner District 1 - REP,Rodney Cox,2588
Montezuma County Commissioner District 1 - REP,Bonnie Anderson,1366
Montezuma County Commissioner District 1 - REP,Diane Fox-Spratlen,752
Montezuma County Coroner - REP,George Deavers,4079
Montezuma County Sheriff - REP,Tyson Cox,3933
Montezuma County Treasurer - REP,Ellen Black,3930
Montrose County Assessor - REP,Brad Hughes,6393
Montrose County Clerk and Recorder - REP,Tressa Guynes,6645
Montrose County Commissioner - District 2 - REP,Caryn Webb Gibson,6391
Montrose County Commissioner - District 3 - REP,Ed Lafferty,6342
Montrose County Coroner - REP,Shaye Schottel,6436
Montrose County Sheriff - REP,Gene R. Lillard,6665
Montrose County Surveyor - REP,James Pierce Jr.,6292
Montrose County Treasurer - REP,Rosemary Murphy,6597
Morgan County Assessor - REP,Tim Amen,3141
Morgan County Clerk and Recorder - REP,Kevin Strauch,3305
