contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,zero_discrepancy_count,one_vote_under_count,two_vote_under_count,disagreement_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Attorney General - REP (Adams),county_wide_contest,risk_limit_achieved,1,95537,30878,"""Michael J. Allen""",4078,0.03000000,172,0,0,0,0,0,0,1.03905000,0,171,171
Attorney General - REP (Alamosa),county_wide_contest,risk_limit_achieved,1,3475,1709,"""Michael J. Allen""",352,0.03000000,73,0,0,0,0,0,0,1.03905000,0,72,72
Attorney General - REP (Arapahoe),county_wide_contest,risk_limit_achieved,1,139152,42425,"""Michael J. Allen""",7317,0.03000000,140,0,0,0,0,0,0,1.03905000,0,139,139
Attorney General - REP (Bent),county_wide_contest,risk_limit_achieved,1,1087,753,"""Michael J. Allen""",145,0.03000000,56,0,0,0,0,0,0,1.03905000,0,55,55
Attorney General - REP (Broomfield),county_wide_contest,risk_limit_achieved,1,22906,6216,"""Michael J. Allen""",1035,0.03000000,163,0,0,0,0,0,0,1.03905000,0,162,162
Attorney General - REP (Eagle),county_wide_contest,risk_limit_achieved,1,10412,2846,"""Michael J. Allen""",291,0.03000000,262,0,0,0,0,0,0,1.03905000,0,261,261
Attorney General - REP (Elbert),county_wide_contest,risk_limit_achieved,1,9919,7492,"""Michael J. Allen""",726,0.03000000,101,0,0,0,0,0,0,1.03905000,0,100,100
Attorney General - REP (Fremont),county_wide_contest,risk_limit_achieved,1,13174,8982,"""Michael J. Allen""",1516,0.03000000,65,0,0,0,0,0,0,1.03905000,0,64,64
Attorney General - REP (Garfield),county_wide_contest,risk_limit_achieved,1,14398,7559,"""Michael J. Allen""",404,0.03000000,261,0,0,0,0,0,0,1.03905000,0,260,260
Attorney General - REP (Gilpin),county_wide_contest,risk_limit_achieved,1,1888,688,"""Michael J. Allen""",145,0.03000000,96,0,0,0,0,0,0,1.03905000,0,95,95
Attorney General - REP (Grand),county_wide_contest,risk_limit_achieved,1,4645,2206,"""Michael J. Allen""",314,0.03000000,109,0,0,0,0,0,0,1.03905000,0,108,108
Attorney General - REP (Kit Carson),county_wide_contest,risk_limit_achieved,1,1867,1583,"""Michael J. Allen""",193,0.03000000,72,0,0,0,0,0,0,1.03905000,0,71,71
Attorney General - REP (Las Animas),county_wide_contest,risk_limit_achieved,1,4007,1740,"""Michael J. Allen""",299,0.03000000,99,0,0,0,0,0,0,1.03905000,0,98,98
Attorney General - REP (Lincoln),county_wide_contest,risk_limit_achieved,1,1317,1089,"""Michael J. Allen""",244,0.03000000,41,0,0,0,0,0,0,1.03905000,0,40,40
Attorney General - REP (Logan),county_wide_contest,risk_limit_achieved,1,4846,3699,"""Michael J. Allen""",719,0.03000000,51,0,0,0,0,0,0,1.03905000,0,50,50
Attorney General - REP (Mesa),county_wide_contest,risk_limit_achieved,1,44177,26985,"""Michael J. Allen""",3666,0.03000000,89,0,0,0,0,0,0,1.03905000,0,88,88
Attorney General - REP (Morgan),county_wide_contest,risk_limit_achieved,1,5220,3676,"""Michael J. Allen""",656,0.03000000,59,0,0,0,0,0,0,1.03905000,0,58,58
Attorney General - REP (Phillips),county_wide_contest,risk_limit_achieved,1,1310,1088,"""Michael J. Allen""",163,0.03000000,60,0,0,0,0,0,0,1.03905000,0,59,59
Attorney General - REP (Prowers),county_wide_contest,risk_limit_achieved,1,2298,1703,"""Michael J. Allen""",274,0.03000000,63,0,0,0,0,0,0,1.03905000,0,62,62
Attorney General - REP (Pueblo),county_wide_contest,risk_limit_achieved,1,39028,15507,"""Michael J. Allen""",2995,0.03000000,96,0,0,0,0,0,0,1.03905000,0,95,95
Attorney General - REP (Routt),county_wide_contest,risk_limit_achieved,1,6297,1638,"""Michael J. Allen""",274,0.03000000,169,0,0,0,0,0,0,1.03905000,0,168,168
Attorney General - REP (Sedgwick),county_wide_contest,risk_limit_achieved,1,801,675,"""Michael J. Allen""",115,0.03000000,52,0,0,0,0,0,0,1.03905000,0,51,51
Attorney General - REP (Summit),county_wide_contest,risk_limit_achieved,1,6774,1469,"""Michael J. Allen""",334,0.03000000,149,0,0,0,0,0,0,1.03905000,0,148,148
Attorney General - REP (Weld),county_wide_contest,risk_limit_achieved,1,69640,37563,"""Michael J. Allen""",5213,0.03000000,99,0,0,0,0,0,0,1.03905000,0,98,98
Attorney General - REP (Yuma),county_wide_contest,risk_limit_achieved,1,2849,2509,"""Michael J. Allen""",367,0.03000000,58,0,0,0,0,0,0,1.03905000,0,57,57
Baca County Assessor - REP,opportunistic_benefits,not_auditable,1,1215,1052,"""Crista D. Figgins""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,1215,160,"""Sharon Dubois""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Commissioner - District 2 - REP,county_wide_contest,risk_limit_achieved,1,1215,1052,"""Tyson Chick""",287,0.03000000,32,0,0,0,0,0,0,1.03905000,0,31,31
Baca County Coroner - REP,opportunistic_benefits,not_auditable,1,1215,1052,"""Everett Brisendine""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Sheriff - REP,opportunistic_benefits,not_auditable,1,1215,1052,"""Aaron Mack Shiplett""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Baca County Treasurer - REP,opportunistic_benefits,not_auditable,1,1215,1052,"""Jozy Stegman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,1087,753,"""Anne Boswell""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Commissioner - District 2 - REP,opportunistic_benefits,not_auditable,1,1087,753,"""C J Gallegos""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Coroner - REP,opportunistic_benefits,not_auditable,1,1087,753,"""Jason E. Nichols""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Sheriff - REP,opportunistic_benefits,not_auditable,1,1087,753,"""Jake R. Six""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Bent County Treasurer - REP,opportunistic_benefits,not_auditable,1,1087,753,"""Jennifer M. Godfrey""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Assessor - DEM,opportunistic_benefits,not_auditable,1,100423,85924,"""Cynthia Braddock""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,100423,85924,"""Molly Fitzpatrick""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Commissioner - District 3 - DEM,opportunistic_benefits,not_auditable,1,100423,85924,"""Ashley Stolzmann""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Coroner - DEM,opportunistic_benefits,not_auditable,1,100423,85924,"""Jeff Martin""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Sheriff - DEM,opportunistic_benefits,not_auditable,1,100423,85924,"""Curtis Johnson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Surveyor - DEM,opportunistic_benefits,not_auditable,1,100423,85924,"""Kayce D. W. Keane""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Boulder County Treasurer - DEM,opportunistic_benefits,ended,1,100423,85924,"""Rachel Friend""",9127,0.03000000,0,0,0,0,0,0,0,1.03905000,0,81,81
Chaffee County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,7491,4762,"""Sophia Gibb""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Commissioner - District 3 - DEM,opportunistic_benefits,not_auditable,1,7491,4762,"""PT Wood""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Commissioner - District 3 - REP,opportunistic_benefits,not_auditable,1,7491,2711,"""Toby Taylor""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Coroner - DEM,opportunistic_benefits,not_auditable,1,7491,4762,"""Jeff Graf""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Chaffee County Treasurer - DEM,opportunistic_benefits,not_auditable,1,7491,4762,"""Jolene Ellis""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Assessor - REP,opportunistic_benefits,not_auditable,1,609,559,"""Lacey Welsh""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,609,559,"""Allison Brown""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Commissioner - District 2 - REP,opportunistic_benefits,ended,1,609,559,"""Ronald R Smith""",207,0.03000000,0,0,0,0,0,0,0,1.03905000,0,22,22
Cheyenne County Sheriff - REP,opportunistic_benefits,not_auditable,1,609,559,"""Joseph Conner""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheyenne County Treasurer - REP,opportunistic_benefits,not_auditable,1,609,559,"""Gaila Mitchek""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Durango Ballot Issue 2A,opportunistic_benefits,ended,1,16146,8,"""FOR THE ORDINANCE""",5,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23532,23532
Clear Creek County Assessor - REP,opportunistic_benefits,not_auditable,1,2641,852,"""Donna Gee""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clear Creek County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,2641,1779,"""Lisa Manifold""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clear Creek County Commissioner - District 1 - DEM,opportunistic_benefits,not_auditable,1,2641,1779,"""Chris Gould""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clear Creek County Coroner - REP,opportunistic_benefits,not_auditable,1,2641,852,"""Chris Hegmann""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clear Creek County Sheriff - REP,opportunistic_benefits,not_auditable,1,2641,852,"""Ron Thornton""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clear Creek County Treasurer - DEM,opportunistic_benefits,not_auditable,1,2641,1779,"""Keith Vieweg""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clerk and Recorder (DEM),opportunistic_benefits,not_auditable,1,4645,2425,"""Liz Newsom""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clerk and Recorder (REP),opportunistic_benefits,not_auditable,1,4645,2204,"""Jolene Stetson Linke""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Clerk & Recorder (REP),opportunistic_benefits,not_auditable,1,4134,2508,"""Lynda ""Lyn"" Scott""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Commissioner - District 2 (REP),opportunistic_benefits,not_auditable,1,4134,2508,"""Timothy Knabenshue""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Commissioner - District 3 (REP),opportunistic_benefits,not_auditable,1,4645,2204,"""Randy George""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Assessor - DEM,opportunistic_benefits,not_auditable,1,2489,1163,"""Naomi Martinez-Keys """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,2489,1163,"""Nathan Ruybal """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Commissioner District 2 - DEM,opportunistic_benefits,not_auditable,1,2489,1163,"""Randy Perea""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Commissioner District 2 - REP,opportunistic_benefits,ended,1,2489,1324,"""Colton Sutherland""",123,0.03000000,0,0,0,0,0,0,0,1.03905000,0,148,148
Conejos County Coroner - REP,county_wide_contest,risk_limit_achieved,1,2489,1324,"""Ashley Crowther """,191,0.03000000,96,0,0,0,0,0,0,1.03905000,0,95,95
Conejos County Sheriff - DEM,opportunistic_benefits,not_auditable,1,2489,1163,"""Matthew Montoya """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Sheriff - REP,opportunistic_benefits,not_auditable,1,2489,1324,"""Garth Crowther """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Surveyor - REP,opportunistic_benefits,not_auditable,1,2489,1324,"""Toby Crowther """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Conejos County Treasurer - DEM,opportunistic_benefits,ended,1,2489,1163,"""Donald E. Valdez""",41,0.03000000,0,0,0,0,0,0,0,1.03905000,0,443,443
Costilla County Assessor - DEM,county_wide_contest,risk_limit_achieved,1,1416,1066,"""Pamela Vigil""",107,0.03000000,98,0,0,0,0,0,0,1.03905000,0,97,97
Costilla County Assessor - REP,opportunistic_benefits,not_auditable,1,1416,349,"""Gary Myco""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Costilla County Clerk and Recorder - DEM,opportunistic_benefits,not_auditable,1,1416,1066,"""Adelia Romero""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Costilla County Commissioner District 2 - DEM,opportunistic_benefits,ended,1,1416,1066,"""Patrick Roybal""",56,0.03000000,0,0,0,0,0,0,0,1.03905000,0,185,185
Costilla County Coroner - DEM,opportunistic_benefits,not_auditable,1,1416,1066,"""Sherri Vigil""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Costilla County Sheriff - DEM,opportunistic_benefits,ended,1,1416,1066,"""Jason Maestas""",664,0.03000000,0,0,0,0,0,0,0,1.03905000,0,16,16
Costilla County Sheriff - REP,opportunistic_benefits,ended,1,1416,349,"""Kirk Taylor""",181,0.03000000,0,0,0,0,0,0,0,1.03905000,0,58,58
Costilla County Treasurer - DEM,opportunistic_benefits,not_auditable,1,1416,1066,"""Michael Ray Vigil""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Assessor (DEM),opportunistic_benefits,not_auditable,1,1888,1196,"""April Nielsen""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Clerk and Recorder (DEM),opportunistic_benefits,not_auditable,1,1888,1196,"""Joe Self""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Clerk and Recorder (REP),opportunistic_benefits,not_auditable,1,1888,688,"""Tara Gillivan""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Clerk & Recorder (REP),opportunistic_benefits,not_auditable,1,14398,7557,"""Jacklyn K. Harmon""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Commissioner - District 1 (DEM),opportunistic_benefits,not_auditable,1,14398,6788,"""Jonathan Godes""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Commissioner - District 1 (REP),opportunistic_benefits,not_auditable,1,14398,7557,"""Eric Rudd""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Commissioner - District 2 (DEM),opportunistic_benefits,not_auditable,1,1888,1196,"""Susan Berumen""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Commissioner - District 2 (REP),opportunistic_benefits,not_auditable,1,1888,688,"""Brady S. Fowler""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Coroner (DEM),opportunistic_benefits,not_auditable,1,1888,1196,"""Zane Laubhan""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Coroner (REP),opportunistic_benefits,not_auditable,1,14398,7557,"""Robert Glassmire""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Sheriff (DEM),opportunistic_benefits,not_auditable,1,1888,1196,"""Greg Demo""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
County Surveyor (DEM),opportunistic_benefits,not_auditable,1,1888,1196,"""Corey Diekman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Crowley County Assessor - REP,opportunistic_benefits,not_auditable,1,895,660,"""Doug England""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Crowley County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,895,660,"""Melinda ""Mindy"" Carter""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Crowley County Commissioner - District 1 - REP,opportunistic_benefits,not_auditable,1,895,660,"""Roy Elliott""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Crowley County Sheriff - REP,opportunistic_benefits,not_auditable,1,895,660,"""Jonathan Mazzella""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Crowley County Treasurer - REP,opportunistic_benefits,not_auditable,1,895,660,"""Holly McCuistion""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Custer County Assessor - REP,opportunistic_benefits,not_auditable,1,2002,1331,"""J.D. Henrich""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Custer County Board of County Commissioners - District 1 - REP,opportunistic_benefits,not_auditable,1,2002,1331,"""Taylor LoPresti""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Custer County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,2002,1331,"""Kelley S. Camper""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Custer County Coroner - REP,opportunistic_benefits,not_auditable,1,2002,1331,"""Brad L. Baltzly""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Custer County Sheriff - REP,opportunistic_benefits,not_auditable,1,2002,1331,"""Lloyd Rich Smith""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Custer County Treasurer - REP,opportunistic_benefits,not_auditable,1,2002,1331,"""Virginia Trujillo""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Assessor - REP,opportunistic_benefits,not_auditable,1,9806,6437,"""Jolene George""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Clerk and Recorder - REP,opportunistic_benefits,not_auditable,1,9806,6437,"""Rene D. Warner""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Commissioner - District 1 - DEM,opportunistic_benefits,not_auditable,1,9806,3347,"""Nathan Clay""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Delta County Commissioner - District 1 - REP,opportunistic_benefits,not_auditable,1,9806,6437,"""Matt Soper""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
