2026 Morgan County Primary,5.17.17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,United States Senator - DEM (Vote For=1),United States Senator - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Governor - DEM (Vote For=1),Governor - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),State Treasurer - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),State Senator - District 1 - DEM (Vote For=1),Secretary of State - LBR (Vote For=1),Secretary of State - LBR (Vote For=1),United States Senator - REP (Vote For=1),Representative to the 120th United States Congress - District 4 - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Secretary of State - REP (Vote For=1),State Treasurer - REP (Vote For=1),Attorney General - REP (Vote For=1),Attorney General - REP (Vote For=1),State Senator - District 1 - REP (Vote For=1),State Representative - District 63 - REP (Vote For=1),Morgan County Commissioner District 2 - REP (Vote For=1),Morgan County Clerk and Recorder - REP (Vote For=1),Morgan County Treasurer - REP (Vote For=1),Morgan County Assessor - REP (Vote For=1),Morgan County Sheriff - REP (Vote For=1),Morgan County Coroner - REP (Vote For=1),Governor - UNI (Vote For=1),Governor - UNI (Vote For=1)
,,,,,,Julie Gonzales,John Hickenlooper,Eileen Laubacher,Write-in,Jenna Preston,Phil Weiser,Michael Bennet,Amanda Gonzalez,Jessie Danielson,Jeff Bridges,Jena Griswold,David Seligman,Michael Dougherty,Hetal Doshi,Jamie Jeffery,Sean Vadney,Alex Astley,Mark Baisley,Lauren Boebert,Scott Bottoms,Victor Marx,Barb Kirkmeyer,Write-in,"Kelvin ""K-Man"" Wimberly",James Wiley,Kevin Grantham,Michael J. Allen,David Willson,Byron Pelton,Dusty Johnson,Robert W Pennington,Kevin Strauch,Kirstin M Watson,Tim Amen,Dave (David) D. Martin,Mike Dahl,Paul Noël Fiorino,Jeff Peckman
CvrNumber,TabulatorNum,BatchId,RecordId,ImprintedId,BallotType,DEM,DEM,DEM,,,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,LBR,LBR,REP,REP,REP,REP,REP,,,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,UNI,UNI
2602,102,54,24,102-54-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2603,102,54,18,102-54-18,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
2604,102,54,4,102-54-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2605,102,54,44,102-54-44,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2606,102,54,43,102-54-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2607,102,54,27,102-54-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2608,102,54,19,102-54-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2609,102,54,6,102-54-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2610,102,54,40,102-54-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,,
2611,102,54,25,102-54-25,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2612,102,54,10,102-54-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2613,102,54,15,102-54-15,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,,
2614,102,55,42,102-55-42,01-DEM,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2615,102,55,41,102-55-41,01-DEM,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2616,102,55,26,102-55-26,01-DEM,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2617,102,55,11,102-55-11,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2618,102,55,1,102-55-1,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2619,102,55,29,102-55-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
2620,102,55,28,102-55-28,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
2621,102,55,21,102-55-21,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2622,102,55,12,102-55-12,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2623,102,55,2,102-55-2,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2624,102,55,34,102-55-34,01-DEM,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2625,102,55,33,102-55-33,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2626,102,55,22,102-55-22,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
2627,102,55,13,102-55-13,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2628,102,55,5,102-55-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2629,102,55,40,102-55-40,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2630,102,55,39,102-55-39,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2631,102,55,24,102-55-24,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
2632,102,55,14,102-55-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2633,102,55,3,102-55-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2634,102,55,36,102-55-36,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2635,102,55,35,102-55-35,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2636,102,55,23,102-55-23,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2637,102,55,15,102-55-15,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2638,102,55,9,102-55-9,01-DEM,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2639,102,55,48,102-55-48,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2640,102,55,47,102-55-47,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2641,102,55,25,102-55-25,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2642,102,55,16,102-55-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2643,102,55,10,102-55-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2644,102,55,38,102-55-38,01-DEM,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2645,102,55,37,102-55-37,01-DEM,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2646,102,55,27,102-55-27,01-DEM,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
2647,102,55,17,102-55-17,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2648,102,55,7,102-55-7,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2649,102,55,50,102-55-50,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2650,102,55,49,102-55-49,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
2651,102,55,30,102-55-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2652,102,55,18,102-55-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
2653,102,55,8,102-55-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2654,102,55,46,102-55-46,01-DEM,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2655,102,55,45,102-55-45,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,,
2656,102,55,31,102-55-31,01-DEM,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2657,102,55,19,102-55-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,,
2658,102,55,4,102-55-4,01-DEM,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
2659,102,55,44,102-55-44,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2660,102,55,43,102-55-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
2661,102,55,32,102-55-32,01-DEM,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2662,102,55,20,102-55-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2663,102,55,6,102-55-6,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2664,102,56,35,102-56-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2665,102,56,34,102-56-34,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,,
2666,102,56,20,102-56-20,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2667,102,56,11,102-56-11,01-DEM,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2668,102,56,1,102-56-1,01-DEM,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2669,102,56,33,102-56-33,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2670,102,56,32,102-56-32,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
2671,102,56,22,102-56-22,01-DEM,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2672,102,56,12,102-56-12,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2673,102,56,2,102-56-2,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2674,102,56,31,102-56-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2675,102,56,30,102-56-30,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,,
2676,102,56,21,102-56-21,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2677,102,56,13,102-56-13,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2678,102,56,5,102-56-5,01-DEM,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2679,102,56,37,102-56-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2680,102,56,36,102-56-36,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2681,102,56,23,102-56-23,01-DEM,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2682,102,56,14,102-56-14,01-DEM,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2683,102,56,8,102-56-8,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2684,102,56,39,102-56-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2685,102,56,38,102-56-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2686,102,56,24,102-56-24,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2687,102,56,15,102-56-15,01-DEM,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2688,102,56,6,102-56-6,01-DEM,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2689,102,56,29,102-56-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2690,102,56,16,102-56-16,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2691,102,56,10,102-56-10,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2692,102,56,41,102-56-41,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
2693,102,56,40,102-56-40,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,,
2694,102,56,25,102-56-25,01-DEM,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2695,102,56,17,102-56-17,01-DEM,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2696,102,56,9,102-56-9,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2697,102,56,46,102-56-46,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
2698,102,56,45,102-56-45,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2699,102,56,27,102-56-27,01-DEM,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2700,102,56,18,102-56-18,01-DEM,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2701,102,56,3,102-56-3,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2702,102,56,44,102-56-44,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2703,102,56,43,102-56-43,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
2704,102,56,28,102-56-28,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2705,102,56,19,102-56-19,01-DEM,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2706,102,56,7,102-56-7,01-DEM,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2707,102,56,42,102-56-42,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2708,102,56,4,102-56-4,01-DEM,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2709,102,56,26,102-56-26,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
2710,102,57,32,102-57-32,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,,
2711,102,57,31,102-57-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2712,102,57,21,102-57-21,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,,
2713,102,57,11,102-57-11,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2714,102,57,1,102-57-1,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2715,102,57,34,102-57-34,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,,
2716,102,57,33,102-57-33,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2717,102,57,22,102-57-22,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2718,102,57,12,102-57-12,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2719,102,57,2,102-57-2,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
2720,102,57,36,102-57-36,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
2721,102,57,35,102-57-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2722,102,57,23,102-57-23,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2723,102,57,13,102-57-13,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,,
2724,102,57,3,102-57-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2725,102,57,38,102-57-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2726,102,57,37,102-57-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2727,102,57,27,102-57-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2728,102,57,14,102-57-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2729,102,57,9,102-57-9,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,,
2730,102,57,40,102-57-40,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2731,102,57,39,102-57-39,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,,
2732,102,57,28,102-57-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2733,102,57,15,102-57-15,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,,
2734,102,57,7,102-57-7,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2735,102,57,44,102-57-44,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2736,102,57,43,102-57-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2737,102,57,24,102-57-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
2738,102,57,16,102-57-16,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2739,102,57,4,102-57-4,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,,
2740,102,57,48,102-57-48,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2741,102,57,47,102-57-47,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,
2742,102,57,30,102-57-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2743,102,57,17,102-57-17,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,,
2744,102,57,10,102-57-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2745,102,57,50,102-57-50,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2746,102,57,49,102-57-49,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2747,102,57,26,102-57-26,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2748,102,57,18,102-57-18,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
2749,102,57,8,102-57-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,,
2750,102,57,42,102-57-42,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2751,102,57,41,102-57-41,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2752,102,57,25,102-57-25,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2753,102,57,19,102-57-19,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2754,102,57,6,102-57-6,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,,
2755,102,57,46,102-57-46,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2756,102,57,45,102-57-45,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,
2757,102,57,29,102-57-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2758,102,57,20,102-57-20,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2759,102,57,5,102-57-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2760,102,58,54,102-58-54,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2761,102,58,53,102-58-53,01-DEM,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2762,102,58,31,102-58-31,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
2763,102,58,30,102-58-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
2764,102,58,20,102-58-20,01-DEM,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
2765,102,58,11,102-58-11,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
2766,102,58,5,102-58-5,01-DEM,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2767,102,58,56,102-58-56,01-DEM,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2768,102,58,55,102-58-55,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
