county_name,contest_name,imprinted_id,ballot_type,choice_per_voting_computer,audit_board_selection,consensus,record_type,audit_board_comment,timestamp,cvr_id
Adams,Adams 12 Five Star Schools School Director District No. 3,2-156-76,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:29:24.096467,604791
Adams,Adams 12 Five Star Schools School Director District No. 3,7-8-53,BS-34,"","",YES,uploaded,"",2021-11-16 14:06:51.382354,618381
Adams,Adams 12 Five Star Schools School Director District No. 3,3-18-71,BS-34,"","",YES,uploaded,"",2021-11-16 15:08:34.674993,571412
Adams,Adams 12 Five Star Schools School Director District No. 3,2-21-83,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:26:50.180254,572705
Adams,Adams 12 Five Star Schools School Director District No. 3,2-162-22,BS-35,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:34:27.325338,605357
Adams,Adams 12 Five Star Schools School Director District No. 3,3-125-42,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:14:15.535003,615222
Adams,Adams 12 Five Star Schools School Director District No. 3,6-135-66,BS-35,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:41:07.086178,607520
Adams,Adams 12 Five Star Schools School Director District No. 3,7-9-57,BS-32,"","",YES,uploaded,"",2021-11-16 14:10:35.987709,618824
Adams,Adams 12 Five Star Schools School Director District No. 3,2-145-9,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:16:07.310107,602963
Adams,Adams 12 Five Star Schools School Director District No. 3,6-316-34,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:34:15.012575,653656
Adams,Adams 12 Five Star Schools School Director District No. 3,3-176-7,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:02:50.929521,632905
Adams,Adams 12 Five Star Schools School Director District No. 3,2-38-49,BS-32,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:44:56.458182,577049
Adams,Adams 12 Five Star Schools School Director District No. 3,6-160-90,BS-34,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 15:08:15.344408,613553
Adams,Adams 12 Five Star Schools School Director District No. 3,6-115-67,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:17:49.5753,600017
Adams,Adams 12 Five Star Schools School Director District No. 3,3-135-37,BS-36,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:26:06.128796,618602
Adams,Adams 12 Five Star Schools School Director District No. 3,3-101-58,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:01:08.07967,608136
Adams,Adams 12 Five Star Schools School Director District No. 3,7-14-83,BS-36,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:15:57.14307,619662
Adams,Adams 12 Five Star Schools School Director District No. 3,3-10-11,BS-40,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:52:50.787153,569094
Adams,Adams 12 Five Star Schools School Director District No. 3,2-51-18,BS-40,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:52:31.397367,581339
Adams,Adams 12 Five Star Schools School Director District No. 3,3-147-48,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:40:05.773842,621648
Adams,Adams 12 Five Star Schools School Director District No. 3,2-157-83,BS-32,"","",YES,uploaded,"",2021-11-16 14:30:25.928809,604876
Adams,Adams 12 Five Star Schools School Director District No. 3,3-18-15,BS-38,"","",YES,uploaded,"",2021-11-16 15:07:09.928585,571419
Adams,Adams 12 Five Star Schools School Director District No. 3,2-153-70,BS-35,"","",YES,uploaded,"",2021-11-16 14:25:57.562223,604482
Adams,Adams 12 Five Star Schools School Director District No. 3,6-295-76,BS-37,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:23:44.52796,649592
Adams,Adams 12 Five Star Schools School Director District No. 3,2-139-11,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:02:35.927295,601653
Adams,Adams 12 Five Star Schools School Director District No. 3,2-54-24,BS-38,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:53:22.903151,582080
Adams,Adams 12 Five Star Schools School Director District No. 3,5-20-67,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:06:56.299398,656819
Adams,Adams 12 Five Star Schools School Director District No. 3,2-21-11,BS-34,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:23:55.348321,572686
Adams,Adams 12 Five Star Schools School Director District No. 3,2-175-9,BS-40,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:50:03.936315,610935
Adams,Adams 12 Five Star Schools School Director District No. 3,6-132-31,BS-33,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:33:56.120446,607194
Adams,Adams 12 Five Star Schools School Director District No. 3,3-179-95,BS-33,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 15:06:03.008296,633322
Adams,Adams 12 Five Star Schools School Director District No. 3,2-21-50,BS-36,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:25:53.518259,572714
Adams,Adams 12 Five Star Schools School Director District No. 3,2-150-78,BS-33,"","",YES,uploaded,"",2021-11-16 14:21:07.140619,603912
Adams,Adams 12 Five Star Schools School Director District No. 3,6-329-46,BS-37,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:42:18.865728,657312
Adams,Adams 12 Five Star Schools School Director District No. 3,3-97-1,BS-34,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 13:57:26.65151,606631
Adams,Adams 12 Five Star Schools School Director District No. 3,7-32-68,BS-39,"","",YES,uploaded,"",2021-11-16 14:56:05.603767,624353
Adams,Adams 12 Five Star Schools School Director District No. 3,7-36-18,BS-34,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:59:46.495023,626892
Adams,Adams 12 Five Star Schools School Director District No. 3,2-176-63,BS-41,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:52:33.614251,611158
Adams,Adams 12 Five Star Schools School Director District No. 3,6-305-14,BS-38,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:25:30.668778,651509
Adams,Adams 12 Five Star Schools School Director District No. 3,3-13-31,BS-41,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:53:38.920204,569921
Adams,Adams 12 Five Star Schools School Director District No. 3,2-17-83,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:21:13.574274,571053
Adams,Adams 12 Five Star Schools School Director District No. 3,6-311-82,BS-38,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:31:03.397918,652893
Adams,Adams 12 Five Star Schools School Director District No. 3,6-274-50,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:09:44.674265,643831
Adams,Adams 12 Five Star Schools School Director District No. 3,2-60-60,BS-32,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:58:40.368016,583438
Adams,Adams 12 Five Star Schools School Director District No. 3,3-133-1,BS-33,"","",YES,uploaded,"",2021-11-16 14:24:28.826325,617802
Adams,Adams 12 Five Star Schools School Director District No. 3,3-144-18,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:38:01.875094,621084
Adams,Adams 12 Five Star Schools School Director District No. 3,3-138-53,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:31:55.217939,619374
Adams,Adams 12 Five Star Schools School Director District No. 3,7-13-73,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:14:58.926849,619497
Adams,Adams 12 Five Star Schools School Director District No. 3,2-176-80,BS-40,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:53:42.759086,611194
Adams,Adams 12 Five Star Schools School Director District No. 3,2-21-27,BS-36,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:25:03.283073,572652
Adams,Adams 12 Five Star Schools School Director District No. 3,6-108-34,BS-33,"","",YES,uploaded,"",2021-11-16 14:10:27.687696,598321
Adams,Adams 12 Five Star Schools School Director District No. 3,3-13-43,BS-38,"","",YES,uploaded,"",2021-11-16 14:55:56.631549,569919
Adams,Adams 12 Five Star Schools School Director District No. 3,3-18-48,BS-39,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:07:55.348024,571362
Adams,Adams 12 Five Star Schools School Director District No. 3,6-298-70,BS-41,"","",YES,uploaded,"",2021-11-16 14:24:32.869464,650215
Adams,Adams 12 Five Star Schools School Director District No. 3,6-129-32,BS-40,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:29:02.748779,604357
Adams,Adams 12 Five Star Schools School Director District No. 3,6-275-49,BS-37,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:10:55.212119,644025
Adams,Adams 12 Five Star Schools School Director District No. 3,6-311-78,BS-41,"","",YES,uploaded,"",2021-11-16 14:30:06.044416,652858
Adams,Adams 12 Five Star Schools School Director District No. 3,6-310-9,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:28:44.729824,652627
Adams,Adams 12 Five Star Schools School Director District No. 3,6-130-89,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:31:25.5168,606967
Adams,Adams 12 Five Star Schools School Director District No. 3,2-160-28,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:31:41.079051,605200
Adams,Adams 12 Five Star Schools School Director District No. 3,3-177-16,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:04:08.596642,633052
Adams,Adams 12 Five Star Schools School Director District No. 3,2-139-66,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:07:34.593317,601696
Adams,Adams 12 Five Star Schools School Director District No. 3,2-47-81,BS-32,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:50:49.681568,579668
Adams,Adams 12 Five Star Schools School Director District No. 3,7-14-90,BS-33,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:18:34.892687,619715
Adams,Adams 12 Five Star Schools School Director District No. 3,6-142-21,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:50:32.860466,608396
Adams,Adams 12 Five Star Schools School Director District No. 3,3-114-8,BS-34,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:08:32.380199,611626
Adams,Adams 12 Five Star Schools School Director District No. 3,6-323-18,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:39:45.070225,654582
Adams,Adams 12 Five Star Schools School Director District No. 3,3-10-1,BS-39,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:52:06.928378,569049
Adams,Adams 12 Five Star Schools School Director District No. 3,3-175-77,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 15:00:04.919668,632735
Adams,Adams 12 Five Star Schools School Director District No. 3,2-4-88,BS-37,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:12:22.626384,567269
Adams,Adams 12 Five Star Schools School Director District No. 3,2-139-40,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:05:07.367607,601661
Adams,Adams 12 Five Star Schools School Director District No. 3,6-311-51,BS-41,"","",YES,uploaded,"",2021-11-16 14:29:25.558957,652831
Adams,Adams 12 Five Star Schools School Director District No. 3,3-156-2,BS-40,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:48:20.9485,625360
Adams,Adams 12 Five Star Schools School Director District No. 3,5-20-64,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:04:34.141432,656821
Adams,Adams 12 Five Star Schools School Director District No. 3,2-35-3,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:41:39.823294,576409
Adams,Adams 12 Five Star Schools School Director District No. 3,3-132-18,BS-33,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:21:19.955117,617146
Adams,Adams 12 Five Star Schools School Director District No. 3,6-137-5,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:43:38.217354,607719
Adams,Adams 12 Five Star Schools School Director District No. 3,7-29-78,BS-36,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:52:03.566943,624002
Adams,Adams 12 Five Star Schools School Director District No. 3,7-26-60,BS-34,"","",YES,uploaded,"",2021-11-16 14:43:54.196559,623304
Adams,Adams 12 Five Star Schools School Director District No. 3,6-293-7,BS-36,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:21:30.516129,649320
Adams,Adams 12 Five Star Schools School Director District No. 3,6-121-59,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:20:26.844996,601566
Adams,Adams 12 Five Star Schools School Director District No. 3,6-114-29,BS-37,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:16:44.828274,599962
Adams,Adams 12 Five Star Schools School Director District No. 3,6-314-98,BS-34,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:32:32.954683,653372
Adams,Adams 12 Five Star Schools School Director District No. 3,6-135-50,BS-35,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:39:38.016333,607529
Adams,Adams 12 Five Star Schools School Director District No. 3,6-293-21,BS-36,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:22:14.918882,649302
Adams,Adams 12 Five Star Schools School Director District No. 3,2-49-30,BS-34,"","",YES,uploaded,"",2021-11-16 14:51:37.258396,580419
Adams,Adams 12 Five Star Schools School Director District No. 3,6-110-10,BS-35,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:11:45.051194,598570
Adams,Adams 12 Five Star Schools School Director District No. 3,2-176-62,BS-40,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:51:33.045422,611159
Adams,Adams 12 Five Star Schools School Director District No. 3,6-273-24,BS-37,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:01:43.368105,643455
Adams,Adams 12 Five Star Schools School Director District No. 3,5-21-45,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:09:05.061672,657244
Adams,Adams 12 Five Star Schools School Director District No. 3,2-150-55,BS-34,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:18:28.659329,603915
Adams,Adams 12 Five Star Schools School Director District No. 3,6-110-99,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:13:20.085143,598572
Adams,Adams 12 Five Star Schools School Director District No. 3,6-292-27,BS-37,"","",YES,uploaded,"",2021-11-16 14:19:54.649656,649223
Adams,Adams 12 Five Star Schools School Director District No. 3,5-20-42,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:02:31.964386,656745
Adams,Adams 12 Five Star Schools School Director District No. 3,2-143-97,BS-35,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:13:21.882413,602800
Adams,Adams 12 Five Star Schools School Director District No. 3,2-187-55,BS-35,"","",YES,uploaded,"",2021-11-16 15:02:03.02787,614109
Adams,Adams 12 Five Star Schools School Director District No. 3,3-179-71,BS-32,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 15:04:41.340012,633396
Adams,Adams 12 Five Star Schools School Director District No. 3,2-152-93,BS-37,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:22:28.575842,604162
Adams,Adams 12 Five Star Schools School Director District No. 3,2-68-81,BS-35,"","",YES,uploaded,"",2021-11-16 15:02:50.857445,585495
Adams,Adams 12 Five Star Schools School Director District No. 3,7-25-34,BS-34,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:42:33.128953,623090
Adams,Adams 12 Five Star Schools School Director District No. 3,6-128-65,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:27:04.144074,603746
Adams,Adams 12 Five Star Schools School Director District No. 3,2-45-57,BS-38,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:50:07.585113,579251
Adams,Adams 12 Five Star Schools School Director District No. 3,2-4-20,BS-33,"","",YES,uploaded,"",2021-11-16 14:11:24.877611,567228
Adams,Adams 12 Five Star Schools School Director District No. 3,7-30-100,BS-34,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:53:03.321595,624097
Adams,Adams 12 Five Star Schools School Director District No. 3,3-149-69,BS-33,"","",YES,uploaded,"",2021-11-16 14:41:39.33667,622121
Adams,Adams 12 Five Star Schools School Director District No. 3,2-17-21,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:19:13.382613,571078
Adams,Adams 12 Five Star Schools School Director District No. 3,3-125-41,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:13:34.243253,615187
Adams,Adams 12 Five Star Schools School Director District No. 3,7-13-46,BS-35,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:13:41.093389,619541
Adams,Adams 12 Five Star Schools School Director District No. 3,7-42-49,BS-32,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 15:07:26.007362,627970
Adams,Adams 12 Five Star Schools School Director District No. 3,7-29-35,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:51:04.127629,623952
Adams,Adams 12 Five Star Schools School Director District No. 3,3-13-33,BS-33,"","",YES,uploaded,"",2021-11-16 14:55:05.794845,569838
Adams,Adams 12 Five Star Schools School Director District No. 3,3-129-85,BS-32,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:18:22.722895,616610
Adams,Adams 12 Five Star Schools School Director District No. 3,6-130-83,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:30:08.404788,607020
Adams,Adams 12 Five Star Schools School Director District No. 3,6-314-72,BS-39,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:31:50.077236,653363
Adams,Adams 12 Five Star Schools School Director District No. 3,6-135-17,BS-35,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:38:31.845818,607524
Adams,Adams 12 Five Star Schools School Director District No. 3,2-160-41,BS-35,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:33:13.711757,605197
Adams,Adams 12 Five Star Schools School Director District No. 3,3-3-39,BS-32,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:47:51.517557,567031
Adams,Adams 12 Five Star Schools School Director District No. 3,3-164-11,BS-41,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:53:04.604966,628047
Adams,Adams 12 Five Star Schools School Director District No. 3,2-8-76,BS-41,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 14:13:58.048805,568325
Adams,Adams 12 Five Star Schools School Director District No. 3,3-132-70,BS-33,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 14:22:52.024435,617180
Adams,Adams 12 Five Star Schools School Director District No. 3,2-40-19,BS-35,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 14:47:46.629742,577506
Adams,Adams 12 Five Star Schools School Director District No. 3,7-42-69,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 15:08:21.97987,627895
Adams,Adams 12 Five Star Schools School Director District No. 3,7-15-94,BS-32,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 16:37:54.509235,620732
Adams,Adams 12 Five Star Schools School Director District No. 3,7-150-64,BS-32,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:21:33.046421,654543
Adams,Adams 12 Five Star Schools School Director District No. 3,6-90-29,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:46:30.145986,593378
Adams,Adams 12 Five Star Schools School Director District No. 3,7-87-86,BS-39,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 15:50:03.270797,640386
Adams,Adams 12 Five Star Schools School Director District No. 3,7-150-80,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:23:10.513651,654500
Adams,Adams 12 Five Star Schools School Director District No. 3,6-262-81,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:46:28.268157,640343
Adams,Adams 12 Five Star Schools School Director District No. 3,6-7-26,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 15:21:16.025359,568165
Adams,Adams 12 Five Star Schools School Director District No. 3,7-150-89,BS-33,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:24:40.130264,654484
Adams,Adams 12 Five Star Schools School Director District No. 3,6-85-3,BS-32,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:39:07.004002,592394
Adams,Adams 12 Five Star Schools School Director District No. 3,3-183-81,BS-34,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 15:09:33.545827,634681
Adams,Adams 12 Five Star Schools School Director District No. 3,6-92-81,BS-34,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 16:48:34.696144,593742
Adams,Adams 12 Five Star Schools School Director District No. 3,3-62-16,BS-33,"","",YES,uploaded,"",2021-11-16 15:35:04.154573,584724
Adams,Adams 12 Five Star Schools School Director District No. 3,7-83-11,BS-33,"","",YES,uploaded,"",2021-11-16 15:45:05.805749,639623
Adams,Adams 12 Five Star Schools School Director District No. 3,6-83-67,BS-32,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 16:38:19.164073,591701
Adams,Adams 12 Five Star Schools School Director District No. 3,6-35-84,BS-37,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 16:03:24.702978,576558
Adams,Adams 12 Five Star Schools School Director District No. 3,6-209-51,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 16:09:48.888406,625738
Adams,Adams 12 Five Star Schools School Director District No. 3,3-24-42,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:11:40.161329,573177
Adams,Adams 12 Five Star Schools School Director District No. 3,7-108-85,BS-32,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:58:53.951029,645928
Adams,Adams 12 Five Star Schools School Director District No. 3,3-220-95,BS-36,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 15:31:14.740506,648033
Adams,Adams 12 Five Star Schools School Director District No. 3,6-232-96,BS-33,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 16:26:04.708689,632100
Adams,Adams 12 Five Star Schools School Director District No. 3,6-165-21,BS-34,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 15:10:56.938579,614967
Adams,Adams 12 Five Star Schools School Director District No. 3,3-86-44,BS-34,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:50:13.772264,599873
Adams,Adams 12 Five Star Schools School Director District No. 3,6-45-13,BS-41,"""Courtney Potter""","""Courtney Potter""",YES,uploaded,"",2021-11-16 16:09:26.512713,579394
Adams,Adams 12 Five Star Schools School Director District No. 3,3-20-45,BS-39,"""Russell E. Farmer""","""Russell E. Farmer""",YES,uploaded,"",2021-11-16 15:11:01.113708,571852
Adams,Adams 12 Five Star Schools School Director District No. 3,3-82-86,BS-39,"""Jackson Dreiling""","""Jackson Dreiling""",YES,uploaded,"",2021-11-16 15:48:48.041233,597043
