contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Buena Vista School District Director - District D,county_wide_contest,in_progress,1,8299,3492,"""Nancy Best""",462,0.03000000,132,0,1,0,0,0,0,1.03905000,0,156,156
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE 6A: OPERATING MILL LEVY,opportunistic_benefits,ended,1,15196,9449,"""No/Against""",1720,0.03000000,0,0,0,0,0,0,0,1.03905000,0,65,65
CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE 6B: GENERAL OBLIGATION BONDS,opportunistic_benefits,ended,1,15196,9449,"""No/Against""",1421,0.03000000,0,0,0,0,0,0,0,1.03905000,0,78,78
Carbon Valley Parks and Recreation District Ballot Issue 6A Mill Levy Increase,opportunistic_benefits,ended,1,69141,8802,"""No/Against""",902,0.03000000,0,0,0,0,0,0,0,1.03905000,0,559,559
Centennial R-1 School District 2,opportunistic_benefits,ended,1,1204,606,"""Rebecca ""Becky"" Romero""",8,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1097,1097
Centennial R-1 School District 3,opportunistic_benefits,not_auditable,1,1204,606,"""Lucas Casias""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Centennial R-1 School District 4,opportunistic_benefits,ended,1,1204,606,"""Gilbert S. Apodaca""",271,0.03000000,0,0,0,0,0,0,0,1.03905000,0,33,33
Center Consolidated School District 26 JT Director - District A,opportunistic_benefits,in_progress,1,9052,483,"""G. Lyn Bogle""",111,0.03000000,0,0,0,0,0,0,0,1.03905000,0,595,595
Center Consolidated School District 26 JT Director - District B,opportunistic_benefits,not_auditable,1,9052,483,"""Misty Palacios""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Cheraw School District 31,opportunistic_benefits,ended,2,5424,292,"""Kyle Lee Broce"",""Cassandra Wyckoff""",80,0.03000000,0,0,0,0,0,0,0,1.03905000,0,495,495
Cheyenne Mountain School District 12 Director - 4 Year Term,opportunistic_benefits,ended,2,171356,9035,"""Nissa Steinhour"",""Randy Case""",1686,0.03000000,0,0,0,0,0,0,0,1.03905000,0,741,741
Cheyenne - Proposition 120 (STATUTORY),county_wide_contest,risk_limit_achieved,1,652,652,"""No/Against""",122,0.03000000,40,0,0,0,0,0,0,1.03905000,0,39,39
City and County of Broomfield Councilmember Ward 1 (4 Years),opportunistic_benefits,ended,1,24429,4414,"""James Marsh-Holschen""",605,0.03000000,0,0,0,0,0,0,0,1.03905000,0,295,295
City and County of Broomfield Councilmember Ward 2 (4 Years),opportunistic_benefits,ended,1,24429,2908,"""Austin Ward""",395,0.03000000,0,0,0,0,0,0,0,1.03905000,0,451,451
City and County of Broomfield Councilmember Ward 3 (4 Years),opportunistic_benefits,ended,1,24429,6064,"""Deven Shaff""",524,0.03000000,0,0,0,0,0,0,0,1.03905000,0,340,340
City and County of Broomfield Councilmember Ward 4 (4 Years),opportunistic_benefits,ended,1,24429,6482,"""Bruce H. Leslie""",497,0.03000000,0,0,0,0,0,0,0,1.03905000,0,359,359
City and County of Broomfield Councilmember Ward 5 (4 Years),opportunistic_benefits,ended,1,24429,4561,"""Todd Cohen""",336,0.03000000,0,0,0,0,0,0,0,1.03905000,0,530,530
City and County of Broomfield - Mayor (2 Years),county_wide_contest,risk_limit_achieved,1,24429,24429,"""Guyleen Castriotta""",1072,0.03000000,168,0,0,0,0,0,0,1.03905000,0,167,167
CITY COUNCIL WARD 1,opportunistic_benefits,ended,1,2299,306,"""Christian Luna-Leal""",187,0.03000000,0,0,0,0,0,0,0,1.03905000,0,90,90
CITY COUNCIL WARD 2,opportunistic_benefits,not_auditable,2,2299,237,"""Francisco ""Cisco"" Tharp"",""Tim Hill""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
CITY COUNCIL WARD 3,opportunistic_benefits,not_auditable,1,2299,296,"""Justin 'Max'well Forgensi""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Alamosa Councilor at Large,county_wide_contest,risk_limit_achieved,1,3930,1985,"""Jan Vigil""",568,0.03000000,52,0,0,0,0,0,0,1.03905000,0,51,51
City of Alamosa Councilor Ward 2,opportunistic_benefits,ended,1,3930,654,"""Kyle Woodward""",25,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1146,1146
City of Alamosa Councilor Ward 4,opportunistic_benefits,not_auditable,1,3930,363,"""Michael Carson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Alamosa Mayor,opportunistic_benefits,not_auditable,1,3930,1985,"""Ty Coleman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Arvada Ballot Question 3C,opportunistic_benefits,in_progress,1,278459,40908,"""No/Against""",12865,0.03000000,0,0,0,0,0,0,0,1.03905000,0,158,158
City of Arvada Ballot Question 3D,opportunistic_benefits,in_progress,1,278459,40908,"""Yes/For""",14879,0.03000000,0,0,0,0,0,0,0,1.03905000,0,137,137
City of Arvada Ballot Question 3E,opportunistic_benefits,in_progress,1,278459,40908,"""Yes/For""",8480,0.03000000,0,0,0,0,0,0,0,1.03905000,0,240,240
City of Arvada Ballot Question 3F,opportunistic_benefits,in_progress,1,278459,40908,"""Yes/For""",7945,0.03000000,0,0,0,0,0,0,0,1.03905000,0,256,256
City of Arvada Council Member At-Large,opportunistic_benefits,in_progress,1,278459,40908,"""Lisa Smith""",3420,0.03000000,0,0,0,0,0,0,0,1.03905000,0,594,594
City of Arvada Council Member District 1,opportunistic_benefits,ended,1,185631,10530,"""Randy Moorman""",327,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4137,4137
City of Arvada Council Member District 3,opportunistic_benefits,ended,1,185631,9212,"""John Marriott""",196,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6902,6902
City of Aspen Ballot Question 2A: Amendment to the Aspen Municipal Code regarding the Wheeler Real Estate Transfer Tax,opportunistic_benefits,ended,1,5576,2367,"""Yes/For""",984,0.03000000,0,0,0,0,0,0,0,1.03905000,0,42,42
City of Aspen Ballot Question 2B: Authorization to Exchange City Property for a Conservation Easement over the Pride of Aspen...,opportunistic_benefits,ended,1,5576,2367,"""Yes/For""",1075,0.03000000,0,0,0,0,0,0,0,1.03905000,0,38,38
City of Aurora Council Member At-Large,opportunistic_benefits,in_progress,2,376842,73138,"""Danielle Jurinsky"",""Dustin Zvonek""",2519,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1091,1091
City of Aurora Council Member Ward I,opportunistic_benefits,in_progress,1,250362,5670,"""Crystal Murillo""",1059,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1723,1723
City of Aurora Council Member Ward II,opportunistic_benefits,in_progress,1,250362,11072,"""Steve Sundberg""",1172,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1557,1557
City of Aurora Council Member Ward III,opportunistic_benefits,ended,1,157534,8794,"""Ruben L. Medina""",128,0.03000000,0,0,0,0,0,0,0,1.03905000,0,8969,8969
City of Black Hawk Issue 2A,opportunistic_benefits,ended,1,1990,56,"""Yes/For""",41,0.03000000,0,0,0,0,0,0,0,1.03905000,0,354,354
City of Black Hawk Issue 2B,opportunistic_benefits,ended,1,1990,56,"""Yes/For""",42,0.03000000,0,0,0,0,0,0,0,1.03905000,0,346,346
CITY OF BOULDER BALLOT ISSUE 2I,opportunistic_benefits,ended,1,109378,33772,"""Yes/For""",23483,0.03000000,0,0,0,0,0,0,0,1.03905000,0,34,34
CITY OF BOULDER BALLOT ISSUE 2J,opportunistic_benefits,ended,1,109378,33772,"""Yes/For""",19247,0.03000000,0,0,0,0,0,0,0,1.03905000,0,42,42
City of Boulder Ballot Question 2K,opportunistic_benefits,ended,1,109378,33772,"""Yes/For""",14118,0.03000000,0,0,0,0,0,0,0,1.03905000,0,57,57
City of Boulder Ballot Question 2L,opportunistic_benefits,ended,1,109378,33772,"""Yes/For""",22511,0.03000000,0,0,0,0,0,0,0,1.03905000,0,36,36
City of Boulder Ballot Question 2M,opportunistic_benefits,ended,1,109378,33772,"""Yes/For""",18288,0.03000000,0,0,0,0,0,0,0,1.03905000,0,44,44
City of Boulder Ballot Question 300,opportunistic_benefits,ended,1,109378,33772,"""No/Against""",1540,0.03000000,0,0,0,0,0,0,0,1.03905000,0,518,518
City of Boulder Ballot Question 301,opportunistic_benefits,ended,1,109378,33772,"""Yes/For""",640,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1246,1246
City of Boulder Ballot Question 302,county_wide_contest,risk_limit_achieved,1,109378,33772,"""No/Against""",4353,0.03000000,185,0,0,0,0,0,0,1.03905000,0,184,184
City of Boulder Council Candidates,opportunistic_benefits,ended,5,109378,33772,"""Nicole Speer"",""Lauren Folkerts"",""Tara Winer"",""Matt Benjamin"",""Mark Wallach""",647,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1232,1232
City of Brighton Ballot Issue 3B,opportunistic_benefits,in_progress,1,161969,8144,"""No/Against""",431,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2739,2739
City of Brighton Councilmember Ward 1,opportunistic_benefits,in_progress,1,161969,2466,"""Matt Johnston""",762,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1549,1549
City of Brighton Councilmember Ward 2,opportunistic_benefits,not_auditable,1,161969,1632,"""Ann Taddeo""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brighton Councilmember Ward 3,opportunistic_benefits,not_auditable,1,92828,1637,"""Jan Pawlowski""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brighton Councilmember Ward 4,opportunistic_benefits,not_auditable,1,92828,2409,"""Peter Padilla""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brighton Mayor,opportunistic_benefits,in_progress,1,161969,8144,"""Gregory Mills""",917,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1288,1288
City of Brush Councilor Ward 1,opportunistic_benefits,not_auditable,1,7356,481,"""Alison Gorrell""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brush Councilor Ward 2,opportunistic_benefits,ended,1,7356,401,"""Kevin Strauch""",242,0.03000000,0,0,0,0,0,0,0,1.03905000,0,222,222
City of Brush Councilor Ward 3,opportunistic_benefits,not_auditable,1,7356,271,"""Lawrence Lundstrom """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Brush Mayor,county_wide_contest,risk_limit_achieved,1,7356,1153,"""Dana Sherman""",737,0.03000000,74,0,0,0,0,0,0,1.03905000,0,73,73
City of Canon City Council Member - At-Large,opportunistic_benefits,not_auditable,1,15196,5509,"""Emily Tracy""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Canon City Council Member - District 1,opportunistic_benefits,ended,1,15196,5509,"""Andrea Stein """,76,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1458,1458
City of Canon City Council Member - District 3,opportunistic_benefits,not_auditable,1,15196,5509,"""John Hamrick """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Canon City - Mayor,opportunistic_benefits,not_auditable,1,15196,5509,"""Ashley Smith """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Castle Pines - Council District 1,opportunistic_benefits,not_auditable,1,126480,1615,"""Chris Eubanks""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Castle Pines - Council District 2,opportunistic_benefits,ended,1,126480,1716,"""Ben Price""",190,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4851,4851
City of Castle Pines - Council District 3,opportunistic_benefits,ended,1,126480,1999,"""Roger Hudson""",759,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1215,1215
City of Castle Pines Mayor,opportunistic_benefits,ended,1,126480,5330,"""Tracy Engerman""",22,0.03000000,0,0,0,0,0,0,0,1.03905000,0,41894,41894
City of Centennial Council Member District 1,opportunistic_benefits,ended,1,157534,9402,"""Robyn Carnes""",914,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1256,1256
City of Centennial Council Member District 2,opportunistic_benefits,not_auditable,1,157534,9207,"""Tammy Maurer""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Centennial Council Member District 3,opportunistic_benefits,not_auditable,1,157534,9392,"""Mike Sutherland""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Centennial Council Member District 4,opportunistic_benefits,ended,1,157534,7668,"""Marlo Alston""",173,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6636,6636
City of Centennial Mayor,opportunistic_benefits,not_auditable,1,157534,35669,"""Stephanie Piko""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Colorado Springs Ballot Issue 2C,opportunistic_benefits,ended,1,171356,113624,"""No/Against""",7758,0.03000000,0,0,0,0,0,0,0,1.03905000,0,161,161
City of Colorado Springs Ballot Issue 2D,opportunistic_benefits,ended,1,171356,113624,"""Yes/For""",17479,0.03000000,0,0,0,0,0,0,0,1.03905000,0,72,72
City of Commerce City Councilmember - At Large,opportunistic_benefits,ended,2,92828,9801,"""Sean Ford"",""Kristi Douglas""",27,0.03000000,0,0,0,0,0,0,0,1.03905000,0,25054,25054
City of Commerce City Councilmember - Ward 1,opportunistic_benefits,ended,1,92828,1358,"""Oscar Madera""",200,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3383,3383
City of Commerce City Councilmember - Ward 3,opportunistic_benefits,ended,1,92828,2818,"""Rick Davis""",68,0.03000000,0,0,0,0,0,0,0,1.03905000,0,9948,9948
City of Craig City Council,opportunistic_benefits,ended,4,4122,2361,"""Jesse James Jackson"",""Sean Hovorka"",""Chris Nichols"",""David Bruce Cummings""",1,0.03000000,0,0,0,0,0,0,0,1.03905000,0,30037,30037
City of Craig Mayor,opportunistic_benefits,not_auditable,1,4122,2361,"""Ryan L Hess""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Cripple Creek Council - Ward 4,opportunistic_benefits,not_auditable,1,9195,125,"""Mark E. Green""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Cripple Creek Council - Ward 5,opportunistic_benefits,ended,1,9195,135,"""Melissa Trenary""",33,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2031,2031
City of Dacono Council Members,opportunistic_benefits,ended,2,69141,1089,"""Jim Turini"",""Jackie Thomas""",34,0.03000000,0,0,0,0,0,0,0,1.03905000,0,14819,14819
City of Dacono Mayor,opportunistic_benefits,ended,1,69141,1089,"""Adam Morehead""",98,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5142,5142
City of Delta Ballot Question 2A,opportunistic_benefits,ended,1,10070,1937,"""Yes/For""",69,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1064,1064
City of Delta Ballot Question 2B,opportunistic_benefits,ended,1,10070,1937,"""No/Against""",143,0.03000000,0,0,0,0,0,0,0,1.03905000,0,514,514
City of Edgewater Council Members,opportunistic_benefits,ended,3,185631,1108,"""Hannah Gay Keao"",""Lilly Steirer"",""Liam Donevan""",384,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3523,3523
City of Edgewater Mayor,opportunistic_benefits,not_auditable,1,185631,1108,"""John Beltrone""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Englewood Office of Council Member At-Large 2,opportunistic_benefits,ended,1,157534,8107,"""Jim Woodward""",2211,0.03000000,0,0,0,0,0,0,0,1.03905000,0,520,520
City of Englewood Office of Council Member At-Large 4,opportunistic_benefits,not_auditable,1,157534,8107,"""Cheryl Wink""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Englewood Office of Council Member District 2,opportunistic_benefits,not_auditable,1,157534,2048,"""Chelsea Nunnenkamp""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Englewood Office of Council Member District 4,opportunistic_benefits,ended,1,157534,2068,"""Steve Ward""",284,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4043,4043
City of Englewood Office of Municipal Judge,opportunistic_benefits,not_auditable,1,157534,8107,"""Joe Jefferson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Evans Ballot Issue 2B,opportunistic_benefits,ended,1,69141,2621,"""Yes/For""",695,0.03000000,0,0,0,0,0,0,0,1.03905000,0,725,725
City of Fort Lupton Ballot Issue 2C,opportunistic_benefits,ended,1,69141,1424,"""No/Against""",25,0.03000000,0,0,0,0,0,0,0,1.03905000,0,20154,20154
City of Fort Lupton Mayor at Large,opportunistic_benefits,ended,1,69141,1424,"""Zo A. Stieber""",13,0.03000000,0,0,0,0,0,0,0,1.03905000,0,38757,38757
City of Fort Lupton Ward I Councilmember,opportunistic_benefits,ended,1,69141,305,"""Valerie Blackston""",19,0.03000000,0,0,0,0,0,0,0,1.03905000,0,26518,26518
City of Fort Lupton Ward II Councilmember,opportunistic_benefits,ended,1,69141,601,"""Claud Hanes""",61,0.03000000,0,0,0,0,0,0,0,1.03905000,0,8260,8260
City of Fort Lupton Ward III Councilmember,opportunistic_benefits,ended,2,69141,518,"""Bruce Fitzgerald"",""Carlos Barron""",83,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6071,6071
City of Fort Morgan Ballot Question 2G,opportunistic_benefits,ended,1,7356,2246,"""Yes/For""",578,0.03000000,0,0,0,0,0,0,0,1.03905000,0,93,93
City of Fort Morgan Councilmember Ward 1,opportunistic_benefits,not_auditable,1,7356,745,"""Douglas Schossow""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fort Morgan Councilmember Ward 2,opportunistic_benefits,ended,1,7356,546,"""R. Jon Kaper""",13,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4124,4124
City of Fort Morgan Councilmember Ward 3,opportunistic_benefits,ended,1,7356,955,"""James Parks""",186,0.03000000,0,0,0,0,0,0,0,1.03905000,0,289,289
City of Fort Morgan Mayor,opportunistic_benefits,ended,1,7356,2246,"""Lyn Deal""",236,0.03000000,0,0,0,0,0,0,0,1.03905000,0,228,228
City of Fountain Council Member At Large - 4 Year Term,opportunistic_benefits,not_auditable,1,171356,4096,"""Frederick Hinton""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fountain Council Member Ward 1 - 4 Year Term,opportunistic_benefits,ended,1,171356,1260,"""Gordon Rick""",114,0.03000000,0,0,0,0,0,0,0,1.03905000,0,10954,10954
City of Fountain Council Member Ward 3 - 4 Year Term,opportunistic_benefits,ended,1,171356,1171,"""Cory Applegate""",381,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3278,3278
City of Fountain Mayor - 4 Year Term,opportunistic_benefits,ended,1,171356,4096,"""Sharon Thompson""",213,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5863,5863
City of Glenwood Springs Ballot Issue 2A,opportunistic_benefits,ended,1,15439,2656,"""No/Against""",1561,0.03000000,0,0,0,0,0,0,0,1.03905000,0,73,73
City of Glenwood Springs Ballot Issue 2B,opportunistic_benefits,ended,1,15439,2656,"""No/Against""",1501,0.03000000,0,0,0,0,0,0,0,1.03905000,0,75,75
City of Golden Ballot Issue 2B,opportunistic_benefits,ended,1,185631,6671,"""Yes/For""",1142,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1185,1185
