County,Device,Batch,Cards,Box,Machine,BoxSeq
Jefferson,7,1,200,3,7,1
Jefferson,7,2,199,3,7,2
Jefferson,7,3,186,3,7,3
Jefferson,7,4,197,3,7,4
Jefferson,7,5,200,3,7,5
Jefferson,7,6,197,3,7,6
Jefferson,7,7,198,3,7,7
Jefferson,7,8,200,8,7,1
Jefferson,7,9,198,8,7,2
Jefferson,7,10,200,8,7,3
Jefferson,7,11,200,8,7,4
Jefferson,7,12,200,8,7,5
Jefferson,7,13,198,8,7,6
Jefferson,7,14,193,8,7,7
Jefferson,7,15,170,11,7,1
Jefferson,7,16,198,11,7,2
Jefferson,7,17,199,11,7,3
Jefferson,7,18,196,11,7,4
Jefferson,7,19,200,11,7,5
Jefferson,7,20,197,11,7,6
Jefferson,7,21,198,11,7,7
Jefferson,7,22,196,16,7,1
Jefferson,7,23,200,16,7,2
Jefferson,7,24,199,16,7,3
Jefferson,7,25,198,16,7,4
Jefferson,7,26,200,16,7,5
Jefferson,7,27,200,16,7,6
Jefferson,7,28,197,16,7,7
Jefferson,7,29,199,18,7,1
Jefferson,7,30,198,18,7,2
Jefferson,7,31,200,18,7,3
Jefferson,7,32,198,18,7,4
Jefferson,7,33,200,18,7,5
Jefferson,7,34,121,18,7,6
Jefferson,7,35,198,18,7,7
Jefferson,7,36,200,22,7,1
Jefferson,7,37,199,22,7,2
Jefferson,7,38,198,22,7,3
Jefferson,7,39,198,22,7,4
Jefferson,7,40,176,22,7,5
Jefferson,7,41,198,22,7,6
Jefferson,7,42,199,22,7,7
Jefferson,7,43,194,33,7,1
Jefferson,7,44,200,33,7,2
Jefferson,7,45,200,33,7,3
Jefferson,7,46,200,33,7,4
Jefferson,7,47,200,33,7,5
Jefferson,7,48,200,33,7,6
Jefferson,7,49,144,33,7,7
Jefferson,7,50,200,43,7,1
Jefferson,7,51,200,43,7,2
Jefferson,7,52,200,43,7,3
Jefferson,7,53,200,43,7,4
Jefferson,7,54,200,43,7,5
Jefferson,7,55,200,43,7,6
Jefferson,7,56,200,43,7,7
Jefferson,7,57,200,51,7,1
Jefferson,7,58,200,51,7,2
Jefferson,7,59,200,51,7,3
Jefferson,7,60,200,51,7,4
Jefferson,7,61,133,51,7,5
Jefferson,7,62,200,51,7,6
Jefferson,7,63,200,51,7,7
Jefferson,7,64,200,56,7,1
Jefferson,7,65,200,56,7,2
Jefferson,7,66,200,56,7,3
Jefferson,7,67,200,56,7,4
Jefferson,7,68,200,56,7,5
Jefferson,7,69,200,56,7,6
Jefferson,7,70,200,56,7,7
Jefferson,7,71,200,65,7,1
Jefferson,7,72,200,65,7,2
Jefferson,7,73,200,65,7,3
Jefferson,7,74,200,65,7,4
Jefferson,7,75,200,65,7,5
Jefferson,7,76,200,65,7,6
Jefferson,7,77,200,65,7,7
Jefferson,7,78,200,70,7,1
Jefferson,7,79,200,70,7,2
Jefferson,7,80,125,70,7,3
Jefferson,7,81,200,70,7,4
Jefferson,7,82,200,70,7,5
Jefferson,7,83,198,70,7,6
Jefferson,7,84,200,70,7,7
Jefferson,7,85,200,75,7,1
Jefferson,7,86,200,75,7,2
Jefferson,7,87,200,75,7,3
Jefferson,7,88,200,75,7,4
Jefferson,7,89,200,75,7,5
Jefferson,7,90,200,75,7,6
Jefferson,7,91,200,75,7,7
Jefferson,7,92,155,79,7,1
Jefferson,7,93,200,79,7,2
Jefferson,7,94,200,79,7,3
Jefferson,7,95,199,79,7,4
Jefferson,7,96,200,79,7,5
Jefferson,7,97,198,79,7,6
Jefferson,7,98,200,79,7,7
Jefferson,7,99,200,85,7,1
Jefferson,7,100,199,85,7,2
Jefferson,7,101,93,85,7,3
Jefferson,7,102,200,85,7,4
Jefferson,7,103,200,85,7,5
Jefferson,7,104,200,85,7,6
Jefferson,7,105,200,85,7,7
Jefferson,7,106,200,89,7,1
Jefferson,7,107,200,89,7,2
Jefferson,7,108,200,89,7,3
Jefferson,7,109,200,89,7,4
Jefferson,7,110,200,89,7,5
Jefferson,7,111,200,89,7,6
Jefferson,7,112,199,89,7,7
Jefferson,7,113,200,97,7,1
Jefferson,7,114,200,97,7,2
Jefferson,7,115,200,97,7,3
Jefferson,7,116,200,97,7,4
Jefferson,7,117,200,97,7,5
Jefferson,7,118,200,97,7,6
Jefferson,7,119,200,97,7,7
Jefferson,7,120,200,102,7,1
Jefferson,7,121,200,102,7,2
Jefferson,7,122,200,102,7,3
Jefferson,7,123,200,102,7,4
Jefferson,7,124,200,102,7,5
Jefferson,7,125,200,102,7,6
Jefferson,7,126,200,102,7,7
Jefferson,7,127,200,107,7,1
Jefferson,7,128,200,107,7,2
Jefferson,7,129,200,107,7,3
Jefferson,7,130,200,107,7,4
Jefferson,7,131,200,107,7,5
Jefferson,7,132,200,107,7,6
Jefferson,7,133,200,107,7,7
Jefferson,7,134,200,111,7,1
Jefferson,7,135,159,111,7,2
Jefferson,7,136,200,111,7,3
Jefferson,7,137,200,111,7,4
Jefferson,7,138,200,111,7,5
Jefferson,7,139,199,111,7,6
Jefferson,7,140,200,111,7,7
Jefferson,7,141,200,116,7,1
Jefferson,7,142,200,116,7,2
Jefferson,7,143,200,116,7,3
Jefferson,7,144,200,116,7,4
Jefferson,7,145,200,116,7,5
Jefferson,7,146,200,116,7,6
Jefferson,7,147,200,116,7,7
Jefferson,7,148,200,123,7,1
Jefferson,7,149,200,123,7,2
Jefferson,7,150,200,123,7,3
Jefferson,7,151,200,123,7,4
Jefferson,7,152,198,123,7,5
Jefferson,7,153,199,123,7,6
Jefferson,7,154,200,123,7,7
Jefferson,7,155,200,128,7,1
Jefferson,7,156,200,128,7,2
Jefferson,7,157,200,128,7,3
Jefferson,7,158,200,128,7,4
Jefferson,7,159,200,128,7,5
Jefferson,7,160,200,128,7,6
Jefferson,7,161,200,128,7,7
Jefferson,7,162,200,134,7,1
Jefferson,7,163,100,134,7,2
Jefferson,7,164,200,134,7,3
Jefferson,7,165,200,134,7,4
Jefferson,7,166,200,134,7,5
Jefferson,7,167,73,134,7,6
