County,Device,Batch,#of Ballots,Location
Routt,101,117,25,33
Routt,101,118,25,33
Routt,101,119,25,33
Routt,101,120,25,33
Routt,101,121,25,33
Routt,101,122,25,33
Routt,101,123,25,33
Routt,101,124,25,33
Routt,101,125,25,33
Routt,101,126,25,33
Routt,101,127,25,33
Routt,101,128,25,33
Routt,101,129,25,33
Routt,101,130,25,33
Routt,101,131,25,33
Routt,101,132,25,33
Routt,101,133,25,33
Routt,101,134,25,33
Routt,101,135,25,33
Routt,101,136,25,33
Routt,101,137,25,33
Routt,101,138,25,33
Routt,101,139,25,33
Routt,101,140,25,33
Routt,101,141,25,33
Routt,101,142,25,33
Routt,101,143,25,33
Routt,101,144,25,33
Routt,101,145,25,33
Routt,101,146,25,33
Routt,101,147,23,33
Routt,101,148,7,33
Routt,101,149,23,33
Routt,101,150,27,33
Routt,101,151,26,44
Routt,101,152,24,44
Routt,101,153,13,44
Routt,101,154,12,44
Routt,101,155,7,44
Routt,101,156,23,44
Routt,101,157,15,44
Routt,101,158,24,44
Routt,101,159,24,44
Routt,101,160,24,44
Routt,101,161,24,44
Routt,101,162,24,44
Routt,101,163,24,44
Routt,101,164,24,44
Routt,101,165,24,44
Routt,101,166,24,44
Routt,101,167,24,44
Routt,101,168,14,44
Routt,101,169,18,44
Routt,101,170,29,44
Routt,101,171,23,44
Routt,101,172,23,44
Routt,101,173,24,44
Routt,101,174,14,44
Routt,101,175,25,44
Routt,101,176,25,44
Routt,101,177,25,44
Routt,101,178,25,44
Routt,101,179,25,44
Routt,101,180,25,44
Routt,101,181,25,44
Routt,101,182,25,44
Routt,101,183,25,44
Routt,101,184,25,44
Routt,101,185,25,44
Routt,101,186,25,44
Routt,101,187,25,44
Routt,101,188,25,44
Routt,101,189,25,44
Routt,101,190,25,44
Routt,101,191,25,44
Routt,101,192,25,44
Routt,101,193,25,44
Routt,101,194,25,44
Routt,101,195,25,44
Routt,101,196,25,44
Routt,101,197,25,44
Routt,101,198,25,44
Routt,101,199,25,44
Routt,101,200,25,44
Routt,101,201,25,44
Routt,101,202,25,44
Routt,101,203,25,44
Routt,101,204,25,44
Routt,101,205,25,44
Routt,101,206,25,55
Routt,101,207,25,55
Routt,101,208,25,55
Routt,101,209,22,55
Routt,101,210,24,55
Routt,101,211,22,55
Routt,101,212,23,55
Routt,101,213,15,55
Routt,101,214,24,55
Routt,101,215,24,55
Routt,101,216,24,55
Routt,101,217,24,55
Routt,101,218,24,55
Routt,101,219,23,55
Routt,101,220,24,55
Routt,101,221,24,55
Routt,101,222,24,55
Routt,101,223,24,55
Routt,101,224,25,55
Routt,101,225,25,55
Routt,101,226,25,55
Routt,101,227,25,55
Routt,101,228,25,55
Routt,101,229,25,55
Routt,101,230,25,55
Routt,101,231,25,55
Routt,101,232,25,55
Routt,101,233,25,55
Routt,101,234,25,55
Routt,101,235,25,55
Routt,101,236,25,55
Routt,101,237,25,55
Routt,101,238,25,55
Routt,101,239,25,55
Routt,101,240,25,55
Routt,101,241,25,55
Routt,101,242,25,55
Routt,101,243,25,55
Routt,101,244,25,55
Routt,101,245,9,55
Routt,101,246,21,55
Routt,101,247,21,55
Routt,101,248,29,55
Routt,101,249,7,55
Routt,101,250,23,55
Routt,101,251,24,55
Routt,101,252,24,55
Routt,101,253,24,55
Routt,101,254,24,55
Routt,101,255,24,55
Routt,101,256,22,55
Routt,101,257,23,55
Routt,101,258,19,55
Routt,101,259,29,55
Routt,101,260,24,55
Routt,101,261,24,55
Routt,101,262,57,55
Routt,101,263,24,55
Routt,101,264,24,66
Routt,101,265,14,66
Routt,101,266,23,66
Routt,101,267,23,66
Routt,101,268,24,66
Routt,101,269,21,66
Routt,101,270,21,66
Routt,101,271,23,66
Routt,101,272,25,66
Routt,101,273,25,66
Routt,101,274,25,66
Routt,101,275,25,66
Routt,101,276,25,66
Routt,101,277,25,66
Routt,101,278,25,66
Routt,101,279,25,66
Routt,101,280,25,66
Routt,101,281,25,66
Routt,101,282,25,66
Routt,101,283,25,66
Routt,101,284,25,66
Routt,101,285,25,66
Routt,101,286,25,66
Routt,101,287,29,66
Routt,101,288,14,66
Routt,101,289,24,66
Routt,101,290,25,66
Routt,101,291,25,66
Routt,101,292,25,66
Routt,101,293,25,66
Routt,101,294,25,66
Routt,101,295,25,66
Routt,101,296,24,66
Routt,101,297,29,66
Routt,101,298,25,66
Routt,101,299,24,66
Routt,101,300,25,66
Routt,101,301,25,66
Routt,101,302,25,66
Routt,101,303,25,66
Routt,101,304,23,66
Routt,101,305,23,66
Routt,101,306,16,66
Routt,101,307,73,66
Routt,101,308,24,66
Routt,101,309,25,66
Routt,101,310,24,66
Routt,101,311,24,66
Routt,101,312,25,66
Routt,101,313,25,66
Routt,101,314,25,66
Routt,101,315,24,66
Routt,101,316,25,66
Routt,101,317,25,66
Routt,101,318,22,77
Routt,101,319,21,77
Routt,101,320,25,77
Routt,101,321,25,77
Routt,101,322,22,77
Routt,101,323,24,77
Routt,101,324,24,77
Routt,101,325,25,77
Routt,101,326,24,77
Routt,101,327,25,77
Routt,101,328,7,77
Routt,101,329,25,77
Routt,101,330,25,77
Routt,101,331,25,77
Routt,101,332,25,77
Routt,101,333,25,77
Routt,101,334,16,77
Routt,101,335,34,77
Routt,101,336,44,77
