County,Tabulator ID,Batch,# of Ballot Cards,Location,Description
Moffat,103,100,25,BB2,
Moffat,103,101,25,BB3,
Moffat,103,102,25,BB3,
Moffat,103,103,25,BB3,
Moffat,103,104,25,BB3,
Moffat,103,105,25,BB3,
Moffat,103,106,25,BB3,
Moffat,103,107,25,BB3,
Moffat,103,108,25,BB3,
Moffat,103,109,25,BB3,
Moffat,103,110,25,BB3,
Moffat,103,111,25,BB3,
Moffat,103,112,25,BB3,
Moffat,103,113,25,BB3,
Moffat,103,114,25,BB3,
Moffat,103,115,25,BB3,
Moffat,103,116,25,BB3,
Moffat,103,117,25,BB3,
Moffat,103,118,25,BB3,
Moffat,103,119,25,BB3,
Moffat,103,120,25,BB3,
Moffat,103,121,25,BB3,
Moffat,103,122,25,BB3,
Moffat,103,123,25,BB3,
Moffat,103,124,25,BB3,
Moffat,103,125,25,BB3,
Moffat,103,126,25,BB3,
Moffat,103,127,25,BB3,
Moffat,103,128,25,BB3,
Moffat,103,129,25,BB3,
Moffat,103,130,25,BB3,
Moffat,103,131,25,BB3,
Moffat,103,132,25,BB3,
Moffat,103,133,25,BB3,
Moffat,103,134,25,BB3,
Moffat,103,135,25,BB3,
Moffat,103,136,25,BB3,
Moffat,103,137,25,BB3,
Moffat,103,138,25,BB3,
Moffat,103,139,25,BB3,
Moffat,103,140,25,BB3,
Moffat,103,141,25,BB3,
Moffat,103,142,25,BB3,
Moffat,103,143,25,BB3,
Moffat,103,144,25,BB3,
Moffat,103,145,25,BB3,
Moffat,103,146,25,BB3,
Moffat,103,147,25,BB3,
Moffat,103,148,25,BB3,
Moffat,103,149,25,BB3,
Moffat,103,150,25,BB4,
Moffat,103,151,25,BB4,
Moffat,103,152,25,BB4,
Moffat,103,153,25,BB4,
Moffat,103,154,25,BB4,
Moffat,103,155,25,BB4,
Moffat,103,156,25,BB4,
Moffat,103,157,25,BB4,
Moffat,103,158,25,BB4,
Moffat,103,159,25,BB4,
Moffat,103,160,25,BB4,
Moffat,103,161,25,BB4,
Moffat,103,162,25,BB4,
Moffat,103,163,25,BB4,
Moffat,103,164,25,BB4,
Moffat,103,165,25,BB4,
Moffat,103,166,25,BB4,
Moffat,103,167,25,BB4,
Moffat,103,168,25,BB4,
Moffat,103,169,25,BB4,
Moffat,103,170,25,BB4,
Moffat,103,171,25,BB4,
Moffat,103,172,25,BB4,
Moffat,103,173,25,BB4,
Moffat,103,174,25,BB4,
Moffat,103,175,25,BB4,
Moffat,103,176,25,BB4,
Moffat,103,177,25,BB4,
Moffat,103,178,25,BB4,
Moffat,103,179,25,BB4,
Moffat,103,180,25,BB4,
Moffat,103,181,25,BB4,
Moffat,103,182,25,BB4,
Moffat,103,183,25,BB4,
Moffat,103,184,25,BB4,
Moffat,103,185,25,BB4,
Moffat,103,186,25,BB4,
Moffat,103,187,25,BB4,
Moffat,103,188,25,BB4,
Moffat,103,189,25,BB4,
Moffat,103,190,25,BB4,
Moffat,103,191,25,BB4,
Moffat,103,192,25,BB4,
Moffat,103,193,25,BB4,
Moffat,103,194,25,BB4,
Moffat,103,195,25,BB4,
Moffat,103,196,25,BB4,
Moffat,103,197,25,BB4,
Moffat,103,198,25,BB4,
Moffat,103,199,25,BB4,
Moffat,103,200,25,BB4,
Moffat,103,201,25,BB5,
Moffat,103,202,25,BB5,
Moffat,103,203,25,BB5,
Moffat,103,204,25,BB5,
Moffat,103,205,25,BB5,
Moffat,103,206,25,BB5,
Moffat,103,207,25,BB5,
Moffat,103,208,25,BB5,
Moffat,103,209,25,BB5,
Moffat,103,210,25,BB5,
Moffat,103,211,25,BB5,
Moffat,103,212,25,BB5,
Moffat,103,213,25,BB5,
Moffat,103,214,25,BB5,
Moffat,103,215,25,BB5,
Moffat,103,216,8,BB5,
Moffat,103,217,25,BB5,
Moffat,103,218,22,BB5,
Moffat,103,219,25,BB5,
Moffat,103,220,13,BB5,
