contest_name,choice,votes
City of Englewood Ballot Question 2I,No/Against,1846
City of Englewood Ballot Question 2J,Yes/For,9181
City of Englewood Ballot Question 2J,No/Against,3117
City of Englewood Ballot Question 2K,Yes/For,7944
City of Englewood Ballot Question 2K,No/Against,3901
City of Fort Collins Ballot Question 2A,Yes/For,41887
City of Fort Collins Ballot Question 2A,No/Against,26021
City of Fort Collins Ballot Question 2B,Yes/For,50590
City of Fort Collins Ballot Question 2B,No/Against,16317
City of Fort Collins Ballot Question 2C,Yes/For,39601
City of Fort Collins Ballot Question 2C,No/Against,28506
City of Fort Lupton Ballot Issue 2C,No/Against,1260
City of Fort Lupton Ballot Issue 2C,Yes/For,1223
City of Fort Lupton Ballot Issue 2D,Yes/For,1420
City of Fort Lupton Ballot Issue 2D,No/Against,1064
City of Fountain Ballot Issue 2B,Yes/For,4057
City of Fountain Ballot Issue 2B,No/Against,3364
City of Glenwood Springs Ballot Issue 2C,YES/FOR,2163
City of Glenwood Springs Ballot Issue 2C,NO/AGAINST,1735
City of Grand Junction - 2A,No/Against,18335
City of Grand Junction - 2A,Yes/For,10849
City of Grand Junction - 2B,No/Against,21432
City of Grand Junction - 2B,Yes/For,7740
City of Grand Junction - 2C,No/Against,14698
City of Grand Junction - 2C,Yes/For,13645
City of Gunnison Ballot Question 2A,NO/AGAINST,1374
City of Gunnison Ballot Question 2A,YES/FOR,1093
CITY OF IDAHO SPRINGS - BALLOT MEASURE 2B,Yes/For,470
CITY OF IDAHO SPRINGS - BALLOT MEASURE 2B,No/Against,303
City of La Junta Ballot Question 2B,No/Against,1520
City of La Junta Ballot Question 2B,Yes/For,910
City of Lamar Ballot Question 300,No/Against,1272
City of Lamar Ballot Question 300,Yes/For,1055
City of Las Animas Appointment of City Clerk 2A,No/Against,451
City of Las Animas Appointment of City Clerk 2A,Yes/For,324
City of Las Animas Appointment of City Treasurer 2B,No/Against,456
City of Las Animas Appointment of City Treasurer 2B,Yes/For,317
City of Las Animas Publish Ordinances by Title Only 2C,Yes/For,399
City of Las Animas Publish Ordinances by Title Only 2C,No/Against,367
City of Littleton Ballot Issue 3B,Yes/For,13988
City of Littleton Ballot Issue 3B,No/Against,8381
City of Littleton Ballot Question 301,Yes/For,12272
City of Littleton Ballot Question 301,No/Against,8452
City of Littleton Ballot Question 3E,Yes/For,15128
City of Littleton Ballot Question 3E,No/Against,6026
City of Lone Tree Ballot Question 2B,YES,5703
City of Lone Tree Ballot Question 2B,NO,1149
City of Longmont Ballot Question 3A,Yes/For,33360
City of Longmont Ballot Question 3A,No/Against,8679
City of Longmont Ballot Question 3B,Yes/For,28509
City of Longmont Ballot Question 3B,No/Against,13107
City of Longmont Ballot Question 3C,Yes/For,32907
City of Longmont Ballot Question 3C,No/Against,10406
City of Longmont - City Council Member At-Large,Sean P. McCoy,13155
City of Longmont - City Council Member At-Large,Mitzi Nicoletti,12208
City of Longmont - City Council Member At-Large,Gary Hodges,11309
CITY OF PUEBLO BALLOT ISSUE 2B,Yes/For,28252
CITY OF PUEBLO BALLOT ISSUE 2B,No/Against,9655
City of Pueblo Ballot Question 2A,Yes/For,27411
City of Pueblo Ballot Question 2A,No/Against,9716
City of Rifle Ballot Question 2D,YES/FOR,1512
City of Rifle Ballot Question 2D,NO/AGAINST,1096
City of Salida Ballot Issue 2A,Yes/For,1843
City of Salida Ballot Issue 2A,No/Against,1512
City of Salida Ballot Issue 2B,Yes/For,1702
City of Salida Ballot Issue 2B,No/Against,1647
City of Salida Ballot Question 2C,Yes/For,2714
City of Salida Ballot Question 2C,No/Against,497
City of Salida Ballot Question 2D,No/Against,1778
City of Salida Ballot Question 2D,Yes/For,1443
City of Steamboat Springs Referred Measure 2A,Yes/For,4390
City of Steamboat Springs Referred Measure 2A,No/Against,2655
City of Sterling Referred Ballot Question 2N,Yes/For,2384
City of Sterling Referred Ballot Question 2N,No/Against,1243
CITY OF YUMA BALLOT ISSUE 2A REGARDING A SALES TAX INCREASE TO BE USED FOR THE EMERGENCY SERVICES DEPARTMENTS AND THE STREET ...,No,591
CITY OF YUMA BALLOT ISSUE 2A REGARDING A SALES TAX INCREASE TO BE USED FOR THE EMERGENCY SERVICES DEPARTMENTS AND THE STREET ...,Yes,429
Clear Creek County Assessor,Donna A Gee,3673
Clear Creek County Ballot Issue 1A,Yes/For,3240
Clear Creek County Ballot Issue 1A,No/Against,1727
Clear Creek County Clerk and Recorder,Brenda L Corbett,3723
Clear Creek County Commissioner - District 1,George Marlin,2991
Clear Creek County Commissioner - District 1,Hunter Shriner,1953
Clear Creek County Coroner,Chris Hegmann,3743
Clear Creek County Sheriff,Rick Albers,3643
Clear Creek County Surveyor,Gary Faselt,3589
Clear Creek County Treasurer,Carol Lee,3626
Colorado Court of Appeals Judge - Brown,Yes,1344314
Colorado Court of Appeals Judge - Brown,No,574124
Colorado Court of Appeals Judge - Fox,Yes,1328608
Colorado Court of Appeals Judge - Fox,No,571424
Colorado Court of Appeals Judge - Gomez,Yes,1332240
Colorado Court of Appeals Judge - Gomez,No,570748
Colorado Court of Appeals Judge - Grove,Yes,1324610
Colorado Court of Appeals Judge - Grove,No,565893
Colorado Court of Appeals Judge - Johnson,Yes,1332035
Colorado Court of Appeals Judge - Johnson,No,560795
Colorado Court of Appeals Judge - Orlov,Yes,1307803
Colorado Court of Appeals Judge - Orlov,No,581090
Colorado Court of Appeals Judge - Pawar,Yes,1276506
Colorado Court of Appeals Judge - Pawar,No,601713
Colorado Court of Appeals Judge - Yun,Yes,1308134
Colorado Court of Appeals Judge - Yun,No,574275
Colorado International Center Metropolitan District No. 3 6B,Yes/For,286
Colorado International Center Metropolitan District No. 3 6B,No/Against,187
Colorado International Center Metropolitan District No. 3 6C,Yes/For,277
Colorado International Center Metropolitan District No. 3 6C,No/Against,187
Colorado International Center Metropolitan District No. 3 6D,No/Against,295
Colorado International Center Metropolitan District No. 3 6D,Yes/For,190
Conejos County Assessor,Naomi Martinez-Keys ,2791
Conejos County Clerk and Recorder,Nathan Ruybal ,2705
Conejos County Commissioner District 2,Mitchell Jarvies,2684
Conejos County Coroner,Richard A. Martin,2707
Conejos County Sheriff,Garth Crowther,2194
Conejos County Sheriff,Martin Maez,1217
Conejos County Surveyor,Martin Reynolds ,2738
Conejos County Treasurer,Mack M. Crowther ,2856
Consolidated Bell Mountain Ranch MD Ballot Issue 6A,NO,379
Consolidated Bell Mountain Ranch MD Ballot Issue 6A,YES,225
Costilla County Assessor,Thomas Aragon,1147
COSTILLA COUNTY BALLOT ISSUE 1A,Yes/For,870
COSTILLA COUNTY BALLOT ISSUE 1A,No/Against,679
Costilla County Clerk and Recorder,Najondine T. Placek,1247
Costilla County Commissioner District 2,"Lorraine A. ""Lorrie"" Quintana",1245
Costilla County Coroner,Gary Roy Vigil,1235
Costilla County Sheriff,Danny R. Sanchez,1056
Costilla County Sheriff,Paul Quintana,522
Costilla County Treasurer,Michael Ray Vigil,1263
Councilmember District 2,Earl Hoellen,2248
Councilmember District 2,Tory Leviton,938
Councilmember District 4,Susan Maguire,2029
Councilmember District 4,Mark Williams,976
Councilmember District 6,Robert Eber,1846
Councilmember District 6,Tom Conroy,1289
County Court-Davis,Yes,570
County Court-Davis,No,133
County Court Judge-Brandenburg,Yes,6730
County Court Judge-Brandenburg,No,2220
County Court Judge - Jackson,Yes,413
County Court Judge - Jackson,No,149
County Court Judge - Kilgore,Yes,7645
County Court Judge - Kilgore,No,2846
County Court Judge - Mesa - Raaum,Yes,45289
County Court Judge - Mesa - Raaum,No,14953
County Court Judge - Moffat - Schneider,Yes,3106
County Court Judge - Moffat - Schneider,No,1512
County Court Judge - Murphy,YES,2393
County Court Judge - Murphy,NO,830
County Court Judge - Porter,Yes,3021
County Court Judge - Porter,No,795
County Court Judge - Walzl,Yes,3836
County Court Judge - Walzl,No,1349
County Judge - Denver Eddy,YES,154754
County Judge - Denver Eddy,NO,39538
County Judge - Denver Fay,YES,154209
County Judge - Denver Fay,NO,39683
County Judge - Denver Gonzales,YES,155799
County Judge - Denver Gonzales,NO,38037
County Judge - Denver Lombardi,YES,150987
County Judge - Denver Lombardi,NO,42285
County Judge - Denver Malone,YES,154468
County Judge - Denver Malone,NO,38629
County Judge - Denver Martinez-Thomas,YES,155908
County Judge - Denver Martinez-Thomas,NO,37588
County Judge - Denver Smith,YES,152738
County Judge - Denver Smith,NO,40071
County Judge - Denver Wheeler,YES,154086
County Judge - Denver Wheeler,NO,38860
County Judge - Denver Zobel,YES,151253
County Judge - Denver Zobel,NO,41031
Crowley County Assessor,Douglas K England,1161
Crowley County Clerk and Recorder,"Melinda ""Mindy"" Carter",1184
Crowley County Commissioner - District 1,Roy Elliott,1097
Crowley County Coroner,Gary Gibson,1157
Crowley County - Proposition FF (Statutory),No/Against,763
Crowley County - Proposition FF (Statutory),Yes/For,571
Crowley County Sheriff,Terry Reeves,1012
Crowley County Sheriff,John W Dietz,116
Crowley County Treasurer,Holly McCuistion,1174
Crystal Oaks Metropolitan District Ballot Issue 6B,Yes/For,73
Crystal Oaks Metropolitan District Ballot Issue 6B,No/Against,14
Crystal Oaks Metropolitan District Ballot Issue 6C,Yes/For,77
Crystal Oaks Metropolitan District Ballot Issue 6C,No/Against,10
Crystal Oaks Metropolitan District Ballot Question 6D,Yes/For,80
Crystal Oaks Metropolitan District Ballot Question 6D,No/Against,7
Crystal Oaks Metropolitan District Ballot Question 6E,Yes/For,60
Crystal Oaks Metropolitan District Ballot Question 6E,No/Against,25
Custer County Assessor,J.D. Henrich,2754
Custer County Clerk and Recorder,Kelley S. Camper,2836
Custer County Commissioner - District 1,William R. (Bill) Canda,2049
Custer County Commissioner - District 1,Deb Adams,1207
Custer County Coroner,Bradford Lewis Baltzly,2187
Custer County Coroner,Russell Johnson,1007
Custer County School District C-1 Ballot Question 4A,Yes/For,1663
Custer County School District C-1 Ballot Question 4A,No/Against,1064
Custer County Sheriff,Lloyd Rich Smith,2668
Custer County Treasurer,Virginia Trujillo,2745
Delta County - Amendment D (Constitutional),Yes/For,7813
Delta County - Amendment D (Constitutional),No/Against,6403
Delta County Assessor,Jolene George,12104
Delta County Clerk and Recorder,Teri A. Stephenson,12442
Delta County Commissioner - District 1,Mike Lane,10638
Delta County Commissioner - District 1,Dick Gilmore,4951
Delta County Commissioner - District 1,Alessio Anthony DeMonte,3
Delta County Coroner,Lance B. Boren,12287
Delta County Joint School District No. 50 Ballot Issue 5B,Yes/For,8510
Delta County Joint School District No. 50 Ballot Issue 5B,No/Against,6973
Delta County Sheriff,Mark Taylor,12181
Delta County Treasurer,Lisa J. Tafoya,12129
District Attorney - 12th Judicial District,Anne Kelly,7731
District Attorney - 12th Judicial District,Robert S. (Bob) Willett,5239
District Court Judge - 10th Judicial District - Flesher,Yes,34805
District Court Judge - 10th Judicial District - Flesher,No,22465
District Court Judge - 10th Judicial District - Markenson,Yes,33596
District Court Judge - 10th Judicial District - Markenson,No,23298
District Court Judge - 10th Judicial District - Schwartz,Yes,38218
District Court Judge - 10th Judicial District - Schwartz,No,19542
District Court Judge - 10th Judicial District - Styduhar,Yes,37045
District Court Judge - 10th Judicial District - Styduhar,No,20106
District Court Judge - 11th Judicial District - Murphy,Yes,23230
District Court Judge - 11th Judicial District - Murphy,No,12974
District Court Judge - 12th Judicial District - Newmyer-Olsen,Yes,11544
District Court Judge - 12th Judicial District - Newmyer-Olsen,No,4397
District Court Judge - 13th Judicial District - Gagliano,Yes,14216
District Court Judge - 13th Judicial District - Gagliano,No,11018
District Court Judge - 14th Judicial District - Hoak,Yes,14914
District Court Judge - 14th Judicial District - Hoak,No,5728
District Court Judge - 16th Judicial District - MacDonnell,Yes,6692
District Court Judge - 16th Judicial District - MacDonnell,No,2669
District Court Judge - 17th Judicial District - Lieberman,Yes,109348
District Court Judge - 17th Judicial District - Lieberman,No,52778
District Court Judge - 17th Judicial District - McIntyre,Yes,93271
District Court Judge - 17th Judicial District - McIntyre,No,67828
District Court Judge - 17th Judicial District - Pugh,Yes,110246
District Court Judge - 17th Judicial District - Pugh,No,51033
District Court Judge - 17th Judicial District - Seedorf,Yes,110072
District Court Judge - 17th Judicial District - Seedorf,No,50885
District Court Judge - 17th Judicial District - Smith,Yes,109285
District Court Judge - 17th Judicial District - Smith,No,51157
District Court Judge - 18th Judicial District - Holmes,Yes,239902
District Court Judge - 18th Judicial District - Holmes,No,115000
District Court Judge - 18th Judicial District - Hurst,Yes,243889
District Court Judge - 18th Judicial District - Hurst,No,110389
District Court Judge - 18th Judicial District - Stuart,Yes,250904
District Court Judge - 18th Judicial District - Stuart,No,103193
District Court Judge - 18th Judicial District - White,Yes,245392
District Court Judge - 18th Judicial District - White,No,107635
District Court Judge - 19th Judicial District - Hause,Yes,61691
District Court Judge - 19th Judicial District - Hause,No,34736
District Court Judge - 19th Judicial District - Hoskins,Yes,63623
District Court Judge - 19th Judicial District - Hoskins,No,32886
District Court Judge - 19th Judicial District - Lyons,Yes,63031
District Court Judge - 19th Judicial District - Lyons,No,33227
District Court Judge - 19th Judicial District - Saleebey,Yes,58689
District Court Judge - 19th Judicial District - Saleebey,No,37226
District Court Judge - 19th Judicial District - Schutt,Yes,54715
District Court Judge - 19th Judicial District - Schutt,No,41302
District Court Judge - 19th Judicial District - Vigil,Yes,62257
District Court Judge - 19th Judicial District - Vigil,No,33643
District Court Judge - 1st Judicial District - Klein,Yes,154213
District Court Judge - 1st Judicial District - Klein,No,67472
District Court Judge - 1st Judicial District - Lochary,Yes,152987
District Court Judge - 1st Judicial District - Lochary,No,68395
District Court Judge - 1st Judicial District - McNulty,Yes,155453
District Court Judge - 1st Judicial District - McNulty,No,65339
District Court Judge - 1st Judicial District - Pilkington,Yes,150574
District Court Judge - 1st Judicial District - Pilkington,No,70378
District Court Judge - 1st Judicial District - VanGilder,Yes,156185
District Court Judge - 1st Judicial District - VanGilder,No,65155
District Court Judge - 1st Judicial District - Vriesman,Yes,151885
District Court Judge - 1st Judicial District - Vriesman,No,69068
District Court Judge - 20th Judicial District - Hartman,Yes,87320
District Court Judge - 20th Judicial District - Hartman,No,24156
District Court Judge - 20th Judicial District - Langer,Yes,88931
District Court Judge - 20th Judicial District - Langer,No,21723
District Court Judge - 21st Judicial District - Barrett,Yes,40381
District Court Judge - 21st Judicial District - Barrett,No,19077
District Court Judge - 21st Judicial District - Gurley,Yes,43472
District Court Judge - 21st Judicial District - Gurley,No,16256
District Court Judge - 21st Judicial District - Robison,Yes,42589
District Court Judge - 21st Judicial District - Robison,No,15670
District Court Judge - 3rd Judicial District - McKisson,Yes,6206
