County,Tabulator ID,Batch,# of Ballot Cards,Location,
Pueblo,204,234,100,Tub42,
Pueblo,204,235,100,Tub42,
Pueblo,204,236,100,Tub42,
Pueblo,204,237,100,Tub42,
Pueblo,204,238,100,Tub42,
Pueblo,204,239,100,Tub42,
Pueblo,204,240,100,Tub42,
Pueblo,204,241,100,Tub42,
Pueblo,204,242,100,Tub42,
Pueblo,204,243,100,Tub42,
Pueblo,204,244,100,Tub42,
Pueblo,204,245,100,Tub42,
Pueblo,204,246,100,Tub42,
Pueblo,204,247,100,Tub42,
Pueblo,204,248,100,Tub42,
Pueblo,204,249,100,Tub42,
Pueblo,204,250,100,Tub42,
Pueblo,204,251,100,Tub44,
Pueblo,204,252,100,Tub44,
Pueblo,204,253,100,Tub44,
Pueblo,204,254,100,Tub44,
Pueblo,204,255,100,Tub44,
Pueblo,204,256,100,Tub44,
Pueblo,204,257,100,Tub44,
Pueblo,204,258,100,Tub44,
Pueblo,204,259,100,Tub44,
Pueblo,204,260,98,Tub44,
Pueblo,204,261,6,Tub44,
Pueblo,204,262,100,Tub44,
Pueblo,204,263,100,Tub44,
Pueblo,204,264,100,Tub44,
Pueblo,204,265,100,Tub44,
Pueblo,204,266,100,Tub44,
Pueblo,204,267,100,Tub44,
Pueblo,204,268,100,Tub44,
Pueblo,204,269,100,Tub44,
Pueblo,204,270,100,Tub44,
Pueblo,204,271,100,Tub46,
Pueblo,204,272,100,Tub46,
Pueblo,204,273,100,Tub46,
Pueblo,204,274,100,Tub46,
Pueblo,204,275,100,Tub46,
Pueblo,204,276,98,Tub46,
Pueblo,204,277,98,Tub46,
Pueblo,204,278,100,Tub46,
Pueblo,204,279,100,Tub46,
Pueblo,204,280,100,Tub46,
Pueblo,204,281,100,Tub46,
Pueblo,204,282,100,Tub46,
Pueblo,204,283,100,Tub46,
Pueblo,204,284,100,Tub46,
Pueblo,204,285,100,Tub46,
Pueblo,204,286,100,Tub46,
Pueblo,204,287,100,Tub46,
Pueblo,204,288,100,Tub46,
Pueblo,204,289,100,Tub46,
Pueblo,204,290,100,Tub46,
Pueblo,204,291,4,Tub46,
Pueblo,204,292,2,Tub46,
Pueblo,204,293,100,Tub48,
Pueblo,204,294,100,Tub48,
Pueblo,204,295,100,Tub48,
Pueblo,204,296,100,Tub48,
Pueblo,204,297,100,Tub48,
Pueblo,204,298,100,Tub48,
Pueblo,204,299,98,Tub48,
Pueblo,204,300,100,Tub48,
Pueblo,204,301,100,Tub48,
Pueblo,204,302,100,Tub48,
Pueblo,204,303,100,Tub48,
Pueblo,204,304,100,Tub48,
Pueblo,204,305,100,Tub48,
Pueblo,204,306,100,Tub48,
Pueblo,204,307,100,Tub48,
Pueblo,204,308,100,Tub48,
Pueblo,204,309,98,Tub48,
Pueblo,204,310,100,Tub48,
Pueblo,204,311,100,Tub48,
Pueblo,204,312,100,Tub48,
Pueblo,204,313,100,Tub50,
Pueblo,204,314,100,Tub50,
Pueblo,204,315,100,Tub50,
Pueblo,204,316,100,Tub50,
Pueblo,204,317,100,Tub50,
Pueblo,204,318,100,Tub50,
Pueblo,204,319,48,Tub50,
Pueblo,204,320,100,Tub50,
Pueblo,204,321,100,Tub50,
Pueblo,204,322,100,Tub50,
Pueblo,204,323,100,Tub50,
Pueblo,204,324,100,Tub50,
Pueblo,204,325,100,Tub50,
Pueblo,204,326,100,Tub50,
Pueblo,204,327,100,Tub50,
Pueblo,204,328,100,Tub50,
Pueblo,204,329,100,Tub50,
Pueblo,204,330,100,Tub50,
Pueblo,204,331,100,Tub50,
Pueblo,204,332,100,Tub50,
Pueblo,204,333,100,Tub52,
Pueblo,204,334,100,Tub52,
Pueblo,204,335,100,Tub52,
Pueblo,204,336,100,Tub52,
Pueblo,204,337,100,Tub52,
Pueblo,204,338,100,Tub52,
Pueblo,204,339,100,Tub52,
Pueblo,204,340,20,Tub52,
Pueblo,204,341,100,Tub52,
Pueblo,204,342,100,Tub52,
Pueblo,204,343,100,Tub52,
Pueblo,204,344,100,Tub52,
Pueblo,204,345,100,Tub52,
Pueblo,204,346,100,Tub52,
Pueblo,204,347,100,Tub52,
Pueblo,204,348,98,Tub52,
Pueblo,204,349,100,Tub52,
Pueblo,204,350,100,Tub52,
Pueblo,204,351,100,Tub52,
Pueblo,204,352,100,Tub52,
Pueblo,204,353,100,Tub54,
Pueblo,204,354,100,Tub54,
Pueblo,204,355,98,Tub54,
Pueblo,204,356,100,Tub54,
Pueblo,204,357,100,Tub54,
Pueblo,204,358,48,Tub54,
Pueblo,204,359,100,Tub54,
Pueblo,204,360,100,Tub54,
Pueblo,204,361,100,Tub54,
Pueblo,204,362,100,Tub54,
Pueblo,204,363,100,Tub54,
Pueblo,204,364,100,Tub54,
Pueblo,204,365,100,Tub54,
Pueblo,204,366,100,Tub54,
Pueblo,204,367,100,Tub54,
Pueblo,204,368,100,Tub54,
Pueblo,204,369,100,Tub54,
Pueblo,204,370,100,Tub54,
Pueblo,204,371,100,Tub54,
Pueblo,204,372,100,Tub54,
Pueblo,204,373,100,Tub56,
Pueblo,204,374,98,Tub56,
Pueblo,204,375,100,Tub56,
Pueblo,204,376,100,Tub56,
Pueblo,204,377,84,Tub56,
Pueblo,204,378,100,Tub56,
Pueblo,204,379,100,Tub56,
Pueblo,204,380,100,Tub56,
Pueblo,204,381,100,Tub56,
Pueblo,204,382,100,Tub56,
Pueblo,204,383,100,Tub56,
Pueblo,204,384,100,Tub56,
Pueblo,204,385,100,Tub56,
Pueblo,204,386,100,Tub56,
Pueblo,204,387,100,Tub56,
Pueblo,204,388,100,Tub56,
Pueblo,204,389,100,Tub56,
Pueblo,204,390,100,Tub56,
Pueblo,204,391,100,Tub56,
Pueblo,204,392,100,Tub56,
Pueblo,204,393,100,Tub58,
Pueblo,204,394,100,Tub58,
Pueblo,204,395,100,Tub58,
Pueblo,204,396,100,Tub58,
Pueblo,204,397,100,Tub58,
Pueblo,204,398,100,Tub58,
Pueblo,204,399,100,Tub58,
Pueblo,204,400,100,Tub58,
Pueblo,204,401,100,Tub58,
Pueblo,204,402,100,Tub58,
Pueblo,204,403,100,Tub58,
Pueblo,204,404,100,Tub58,
Pueblo,204,405,100,Tub58,
Pueblo,204,406,100,Tub58,
Pueblo,204,407,100,Tub58,
Pueblo,204,408,100,Tub58,
Pueblo,204,409,100,Tub58,
Pueblo,204,410,100,Tub58,
Pueblo,204,411,100,Tub58,
Pueblo,204,412,100,Tub58,
Pueblo,204,413,100,Tub60,
Pueblo,204,414,100,Tub60,
Pueblo,204,415,100,Tub60,
Pueblo,204,416,100,Tub60,
Pueblo,204,417,100,Tub60,
Pueblo,204,418,100,Tub60,
Pueblo,204,419,100,Tub60,
Pueblo,204,420,100,Tub60,
Pueblo,204,421,100,Tub60,
Pueblo,204,422,100,Tub60,
Pueblo,204,423,100,Tub60,
Pueblo,204,424,100,Tub60,
Pueblo,204,425,100,Tub60,
Pueblo,204,426,100,Tub60,
Pueblo,204,427,100,Tub60,
Pueblo,204,428,100,Tub60,
Pueblo,204,429,100,Tub60,
Pueblo,204,430,100,Tub60,
Pueblo,204,431,100,Tub60,
Pueblo,204,432,100,Tub60,
Pueblo,204,433,100,Tub62,
Pueblo,204,434,100,Tub62,
Pueblo,204,435,100,Tub62,
Pueblo,204,436,100,Tub62,
Pueblo,204,437,100,Tub62,
Pueblo,204,438,100,Tub62,
Pueblo,204,439,100,Tub62,
Pueblo,204,440,98,Tub62,
Pueblo,204,441,100,Tub62,
Pueblo,204,442,100,Tub62,
Pueblo,204,443,100,Tub62,
Pueblo,204,444,100,Tub62,
Pueblo,204,445,100,Tub62,
Pueblo,204,446,100,Tub62,
Pueblo,204,447,100,Tub62,
Pueblo,204,448,100,Tub62,
Pueblo,204,449,100,Tub62,
Pueblo,204,450,100,Tub62,
Pueblo,204,451,100,Tub62,
Pueblo,204,452,100,Tub62,
Pueblo,204,453,100,Tub63,
Pueblo,204,454,100,Tub63,
Pueblo,204,455,90,Tub63,
Pueblo,204,456,102,Tub63,
Pueblo,204,457,100,Tub63,
Pueblo,204,458,100,Tub63,
Pueblo,204,459,100,Tub63,
Pueblo,204,460,100,Tub63,
Pueblo,204,461,86,Tub63,
Pueblo,204,462,42,Tub63,
Pueblo,204,463,102,Tub63,
Pueblo,204,464,102,Tub63,
Pueblo,204,465,100,Tub63,
Pueblo,204,466,100,Tub63,
Pueblo,204,467,102,Tub63,
Pueblo,204,468,44,Tub63,
Pueblo,204,469,3,Tub63,
Pueblo,204,470,100,Tub63,
Pueblo,204,471,88,Tub63,
Pueblo,204,472,100,Tub63,
Pueblo,204,473,100,Tub63,
Pueblo,204,474,7,Tub63,
Pueblo,204,475,100,Tub64,
Pueblo,204,476,100,Tub64,
Pueblo,204,477,100,Tub64,
Pueblo,204,478,100,Tub64,
Pueblo,204,479,100,Tub64,
Pueblo,204,480,100,Tub64,
Pueblo,204,481,100,Tub64,
Pueblo,204,482,100,Tub64,
Pueblo,204,483,100,Tub64,
Pueblo,204,484,100,Tub64,
Pueblo,204,485,100,Tub64,
Pueblo,204,486,102,Tub64,
Pueblo,204,487,74,Tub64,
Pueblo,204,488,100,Tub64,
Pueblo,204,489,100,Tub64,
Pueblo,204,490,99,Tub64,
Pueblo,204,491,72,Tub64,
Pueblo,204,492,100,Tub65,
Pueblo,204,493,100,Tub65,
Pueblo,204,494,100,Tub65,
Pueblo,204,495,100,Tub65,
Pueblo,204,496,100,Tub65,
Pueblo,204,497,82,Tub65,
Pueblo,204,498,100,Tub65,
Pueblo,204,499,100,Tub65,
Pueblo,204,500,100,Tub65,
Pueblo,204,501,100,Tub65,
Pueblo,204,502,98,Tub65,
Pueblo,204,503,100,Tub65,
Pueblo,204,504,100,Tub65,
Pueblo,204,505,100,Tub65,
Pueblo,204,506,100,Tub65,
Pueblo,204,507,100,Tub65,
Pueblo,204,508,100,Tub65,
Pueblo,204,509,100,Tub65,
Pueblo,204,510,100,Tub65,
Pueblo,204,511,100,Tub65,
Pueblo,204,512,126,Tub65,
Pueblo,204,513,4,Tub65,
Pueblo,204,514,2,Tub65,
Pueblo,204,515,4,Tub65,
Pueblo,204,516,2,Tub65,
Pueblo,204,517,100,Tub66,
Pueblo,204,518,100,Tub66,
Pueblo,204,519,100,Tub66,
Pueblo,204,520,100,Tub66,
Pueblo,204,521,100,Tub66,
Pueblo,204,522,100,Tub66,
Pueblo,204,523,100,Tub66,
Pueblo,204,524,100,Tub66,
Pueblo,204,525,100,Tub66,
Pueblo,204,526,100,Tub66,
Pueblo,204,527,100,Tub66,
Pueblo,204,528,100,Tub66,
Pueblo,204,529,100,Tub66,
Pueblo,204,530,100,Tub66,
Pueblo,204,531,100,Tub66,
Pueblo,204,532,98,Tub66,
Pueblo,204,533,100,Tub66,
Pueblo,204,534,100,Tub66,
Pueblo,204,535,100,Tub66,
Pueblo,204,536,98,Tub66,
Pueblo,204,537,100,Tub67,
Pueblo,204,538,100,Tub67,
Pueblo,204,539,100,Tub67,
Pueblo,204,540,100,Tub67,
Pueblo,204,541,100,Tub67,
Pueblo,204,542,100,Tub67,
Pueblo,204,543,100,Tub67,
Pueblo,204,544,54,Tub67,
Pueblo,204,545,100,Tub67,
Pueblo,204,546,100,Tub67,
Pueblo,204,547,100,Tub67,
Pueblo,204,548,20,Tub67,
Pueblo,204,549,100,Tub67,
Pueblo,204,550,100,Tub67,
Pueblo,204,551,100,Tub67,
Pueblo,204,552,30,Tub67,
Pueblo,204,553,100,Tub67,
Pueblo,204,554,100,Tub67,
Pueblo,204,555,100,Tub67,
Pueblo,204,556,100,Tub67,
Pueblo,204,557,101,Tub67,
Pueblo,204,558,100,Tub68,
Pueblo,204,559,100,Tub68,
Pueblo,204,560,100,Tub68,
Pueblo,204,561,100,Tub68,
Pueblo,204,562,98,Tub68,
Pueblo,204,563,100,Tub68,
Pueblo,204,564,100,Tub68,
Pueblo,204,565,100,Tub68,
Pueblo,204,566,100,Tub68,
Pueblo,204,567,100,Tub68,
Pueblo,204,568,100,Tub68,
Pueblo,204,569,100,Tub68,
Pueblo,204,570,100,Tub68,
Pueblo,204,571,100,Tub68,
Pueblo,204,572,100,Tub68,
Pueblo,204,573,100,Tub68,
Pueblo,204,574,100,Tub68,
Pueblo,204,575,100,Tub68,
Pueblo,204,576,100,Tub68,
Pueblo,204,577,12,Tub68,
Pueblo,204,578,100,Tub69,
Pueblo,204,579,100,Tub69,
Pueblo,204,580,98,Tub69,
Pueblo,204,581,100,Tub69,
Pueblo,204,582,100,Tub69,
Pueblo,204,583,98,Tub69,
Pueblo,204,584,100,Tub69,
Pueblo,204,585,34,Tub69,
Pueblo,204,586,96,Tub70,
Pueblo,204,587,68,Tub70,
Pueblo,204,588,100,Tub70,
Pueblo,204,589,100,Tub70,
Pueblo,204,590,100,Tub70,
Pueblo,204,591,100,Tub70,
Pueblo,204,592,100,Tub70,
Pueblo,204,593,100,Tub70,
Pueblo,204,594,100,Tub70,
Pueblo,204,595,100,Tub70,
Pueblo,204,596,100,Tub70,
Pueblo,204,597,98,Tub70,
Pueblo,204,598,100,Tub70,
Pueblo,204,599,18,Tub70,
Pueblo,204,600,100,Tub70,
Pueblo,204,601,88,Tub70,
Pueblo,204,602,80,Tub70,
Pueblo,204,603,18,Tub70,
Pueblo,204,604,4,Tub70,
Pueblo,204,605,42,Tub70,
Pueblo,204,606,4,Tub70,
Pueblo,204,607,12,Tub70,
Pueblo,204,608,76,Tub70,
Pueblo,204,609,68,Tub70,
Pueblo,204,610,44,Tub70,
Pueblo,204,611,6,Tub70,
Pueblo,204,612,2,Tub70,
Pueblo,204,613,2,Tub70,
Pueblo,204,614,2,Tub70,
