contest_name,choice,votes
BALLOT ISSUE NO. 4A,NO,1241
BALLOT ISSUE NO. 4A,YES,795
BALLOT ISSUE NO. 4B,NO,1375
BALLOT ISSUE NO. 4B,YES,661
Ballot Question 2C,Yes/For,590
Ballot Question 2C,No/Against,535
Ballot Question 2G,Yes/For,100
Ballot Question 2G,No/Against,39
Basalt and Rural Fire Protection District Ballot Issue No. 7A,Yes/For,1710
Basalt and Rural Fire Protection District Ballot Issue No. 7A,No/Against,1384
Base Village Metropolitan District No. 2 Ballot Issue No. 6A - Repeal Unused Debt Authorization,Yes/For,5
Base Village Metropolitan District No. 2 Ballot Issue No. 6A - Repeal Unused Debt Authorization,No/Against,1
Bayfield School District 10 Jt-R Board of Directors,Justin Talbot,1955
Bayfield School District 10 Jt-R Board of Directors,Debbie Wilhelm,1672
Bayfield School District 10 Jt-R Board of Directors,Molly Orendorff,1464
Bayfield School District 10 Jt-R Board of Directors,Amy De Prospo Davlin,1437
Bennett School District 29J Ballot Issue 5A,No/Against,1558
Bennett School District 29J Ballot Issue 5A,Yes/For,910
Bennett School District 29J School Director at Large,Brennan Westendorf,1306
Bennett School District 29J School Director at Large,Darvin Harrell,1190
Bennett School District 29J School Director at Large,Alyssa Pae,1165
Bennett School District 29J School Director at Large,Dennis E. Smialek,1064
Bethune School District R-5 Board of Directors - 4 Year Term,Connie Strobel,162
Bethune School District R-5 Board of Directors - 4 Year Term,Eric Ziegler,140
Bethune School District R-5 Board of Directors - 4 Year Term,Scott Powell,104
Bethune School District R-5 Board of Directors - 4 Year Term,Karmon J. Ebright,63
Bethune School District R-5 Recall Question,YES/FOR,103
Bethune School District R-5 Recall Question,NO/AGAINST,79
Big Sandy School District 100J Board of Directors,Judy Book,380
Big Sandy School District 100J Board of Directors,Curtis Stanko,363
Big Sandy School District 100J Board of Directors,Hank Smith,348
Big Sandy School District 100J Board of Directors,Stephanie Madden,114
Big Sandy School District 100J Board of Directors,Tika Ethridge,100
Board of Directors - At large,Grayson Cooper,1116
Board of Directors - At large,Angel Bujanda Gutierrez,996
Board of Directors - At large,Miriam Lozano,908
Board of Education Directors - At large,Emily Mock,360
Board of Education Directors - At large,Ashley Tomlinson,322
Board of Education Directors - At large,Clint Cloud,232
Boulder County Ballot Issue 1A,Yes/For,94962
Boulder County Ballot Issue 1A,No/Against,22844
Boulder County Ballot Issue 1B,Yes/For,83505
Boulder County Ballot Issue 1B,No/Against,33426
Boulder Valley School District RE-2 Director District A (4 years),Jason Unger,379
Boulder Valley School District RE-2 Director District A (4 years),Neil Fishman,278
Boulder Valley School District RE-2 Director District A (4 Years),Jason Unger,36421
Boulder Valley School District RE-2 Director District A (4 Years),Neil Fishman,25140
Boulder Valley School District RE-2 Director District C (4 years),Alex Medler,335
Boulder Valley School District RE-2 Director District C (4 years),Cynthia Nevison,254
Boulder Valley School District RE-2 Director District C (4 years),Andrew Steffl,85
Boulder Valley School District RE-2 Director District C (4 Years),Alex Medler,38223
Boulder Valley School District RE-2 Director District C (4 Years),Cynthia Nevison,16546
Boulder Valley School District RE-2 Director District C (4 Years),Andrew Steffl,6418
Boulder Valley School District RE-2 Director District D (4 years),Lalenia Quinlan Aweida,342
Boulder Valley School District RE-2 Director District D (4 years),Andrew Brandt,307
Boulder Valley School District RE-2 Director District D (4 Years),Lalenia Quinlan Aweida,34947
Boulder Valley School District RE-2 Director District D (4 Years),Andrew Brandt,25558
Boulder Valley School District RE-2 Director District G (4 years),Jorge Chavez,310
Boulder Valley School District RE-2 Director District G (4 years),Stuart Lord,210
Boulder Valley School District RE-2 Director District G (4 years),Anil Kiran Pesaramelli,137
Boulder Valley School District RE-2 Director District G (4 Years),Jorge Chavez,36692
Boulder Valley School District RE-2 Director District G (4 Years),Stuart Lord,15324
Boulder Valley School District RE-2 Director District G (4 Years),Anil Kiran Pesaramelli,8983
Brighton School District 27J Board of Education Director District No. 1,Tom Green,14740
Brighton School District 27J Board of Education Director District No. 1,Derek Easdon,9065
Brighton School District 27J Board of Education Director District No. 3,Melinda Carbajal,13979
Brighton School District 27J Board of Education Director District No. 3,Shawna Hirter,9622
Brighton School District 27J Board of Education Director District No. 6,Annie Jensen,18356
Brighton School District 27J Board of Education Director District No. 7,Rachel Wilhelm,18964
Broomfield - Adams 12 Five Star School District Director District No 5,Alexis Marsh-Holschen,7197
Broomfield - Adams 12 Five Star School District Director District No 5,Ben Helgeson,4716
Buena Vista School District R-31 Board of Education Director At Large - 2 Year Term,Paula Dylan,2124
Buena Vista School District R-31 Board of Education Director At Large - 2 Year Term,Trinda Windle,1554
Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,Mallory Brooks,2041
Buena Vista School District R-31 Board of Education Director At Large - 4 Year Term,Montana Brown,1644
Buena Vista School District R-31 Board of Education District 1,Brett Mitchell,1964
Buena Vista School District R-31 Board of Education District 1,J. Casey Martin,1892
Buena Vista School District R-31 Board of Education District 3,Norman Nyberg,2867
Buena Vista School District R-31 Board of Education District 4,George Richardson,2746
Buffalo Highlands Metropolitan District Ballot Issue 6A,Yes/For,81
Buffalo Highlands Metropolitan District Ballot Issue 6A,No/Against,10
Buffalo Highlands Metropolitan District Ballot Issue 6B,Yes/For,79
Buffalo Highlands Metropolitan District Ballot Issue 6B,No/Against,12
Buffalo Highlands Metropolitan District Ballot Issue 6C,Yes/For,80
Buffalo Highlands Metropolitan District Ballot Issue 6C,No/Against,11
BURLINGTON SCHOOL DISTRICT RE-6J BALLOT ISSUE 5C,YES/FOR,885
BURLINGTON SCHOOL DISTRICT RE-6J BALLOT ISSUE 5C,NO/AGAINST,473
Burlington School District RE-6J Board of Directors - 4 Year Term,Grant James,969
Burlington School District RE-6J Board of Directors - 4 Year Term,Casey McDaniel,563
Burlington School District RE-6J Board of Directors - 4 Year Term,Warren Schaal,535
Burlington School District RE-6J Board of Directors - 4 Year Term,Justin Carter,528
Burlington School District RE-6J Board of Directors - 4 Year Term,Brandi Baquera,475
Burlington School District RE-6J Board of Directors - 4 Year Term,Stefanie Wycoff,420
Burlington School District RE-6J Board of Directors - 4 Year Term,Kirsten Kilborn,376
Burlington School District RE-6J Board of Directors - 4 Year Term,Travis Doty,295
Burlington School District RE-6J Board of Directors - 4 Year Term,Christina Gonzales,222
Burlington School District RE-6J Board of Directors - 4 Year Term,Carlos Hernandez,198
Burlington School District RE-6J Board of Directors - 4 Year Term,Nathan Strickland,168
Byers School District 32J School Board Director,Dennis Messer,511
Byers School District 32J School Board Director,Allison Harris,499
Byers School District 32J School Board Director,Matt Eymann,487
Byers School District 32J School Board Director,Jason Meier,429
Byers School District 32J School Board Director,Dustin Olsen,421
Canon City School District RE-1 Board of Directors - At Large,Matthew Alexander,4634
Canon City School District RE-1 Board of Directors - At Large,Robin Reeser,4471
Canon City School District RE-1 Board of Directors - At Large,Bret Meuli,4416
Canon City School District RE-1 Board of Directors - At Large,Janelle Valladares,4387
Canon City School District RE-1 Board of Directors - At Large,Graceann Pittner,4152
Canon City School District RE-1 Board of Directors - At Large,Thomas Wenzl,3956
CANON CITY SCHOOL DISTRICT RE-1 ISSUE # 4A:  BONDS,Yes/For,5880
CANON CITY SCHOOL DISTRICT RE-1 ISSUE # 4A:  BONDS,No/Against,3699
Centennial R-1 School District 1,Elizabeth Ann Gettel,309
Centennial R-1 School District 1,Christopher Rodriguez,261
Centennial R-1 School District 5,Pamela Vigil,402
Center Consolidated School District 26 JT Director - District C,Kimberlee Anne Duran,397
Center Consolidated School District 26 JT Director - District Member At Large,Lloyd M. Garcia,338
Center Consolidated School District 26 JT Director - District Member At Large,Richard J. Barela,158
Center Consolidated School District 26 JT Director - District Member At Large,Marisa Renee Aguilar,103
Center Consolidated School District 26 JT Director - District Member At Large,Pablo M. Lopez,83
Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,Yes/For,320
Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,No/Against,242
Cherokee Ridge Estates MD Ballot Issue 6B,YES,55
Cherokee Ridge Estates MD Ballot Issue 6B,NO,18
Cherry Creek School District No. 5 Director District A,Anne Egan,50035
Cherry Creek School District No. 5 Director District A,Steve McKenna,27483
Cherry Creek School District No. 5 Director District B,Ruthie Knowles,60343
Cherry Creek School District No. 5 Director District C,Angela Garland,48040
Cherry Creek School District No. 5 Director District C,Scott Graves,28941
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Susan Mellow,5020
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Betsy Kleiner,4943
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Michael Grage,3706
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Rick Gillit,3201
Cheyenne Mountain School District 12 Board of Directors - 4 Year Term,Celeste Fitzpatrick,2574
Cheyenne - Proposition II (Statutory),No/Against,476
Cheyenne - Proposition II (Statutory),Yes/For,183
City and County of Broomfield Councilmember Ward 1 (4 Years),Kenny Van Nguyen,2408
City and County of Broomfield Councilmember Ward 1 (4 Years),Chriss Hammerschmidt,1903
City and County of Broomfield Councilmember Ward 2 (4 Years),Paloma Delgadillo,2086
City and County of Broomfield Councilmember Ward 3 (4 Years),Jean Lim,3082
City and County of Broomfield Councilmember Ward 3 (4 Years),Peter Crouse,2611
City and County of Broomfield Councilmember Ward 4 (4 Years),Laurie Anderson,4691
City and County of Broomfield Councilmember Ward 5 (4 Years),Heidi Henkel,2735
City and County of Broomfield Councilmember Ward 5 (4 Years),Adam Gobetti,2456
City and County of Broomfield - Mayor (2 Years),Guyleen Castriotta,18002
City and County of Denver Referred Question 2P,Yes,125263
City and County of Denver Referred Question 2P,No,34968
City Council Ward 1,Joey Edwards,124
City Council Ward 1,Paul Mueller,69
City Council Ward 1,Steve Prestash,62
City Council Ward 3,Cisco Tharp,190
City of Alamosa Councilor at Large,Michael Carson,1270
City of Alamosa Councilor Ward 1,Liz Hensley,381
City of Alamosa Councilor Ward 2,Dawn Krebs,372
City of Alamosa Councilor Ward 3,Jacqueline (Jackie) Vigil,208
City of Alamosa Councilor Ward 3,John Adams,127
City of Arvada Council Member At-Large,Sharon H. Davis,19365
City of Arvada Council Member At-Large,Bob Loveridge,13423
City of Arvada Council Member At-Large,Kathleen Kennedy,9172
City of Arvada Council Member District 2,Shawna Ambrose,4730
City of Arvada Council Member District 2,Michael P. Griffith,4520
City of Arvada Council Member District 4,Bob Fifer,7836
City of Arvada Council Member District 4,Jessica Fenske,4697
City of Arvada Mayor,Lauren Simpson,22519
City of Arvada Mayor,John Marriott,22055
City of Aurora Ballot Question 3A,No/Against,44356
City of Aurora Ballot Question 3A,Yes/For,32530
City of Aurora Ballot Question 3A,NO,1312
City of Aurora Ballot Question 3A,YES,746
City of Aurora Ballot Question 3B,Yes/For,44958
City of Aurora Ballot Question 3B,No/Against,29150
City of Aurora Ballot Question 3B,YES,1168
City of Aurora Ballot Question 3B,NO,741
City of Aurora Ballot Question 3C,Yes/For,49207
City of Aurora Ballot Question 3C,No/Against,24275
City of Aurora Ballot Question 3C,YES,1357
City of Aurora Ballot Question 3C,NO,545
City of Aurora Ballot Question 3D,Yes/For,50834
City of Aurora Ballot Question 3D,No/Against,22762
City of Aurora Ballot Question 3D,YES,1371
City of Aurora Ballot Question 3D,NO,523
City of Aurora Council Member At-Large,Alison Coombs,37485
City of Aurora Council Member At-Large,Curtis Gardner,35287
City of Aurora Council Member At-Large,Thomas Mayes,29481
City of Aurora Council Member At-Large,Jono Scott,28320
City of Aurora Council Member Ward IV,Stephanie Y. Hancock,7257
City of Aurora Council Member Ward IV,"Jonathan ""Jon"" Gray",6248
City of Aurora Council Member Ward V,Angela Lawson,10321
City of Aurora Council Member Ward V,Chris Rhodes,6764
City of Aurora Council Member Ward VI,Francoise Bergan,11085
City of Aurora Council Member Ward VI,Brian Matise,7418
City of Aurora Mayor,Mike Coffman,41867
City of Aurora Mayor,Juan Marcano,32323
City of Aurora Mayor,Jeff Sanford,5454
City of Boulder Ballot Issue 2A,Yes/For,24810
City of Boulder Ballot Issue 2A,No/Against,8473
City of Boulder Ballot Question 2B,Yes/For,26137
City of Boulder Ballot Question 2B,No/Against,4153
City of Boulder Ballot Question 302,Yes/For,20261
City of Boulder Ballot Question 302,No/Against,12973
City of Boulder Council Candidates,Tara Winer,21255
City of Boulder Council Candidates,Tina Marquis,14959
City of Boulder Council Candidates,Taishya Adams,14634
City of Boulder Council Candidates,Ryan Schuchard,14412
City of Boulder Council Candidates,Terri Brncic,14365
City of Boulder Council Candidates,Jenny Robins,11247
City of Boulder Council Candidates,Waylon Lewis,8863
City of Boulder Council Candidates,Silas Atkins,6831
City of Boulder Council Candidates,Aaron Gabriel Neyer,3484
City of Boulder Council Candidates,Jacques Decalo,3329
City of Brighton Ballot Issue 3F,No/Against,5187
City of Brighton Ballot Issue 3F,Yes/For,2866
City of Brighton Councilmember Ward 1,Tom Green,1531
City of Brighton Councilmember Ward 1,Jessie Williams,769
City of Brighton Councilmember Ward 2,Jim Snyder,1093
City of Brighton Councilmember Ward 3,Chris Fiedler,1224
City of Brighton Councilmember Ward 4,Kathryn Le Donne,718
City of Brighton Councilmember Ward 4,Lloyd Worth,605
City of Brighton Councilmember Ward 4,Donald D.R. Dill,468
City of Brighton Councilmember Ward 4,Dan Sherman,226
City of Brush Councilor Ward 1,Nathan Tyree,322
City of Brush Councilor Ward 2,Daniel R. Scalise,122
City of Brush Councilor Ward 2,David Basil,111
City of Brush Councilor Ward 2,Scott Hodgson,74
City of Brush Councilor Ward 2,"Scott ""Scottie"" Klinkhammer",71
City of Brush Councilor Ward 3,Justin Spradlin,126
City of Brush Councilor Ward 3,Krystal Gabel,77
City of Brush Councilor Ward 3,Nicholas Skiles,65
City of Canon City - City Council - At-Large,Amy Schmisseur,2706
City of Canon City - City Council - At-Large,Gerald Meloni,2286
City of Canon City - City Council - At-Large,Elizabeth Oberle,1731
City of Canon City - City Council - At-Large,Richard Ratzlaff,1539
City of Canon City - City Council - District 2,Kathy Worthington,3795
City of Canon City - City Council - District 4,Timothy Dennehy,3868
City of Canon City - Mayor,Preston Troutman,3028
City of Canon City - Mayor,Phillip Lund Jr.,2241
City of Caste Pines Ballot Issue 2E,YES,3496
City of Caste Pines Ballot Issue 2E,NO,2933
City of Castle Pines Ballot Issue 2F,YES,3349
City of Castle Pines Ballot Issue 2F,NO,3033
City of Castle Pines - Council District 1,Deborah M. Mulvey,1113
City of Castle Pines - Council District 1,Kevin Rants,989
City of Castle Pines - Council District 2,Ron Cole,1378
City of Castle Pines - Council District 3,Geoff Blue,791
City of Castle Pines - Council District 3,Heather Hankins,471
City of Centennial Council Member District 1,Amy Tharp,5466
City of Centennial Council Member District 1,Andrew Spaulding,3697
City of Centennial Council Member District 1,Norm Olsen,31
City of Centennial Council Member District 2,Christine Sweetland,5263
City of Centennial Council Member District 2,Rick Rome,3074
City of Centennial Council Member District 2,Kevin Biehl,304
City of Centennial Council Member District 2,Priscilla A. Rutledge,38
City of Centennial Council Member District 3,Richard Holt,5756
City of Centennial Council Member District 3,Valdan Vandemark,3125
City of Centennial Council Member District 4,Don Sheehan,5799
City of Colorado Springs Ballot Ballot Issue 2A,No,68220
City of Colorado Springs Ballot Ballot Issue 2A,Yes,61044
City of Commerce City Ballot Question 3Q,Yes/For,6012
City of Commerce City Ballot Question 3Q,No/Against,4371
City of Commerce City Ballot Question 3R,No/Against,5194
City of Commerce City Ballot Question 3R,Yes/For,5108
City of Commerce City Ballot Question 3S,Yes/For,6626
City of Commerce City Ballot Question 3S,No/Against,3655
City of Commerce City Ballot Question 3T,Yes/For,7311
City of Commerce City Ballot Question 3T,No/Against,2782
City of Commerce City Councilmember - At Large,"Yong Gen ""Craig"" Kim",4459
City of Commerce City Councilmember - At Large,Charles Dukes,3638
City of Commerce City Councilmember - At Large,Craig Hurst,2782
City of Commerce City Councilmember - At Large,Ryan Keefer,2558
City of Commerce City Councilmember - Ward 2,Rocky Teter,719
City of Commerce City Councilmember - Ward 2,Jennifer Allen-Thomas,683
City of Commerce City Councilmember - Ward 3,Renee M. Chacon,1647
City of Commerce City Councilmember - Ward 3,Rich Trujillo,444
City of Commerce City Councilmember - Ward 4,Susan Noble,2111
City of Commerce City Councilmember - Ward 4,David Diop,1926
City of Commerce City Mayor,Steve Douglas,5001
City of Commerce City Mayor,Rene Bullock,3864
City of Commerce City Mayor,Joseph Dreiling,1155
City of Craig Ballot Question 2A - Charter Amendment for Revocable Permits,No/Against,1175
City of Craig Ballot Question 2A - Charter Amendment for Revocable Permits,Yes/For,824
City of Craig Ballot Question 2B - Charter Amendment Regarding Council President,No/Against,1469
City of Craig Ballot Question 2B - Charter Amendment Regarding Council President,Yes/For,543
City of Craig City Council,Derek Duran,1584
City of Craig City Council,Luke Tucker,1538
City of Craig City Council,Randy Looper,1451
City of Craig City Council,Nathan Butler,1155
City of Craig City Council,Paul James,1002
City of Craig Mayor,Chris Nichols,1299
City of Craig Mayor,Tom Kleinschnitz,759
City of Cripple Creek Ballot Issue 2A,Yes/For,185
City of Cripple Creek Ballot Issue 2A,No/Against,150
City of Cripple Creek Council - Ward 4,Cody Schwab,26
City of Cripple Creek Council - Ward 5,Jared Bowman,114
City of Cripple Creek Mayor,Annie Durham,220
City of Cripple Creek Mayor,Melissa Trenary,92
City of Cripple Creek Mayor,Lester Batson Jr,21
City of Dacono Ballot Issue 2D,No/Against,619
City of Dacono Ballot Issue 2D,Yes/For,599
City of Dacono Ballot Question 2E,Yes/For,896
City of Dacono Ballot Question 2E,No/Against,300
City of Dacono Ballot Question 2F,Yes/For,955
City of Dacono Ballot Question 2F,No/Against,249
City of Dacono Ballot Question 2G,Yes/For,791
City of Dacono Ballot Question 2G,No/Against,380
City of Dacono Council Members,Doris Crespo,608
City of Dacono Council Members,Rick Gerk,379
City of Dacono Council Members,David O'Day,314
City of Dacono Council Members,Mike Mathiesen,263
City of Dacono Council Members,Daniel J. Spagnuolo,245
City of Edgewater Council Members,Mercedes Valdez,816
City of Edgewater Council Members,Kali Janda,814
City of Edgewater Council Members,Bill Berg,591
City of Edgewater Council Members,Joie Iten,584
City of Edgewater Council Members,John Thomsen,497
City of Edgewater Mayor,Steve Conklin,939
City of Edgewater Mayor,Cassidy,4
City of Englewood Ballot Question 2A,No/Against,4200
City of Englewood Ballot Question 2A,Yes/For,3589
City of Englewood Ballot Question 2B,No/Against,4057
City of Englewood Ballot Question 2B,Yes/For,3671
City of Englewood Ballot Question 2C,No/Against,4290
City of Englewood Ballot Question 2C,Yes/For,3373
City of Englewood Ballot Question 2D,No/Against,4473
City of Englewood Ballot Question 2D,Yes/For,3024
City of Englewood Ballot Question 2E,No/Against,3915
City of Englewood Ballot Question 2E,Yes/For,3758
City of Englewood Office of Council Member At-Large 2,Kim Wright,3102
City of Englewood Office of Council Member At-Large 2,Michael Chisholm,2122
City of Englewood Office of Council Member At-Large 2,Brenda Hubka,1701
City of Englewood Office of Council Member At-Large 2,Peter Eckel,727
City of Englewood Office of Council Member At-Large 4,Rita Russell,4543
City of Englewood Office of Council Member At-Large 4,Tena Prange,3732
City of Englewood Office of Council Member At-Large 4,Rick Emmelhainz,2529
City of Englewood Office of Council Member District 1,Othoniel Sierra,1017
City of Englewood Office of Council Member District 1,Matt Crabtree,899
City of Englewood Office of Council Member District 3,Joe Anderson,1401
City of Englewood Office of Council Member District 3,Laurett Barrentine,985
City of Evans Ballot Question 2B,Yes/For,1788
City of Evans Ballot Question 2B,No/Against,1042
City of Florence - City Council - Ward 1,James Vanhoutan,206
City of Florence - City Council - Ward 1,Rudl Mergelman,199
City of Florence - City Council - Ward 1,Kathy Madonna,157
City of Florence - City Council - Ward 2,Tammy Stone,237
City of Florence - City Council - Ward 2,Matt Stiefel,199
City of Florence - City Council - Ward 2,Cathey Young,178
City of Florence - City Council - Ward 3,Gayle MacKinnon,251
City of Florence - City Council - Ward 3,Brenda Gardner,245
City of Florence - City Council - Ward 3,Sue Kinzer,142
City of Florence - Mayor,Steve Wolfe,997
City of Fort Collins Ballot Issue 2A,Yes/For,26095
City of Fort Collins Ballot Issue 2A,No/Against,23490
City of Fort Collins Ballot Issue 2B,No/Against,29674
City of Fort Collins Ballot Issue 2B,Yes/For,19595
City of Fort Collins Ballot Question 2C,Yes/For,32685
City of Fort Collins Ballot Question 2C,No/Against,16021
City of Fort Collins Ballot Question 2D,Yes/For,38325
City of Fort Collins Ballot Question 2D,No/Against,8475
City of Fort Collins Ballot Question 2E,No/Against,24870
City of Fort Collins Ballot Question 2E,Yes/For,22616
City of Fort Collins City Council - District 2,Julie Pignataro,4229
City of Fort Collins City Council - District 2,Eric Hamrick,3364
City of Fort Collins City Council - District 2,Sean McCoy,358
City of Fort Collins City Council - District 4,Melanie Potyondy,5162
City of Fort Collins City Council - District 4,Shirley Peel,4240
City of Fort Collins City Council - District 6,Emily Francis,4050
City of Fort Collins City Council - District 6,Alexander Adams,1148
City of Fort Collins Mayor,Jeni Arndt,34950
City of Fort Collins Mayor,Patricia K. Babbitt,2911
City of Fort Lupton Ward 1 Councilmember,David Crespin,154
City of Fort Lupton Ward 1 Councilmember,Kellie Cruz,148
City of Fort Lupton Ward 2 Councilmember,Chris Ceretto,423
City of Fort Lupton Ward 2 Councilmember,Bushrod White,219
City of Fort Lupton Ward 3 Councilmember,Bruce Fitzgerald,416
City of Fort Morgan Councilmember Ward 1,Jeff Morford,419
City of Fort Morgan Councilmember Ward 1,Brian Urdiales,299
City of Fort Morgan Councilmember Ward 2,William (Bill) Garcia,419
City of Fort Morgan Councilmember Ward 3,Loren Boyett,460
City of Fort Morgan Councilmember Ward 3,Joel Cismowski,274
City of Fort Morgan Mayor,"Kevin ""Doc"" Lindell",1688
City of Fountain Ballot Issue 2B,No/Against,2464
City of Fountain Ballot Issue 2B,Yes/For,2044
City of Fountain City Council - Ward 2,Tamara Estes,1394
City of Fountain Council Member - At Large,Detra Duncan,2123
City of Fountain Council Member - At Large,Jennifer Herzberg,1868
City of Fountain Council Member - At Large,Connie Whisenhunt,1613
City of Golden Ballot Issue 2K,Yes/For,3882
City of Golden Ballot Issue 2K,No/Against,3282
City of Golden Ballot Issue 2L,Yes/For,5636
City of Golden Ballot Issue 2L,No/Against,1390
City of Golden Ballot Question 2M,Yes/For,5270
City of Golden Ballot Question 2M,No/Against,1689
City of Golden Council District 1,Lisa Vitry,1414
City of Golden Council District 1,Matt Duncan,830
City of Golden Council District 1,Jacob Luria,555
City of Golden Council District 1,Mary Weaver,230
City of Golden Council District 2,Patty Evans,1976
City of Golden Council District 2,Ben Moline,1619
City of Golden Mayor,Laura Weinberg,3407
City of Golden Mayor,Heather Schneider,2653
City of Golden Mayor,Charlie Sturdavant,735
City of Golden Mayor,Country Joe MacDonald,261
City of Golden Mayor,Waquim Filsaime,100
City of Grand Junction Question 2A,No/Against,11315
City of Grand Junction Question 2A,Yes/For,8535
City of Grand Junction Question 2B,Yes/For,10081
City of Grand Junction Question 2B,No/Against,9967
City of Greeley Ballot Question 2I,No/Against,10713
City of Greeley Ballot Question 2I,Yes/For,8319
City of Greeley Ballot Question 2J,Yes/For,12163
City of Greeley Ballot Question 2J,No/Against,6850
City of Greeley Councilmember At-Large,Melissa McDonald,9729
City of Greeley Councilmember At-Large,Frank Freeman,6059
City of Greeley Councilmember At-Large,Sean Short,2316
City of Greeley Mayor,John Gates,14568
City of Greeley Mayor,Jim Ethridge,2600
City of Greeley Mayor,"W.D. ""Bill"" Gillard",2523
City of Greeley Ward 1 Councilmember,Tommy Butler,2696
City of Greeley Ward 4 Councilmember,Dale Hall,4980
City of Greenwood Village Councilmember District 1,Paul Wiesner,1364
